respondent_id,persona_id,female,gender_text,age_band,age_years,income_band,metropolis,city_type_text,household_cars,accessible_bikes,pt_pass,pt_pass_text,maas_subscription,maas_text,subsample,assigned_block_id
711,P0711,0,male,40_49,48,4000_plus_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
712,P0712,0,male,50_59,55,500_1999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
713,P0713,1,female,68_plus,74,2000_3999_eur,1,metropolis,3,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
714,P0714,1,female,30_39,32,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
715,P0715,0,male,40_49,44,500_1999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
716,P0716,1,female,68_plus,74,500_1999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
717,P0717,1,female,60_67,61,500_1999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
718,P0718,1,female,18_29,20,500_1999_eur,0,large city,1,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,6
719,P0719,0,male,50_59,58,4000_plus_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
720,P0720,1,female,50_59,51,2000_3999_eur,1,metropolis,1,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,3
721,P0721,0,male,40_49,42,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
722,P0722,1,female,30_39,39,2000_3999_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,8
723,P0723,1,female,50_59,57,2000_3999_eur,1,metropolis,0,5,1,holds a public transport pass,0,does not have a MaaS subscription,SD,6
724,P0724,1,female,68_plus,80,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
725,P0725,1,female,30_39,39,4000_plus_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
726,P0726,1,female,18_29,26,lt_500_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
727,P0727,0,male,60_67,64,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
728,P0728,1,female,40_49,41,2000_3999_eur,1,metropolis,1,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
729,P0729,0,male,40_49,48,2000_3999_eur,1,metropolis,3,4,1,holds a public transport pass,0,does not have a MaaS subscription,MD,3
730,P0730,0,male,40_49,42,2000_3999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
731,P0731,1,female,60_67,64,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
732,P0732,0,male,50_59,56,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,7
733,P0733,0,male,60_67,61,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
734,P0734,0,male,40_49,45,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
735,P0735,1,female,18_29,23,2000_3999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
736,P0736,1,female,60_67,64,2000_3999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
737,P0737,1,female,40_49,47,500_1999_eur,0,large city,3,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
738,P0738,1,female,50_59,56,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,8
739,P0739,0,male,30_39,38,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
740,P0740,0,male,50_59,52,2000_3999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
741,P0741,1,female,40_49,45,4000_plus_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription,MD,4
742,P0742,1,female,40_49,45,4000_plus_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
743,P0743,0,male,50_59,50,4000_plus_eur,1,metropolis,2,5,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
744,P0744,0,male,68_plus,72,2000_3999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
745,P0745,0,male,18_29,19,500_1999_eur,1,metropolis,3,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
746,P0746,0,male,40_49,44,4000_plus_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
747,P0747,0,male,40_49,46,4000_plus_eur,1,metropolis,1,5,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
748,P0748,0,male,30_39,33,500_1999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
749,P0749,1,female,30_39,31,2000_3999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
750,P0750,0,male,68_plus,68,500_1999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
751,P0751,0,male,50_59,57,500_1999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
752,P0752,1,female,40_49,45,500_1999_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
753,P0753,1,female,50_59,59,2000_3999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,4
754,P0754,0,male,40_49,46,500_1999_eur,0,large city,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
755,P0755,1,female,68_plus,69,4000_plus_eur,0,large city,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,4
756,P0756,1,female,68_plus,75,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
757,P0757,1,female,18_29,24,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
758,P0758,1,female,50_59,52,lt_500_eur,0,large city,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,7
759,P0759,0,male,68_plus,79,2000_3999_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
760,P0760,1,female,60_67,63,2000_3999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
761,P0761,0,male,60_67,60,4000_plus_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
762,P0762,1,female,18_29,27,500_1999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
763,P0763,1,female,60_67,66,500_1999_eur,0,large city,3,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,6
764,P0764,1,female,68_plus,77,500_1999_eur,0,large city,0,5,1,holds a public transport pass,0,does not have a MaaS subscription,MD,3
765,P0765,1,female,18_29,25,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
766,P0766,1,female,68_plus,71,500_1999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
767,P0767,0,male,60_67,61,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
768,P0768,0,male,30_39,32,4000_plus_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,8
769,P0769,0,male,50_59,50,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
770,P0770,1,female,40_49,42,500_1999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
771,P0771,0,male,40_49,41,2000_3999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
772,P0772,0,male,68_plus,69,4000_plus_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
773,P0773,0,male,68_plus,79,4000_plus_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
774,P0774,0,male,18_29,25,2000_3999_eur,0,large city,1,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,8
775,P0775,0,male,68_plus,75,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,7
776,P0776,0,male,40_49,42,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
777,P0777,0,male,68_plus,71,4000_plus_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
778,P0778,0,male,60_67,62,4000_plus_eur,1,metropolis,3,4,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
779,P0779,0,male,50_59,57,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
780,P0780,1,female,40_49,44,4000_plus_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
781,P0781,1,female,40_49,44,2000_3999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
782,P0782,1,female,40_49,43,2000_3999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,7
783,P0783,1,female,50_59,56,2000_3999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
784,P0784,0,male,50_59,51,2000_3999_eur,0,large city,2,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
785,P0785,0,male,60_67,64,4000_plus_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
786,P0786,0,male,50_59,59,4000_plus_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
787,P0787,1,female,30_39,38,2000_3999_eur,0,large city,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
788,P0788,0,male,50_59,56,4000_plus_eur,0,large city,1,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
789,P0789,0,male,30_39,31,2000_3999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
790,P0790,0,male,40_49,43,500_1999_eur,0,large city,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,8
791,P0791,0,male,30_39,39,2000_3999_eur,0,large city,0,1,1,holds a public transport pass,1,has an active MaaS subscription,SD,4
792,P0792,0,male,40_49,41,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,3
793,P0793,0,male,68_plus,73,2000_3999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
794,P0794,0,male,40_49,41,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
795,P0795,0,male,50_59,52,2000_3999_eur,1,metropolis,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
796,P0796,1,female,18_29,20,4000_plus_eur,1,metropolis,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
797,P0797,0,male,30_39,39,500_1999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
798,P0798,1,female,60_67,60,2000_3999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
799,P0799,1,female,50_59,55,500_1999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,3
800,P0800,0,male,30_39,32,4000_plus_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
801,P0801,1,female,68_plus,68,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
802,P0802,0,male,50_59,58,500_1999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,8
803,P0803,1,female,60_67,67,2000_3999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
804,P0804,0,male,60_67,60,4000_plus_eur,0,large city,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,7
805,P0805,0,male,60_67,60,2000_3999_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,1
806,P0806,1,female,68_plus,73,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
807,P0807,1,female,60_67,60,500_1999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
808,P0808,1,female,30_39,33,4000_plus_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,8
809,P0809,0,male,60_67,62,500_1999_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
810,P0810,1,female,50_59,57,2000_3999_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,8
811,P0811,1,female,30_39,32,2000_3999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
812,P0812,0,male,50_59,58,500_1999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
813,P0813,0,male,40_49,48,500_1999_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
814,P0814,1,female,60_67,61,4000_plus_eur,1,metropolis,3,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
815,P0815,1,female,68_plus,71,4000_plus_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,8
816,P0816,0,male,40_49,41,2000_3999_eur,0,large city,2,4,1,holds a public transport pass,0,does not have a MaaS subscription,SD,6
817,P0817,1,female,40_49,44,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
818,P0818,1,female,40_49,45,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,8
819,P0819,0,male,18_29,19,4000_plus_eur,1,metropolis,2,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
820,P0820,0,male,18_29,19,500_1999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
821,P0821,1,female,40_49,43,2000_3999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
822,P0822,1,female,68_plus,72,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
823,P0823,0,male,50_59,52,2000_3999_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
824,P0824,1,female,30_39,31,500_1999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
825,P0825,0,male,60_67,65,500_1999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
826,P0826,1,female,68_plus,71,4000_plus_eur,1,metropolis,3,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
827,P0827,1,female,40_49,49,2000_3999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
828,P0828,0,male,40_49,45,2000_3999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
829,P0829,0,male,40_49,41,2000_3999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
830,P0830,1,female,30_39,33,2000_3999_eur,0,large city,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
831,P0831,1,female,40_49,42,2000_3999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
832,P0832,0,male,40_49,45,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
833,P0833,0,male,68_plus,76,4000_plus_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
834,P0834,1,female,50_59,54,2000_3999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
835,P0835,1,female,68_plus,75,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
836,P0836,1,female,60_67,67,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
837,P0837,1,female,40_49,41,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
838,P0838,1,female,30_39,38,2000_3999_eur,1,metropolis,3,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,7
839,P0839,1,female,60_67,65,4000_plus_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
840,P0840,1,female,68_plus,68,2000_3999_eur,0,large city,3,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
841,P0841,0,male,50_59,54,4000_plus_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
842,P0842,0,male,40_49,45,2000_3999_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
843,P0843,1,female,68_plus,72,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
844,P0844,1,female,18_29,22,2000_3999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
845,P0845,0,male,60_67,62,500_1999_eur,1,metropolis,4,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
846,P0846,1,female,60_67,66,4000_plus_eur,0,large city,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,3
847,P0847,1,female,30_39,35,2000_3999_eur,1,metropolis,3,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
848,P0848,1,female,50_59,55,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
849,P0849,0,male,30_39,30,4000_plus_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
850,P0850,1,female,50_59,55,4000_plus_eur,1,metropolis,3,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
851,P0851,0,male,60_67,64,2000_3999_eur,0,large city,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,7
852,P0852,0,male,60_67,63,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
853,P0853,1,female,60_67,65,4000_plus_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
854,P0854,0,male,30_39,34,4000_plus_eur,1,metropolis,3,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
855,P0855,0,male,40_49,42,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
856,P0856,1,female,30_39,35,2000_3999_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,3
857,P0857,0,male,30_39,30,500_1999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
858,P0858,1,female,40_49,43,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
859,P0859,0,male,60_67,65,2000_3999_eur,0,large city,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,4
860,P0860,0,male,60_67,60,2000_3999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,4
861,P0861,1,female,60_67,65,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,3
862,P0862,0,male,50_59,57,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
863,P0863,0,male,50_59,56,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
864,P0864,0,male,68_plus,78,500_1999_eur,0,large city,0,1,1,holds a public transport pass,1,has an active MaaS subscription,MD,5
865,P0865,1,female,18_29,23,500_1999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
866,P0866,0,male,30_39,32,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
867,P0867,1,female,50_59,51,500_1999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,8
868,P0868,1,female,60_67,65,4000_plus_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
869,P0869,0,male,30_39,37,500_1999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
870,P0870,0,male,30_39,31,500_1999_eur,1,metropolis,4,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
871,P0871,0,male,18_29,23,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
872,P0872,1,female,68_plus,80,4000_plus_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
873,P0873,1,female,50_59,50,500_1999_eur,0,large city,1,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,4
874,P0874,1,female,40_49,43,2000_3999_eur,1,metropolis,2,5,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
875,P0875,0,male,30_39,31,500_1999_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,8
876,P0876,0,male,30_39,33,4000_plus_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
877,P0877,1,female,68_plus,80,2000_3999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
878,P0878,0,male,60_67,63,2000_3999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
879,P0879,1,female,30_39,37,4000_plus_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
880,P0880,0,male,40_49,41,4000_plus_eur,1,metropolis,2,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
881,P0881,1,female,60_67,64,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass,1,has an active MaaS subscription,SD,6
882,P0882,1,female,50_59,57,4000_plus_eur,1,metropolis,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
883,P0883,0,male,30_39,35,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,4
884,P0884,0,male,60_67,67,2000_3999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
885,P0885,1,female,60_67,61,2000_3999_eur,0,large city,0,5,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
886,P0886,0,male,40_49,48,500_1999_eur,1,metropolis,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
887,P0887,1,female,18_29,27,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
888,P0888,0,male,50_59,56,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
889,P0889,0,male,40_49,42,500_1999_eur,1,metropolis,3,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
890,P0890,1,female,50_59,57,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
891,P0891,1,female,40_49,49,4000_plus_eur,1,metropolis,1,0,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,5
892,P0892,0,male,50_59,52,2000_3999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
893,P0893,1,female,40_49,41,500_1999_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
894,P0894,0,male,18_29,18,2000_3999_eur,1,metropolis,3,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
895,P0895,1,female,18_29,24,4000_plus_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
896,P0896,0,male,68_plus,77,4000_plus_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
897,P0897,0,male,30_39,30,500_1999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
898,P0898,0,male,68_plus,70,2000_3999_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,3
899,P0899,0,male,68_plus,71,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
900,P0900,0,male,40_49,42,500_1999_eur,1,metropolis,0,4,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
901,P0901,1,female,40_49,47,2000_3999_eur,1,metropolis,2,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
902,P0902,1,female,40_49,49,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
903,P0903,0,male,40_49,44,500_1999_eur,0,large city,1,3,1,holds a public transport pass,1,has an active MaaS subscription,MD,6
904,P0904,1,female,40_49,47,2000_3999_eur,1,metropolis,4,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
905,P0905,0,male,40_49,40,500_1999_eur,0,large city,1,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
906,P0906,1,female,68_plus,80,4000_plus_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
907,P0907,0,male,68_plus,80,2000_3999_eur,0,large city,2,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
908,P0908,0,male,60_67,61,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
909,P0909,0,male,50_59,50,500_1999_eur,1,metropolis,1,4,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,1
910,P0910,0,male,30_39,31,2000_3999_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription,SD,3
911,P0911,0,male,30_39,38,4000_plus_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
912,P0912,1,female,60_67,62,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
913,P0913,0,male,50_59,53,2000_3999_eur,1,metropolis,3,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,7
914,P0914,0,male,40_49,44,4000_plus_eur,1,metropolis,3,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
915,P0915,0,male,30_39,38,2000_3999_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
916,P0916,0,male,40_49,48,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,5
917,P0917,0,male,40_49,45,2000_3999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,6
918,P0918,0,male,40_49,44,2000_3999_eur,0,large city,3,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
919,P0919,1,female,18_29,28,2000_3999_eur,0,large city,1,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,6
920,P0920,0,male,60_67,63,2000_3999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
