model_key,block_template_id,task_index,task_role,pair_id,manipulation_type,n_repeats,exact_repeat_flip_rate,response_entropy
poe_gpt54_nano,POT0039,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0039,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0039,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0039,13,monotonicity,MONO_1,monotonicity,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0039,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0039,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0039,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0040,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0040,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0040,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0040,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0040,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0040,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0040,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0040,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0040,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0040,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0040,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0040,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0040,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0040,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0040,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0040,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0041,1,core,CORE_1,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0041,2,core,CORE_2,core,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0041,3,core,CORE_3,core,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0041,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0041,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0041,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0041,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0041,8,paraphrase_twin,PARA_2,paraphrase,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0041,9,label_mask_twin,LABEL_1,label_mask,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0041,10,label_mask_twin,LABEL_2,label_mask,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0041,11,order_twin,ORDER_1,order_randomization,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0041,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0041,13,monotonicity,MONO_1,monotonicity,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0041,14,monotonicity,MONO_2,monotonicity,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0041,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0041,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0042,1,core,CORE_1,core,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0042,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0042,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0042,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0042,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0042,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0042,7,paraphrase_twin,PARA_1,paraphrase,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0042,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0042,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0042,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0042,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0042,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0042,13,monotonicity,MONO_1,monotonicity,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0042,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0042,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0042,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0043,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0043,2,core,CORE_2,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0043,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0043,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0043,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0043,6,core,CORE_6,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0043,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0043,8,paraphrase_twin,PARA_2,paraphrase,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0043,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0043,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0043,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0043,12,order_twin,ORDER_2,order_randomization,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0043,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0043,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0043,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0043,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0044,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0044,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0044,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0044,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0044,5,core,CORE_5,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0044,6,core,CORE_6,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0044,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0044,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0044,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0044,10,label_mask_twin,LABEL_2,label_mask,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0044,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0044,12,order_twin,ORDER_2,order_randomization,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0044,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0044,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0044,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0044,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0045,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0045,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0045,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0045,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0045,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0045,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0045,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0045,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0045,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0045,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0045,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0045,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0045,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0045,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0045,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0045,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0046,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0046,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0046,3,core,CORE_3,core,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0046,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0046,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0046,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0046,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0046,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0046,9,label_mask_twin,LABEL_1,label_mask,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0046,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0046,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0046,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0046,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0046,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0046,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0046,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0047,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0047,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0047,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0047,4,core,CORE_4,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0047,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0047,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0047,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0047,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0047,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0047,10,label_mask_twin,LABEL_2,label_mask,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0047,11,order_twin,ORDER_1,order_randomization,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0047,12,order_twin,ORDER_2,order_randomization,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0047,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0047,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0047,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0047,16,dominance,DOM_2,dominance,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0048,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0048,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0048,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0048,4,core,CORE_4,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0048,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0048,6,core,CORE_6,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0048,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0048,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0048,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0048,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0048,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0048,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0048,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0048,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0048,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0048,16,dominance,DOM_2,dominance,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0049,1,core,CORE_1,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0049,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0049,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0049,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0049,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0049,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0049,7,paraphrase_twin,PARA_1,paraphrase,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0049,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0049,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0049,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0049,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0049,12,order_twin,ORDER_2,order_randomization,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0049,13,monotonicity,MONO_1,monotonicity,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0049,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0049,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0049,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0050,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0050,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0050,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0050,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0050,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0050,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0050,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0050,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0050,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0050,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0050,11,order_twin,ORDER_1,order_randomization,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0050,12,order_twin,ORDER_2,order_randomization,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0050,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0050,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0050,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0050,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0051,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0051,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0051,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0051,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0051,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0051,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0051,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0051,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0051,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0051,10,label_mask_twin,LABEL_2,label_mask,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0051,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0051,12,order_twin,ORDER_2,order_randomization,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0051,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0051,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0051,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0051,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0052,1,core,CORE_1,core,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0052,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0052,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0052,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0052,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0052,6,core,CORE_6,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0052,7,paraphrase_twin,PARA_1,paraphrase,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0052,8,paraphrase_twin,PARA_2,paraphrase,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0052,9,label_mask_twin,LABEL_1,label_mask,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0052,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0052,11,order_twin,ORDER_1,order_randomization,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0052,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0052,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0052,14,monotonicity,MONO_2,monotonicity,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0052,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0052,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0053,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0053,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0053,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0053,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0053,5,core,CORE_5,core,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0053,6,core,CORE_6,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0053,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0053,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0053,9,label_mask_twin,LABEL_1,label_mask,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0053,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0053,11,order_twin,ORDER_1,order_randomization,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0053,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0053,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0053,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0053,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0053,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0054,1,core,CORE_1,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0054,2,core,CORE_2,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0054,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0054,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0054,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0054,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0054,7,paraphrase_twin,PARA_1,paraphrase,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0054,8,paraphrase_twin,PARA_2,paraphrase,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0054,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0054,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0054,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0054,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0054,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0054,14,monotonicity,MONO_2,monotonicity,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0054,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0054,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0055,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0055,2,core,CORE_2,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0055,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0055,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0055,5,core,CORE_5,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0055,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0055,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0055,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0055,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0055,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0055,11,order_twin,ORDER_1,order_randomization,4,0.8333333333333334,1.0397207708399179
poe_gpt54_nano,POT0055,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0055,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0055,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0055,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0055,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0056,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0056,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0056,3,core,CORE_3,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0056,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0056,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0056,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0056,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0056,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0056,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0056,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0056,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0056,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0056,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0056,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0056,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0056,16,dominance,DOM_2,dominance,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0057,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0057,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0057,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0057,4,core,CORE_4,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0057,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0057,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0057,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0057,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0057,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0057,10,label_mask_twin,LABEL_2,label_mask,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0057,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0057,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0057,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0057,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0057,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0057,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0058,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0058,2,core,CORE_2,core,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0058,3,core,CORE_3,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0058,4,core,CORE_4,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0058,5,core,CORE_5,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0058,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0058,7,paraphrase_twin,PARA_1,paraphrase,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0058,8,paraphrase_twin,PARA_2,paraphrase,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0058,9,label_mask_twin,LABEL_1,label_mask,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0058,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0058,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0058,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
