respondent_id,source_observation_id,human_id,TimePT,TimePT_non_wait,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,TimePT_non_wait_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,TimeCar_scaled,CostCarCHF_scaled,distance_km_scaled,CAR_AVAILABLE,pt_proxy,car_proxy,slow_proxy,complexity_score,complexity_rank,scenario_id
H0932,1151,44670080,91,81,10,0.0,46,5.06,32.0,0.455,0.405,0.1666666666666666,0.0,0.23,0.506,6.4,1,0.5716666666666667,0.736,6.4,0.858860578299456,0.8462749213011542,S0932
H0933,1153,44670195,22,22,0,2.2,8,0.9,5.5,0.11,0.11,0.0,0.22,0.04,0.09,1.1,1,0.33,0.13,1.1,0.8333333333333334,0.811909758656873,S0933
H0934,1154,44670196,46,42,4,4.8,26,2.88,19.0,0.23,0.21,0.0666666666666666,0.48,0.13,0.288,3.8,1,0.7566666666666666,0.418,3.8,0.7470119521912351,0.6951731374606506,S0934
H0935,1155,44670197,144,115,29,19.2,43,6.51,47.0,0.72,0.575,0.4833333333333333,1.92,0.215,0.651,9.4,1,2.978333333333333,0.866,9.4,0.3213023455071222,0.15949632738719832,S0935
H0936,1156,44670208,122,122,0,6.8,31,3.15,18.5,0.61,0.61,0.0,0.6799999999999999,0.155,0.315,3.7,1,1.29,0.47,3.7,0.5494505494505494,0.433105981112277,S0936
H0937,1157,44670291,209,195,14,24.4,54,7.08,50.5,1.045,0.975,0.2333333333333333,2.44,0.27,0.708,10.1,1,3.6483333333333334,0.978,10.1,0.2724548179093633,0.11227701993704092,S0937
H0938,1158,44670292,181,154,27,12.4,46,4.61,32.0,0.905,0.77,0.45,1.24,0.23,0.461,6.4,1,2.46,0.6910000000000001,6.4,0.3611412062116287,0.20146904512067157,S0938
H0939,1162,44670347,181,148,33,23.9,66,9.74,70.0,0.905,0.74,0.55,2.3899999999999997,0.33,0.974,14.0,1,3.6799999999999997,1.304,14.0,0.29620853080568726,0.1322140608604407,S0939
H0940,1164,44670376,74,69,5,6.45,35,4.71,33.0,0.37,0.345,0.0833333333333333,0.645,0.175,0.471,6.6,0,1.0733333333333333,1000000.0,6.6,0.15321756894790603,0.030430220356768102,S0940
H0941,1165,44670377,80,78,2,8.4,46,4.77,32.0,0.4,0.39,0.0333333333333333,0.8400000000000001,0.23,0.477,6.4,1,1.2633333333333334,0.707,6.4,0.642535874919683,0.5482686253934942,S0941
H0942,1166,44670378,130,121,9,0.0,70,9.5,65.0,0.65,0.605,0.15,0.0,0.35,0.95,13.0,1,0.755,1.2999999999999998,13.0,0.6472491909385114,0.5519412381951732,S0942
H0943,1167,44670387,38,38,0,4.2,22,2.39,16.0,0.19,0.19,0.0,0.42,0.11,0.239,3.2,1,0.61,0.349,3.2,0.7930214115781126,0.7544596012591815,S0943
H0944,1168,44670437,42,41,1,4.6,22,2.46,16.0,0.21,0.205,0.0166666666666666,0.4599999999999999,0.11,0.246,3.2,1,0.6816666666666665,0.356,3.2,0.7543374402816194,0.7056663168940189,S0944
H0945,1169,44670441,64,63,1,6.45,36,5.07,36.0,0.32,0.315,0.0166666666666666,0.645,0.18,0.507,7.2,1,0.9766666666666666,0.687,7.2,0.7753941586973379,0.7355718782791185,S0945
H0946,1170,44670441,15,15,0,2.2,8,0.85,5.5,0.075,0.075,0.0,0.22,0.04,0.0849999999999999,1.1,1,0.295,0.12499999999999989,1.1,0.8547008547008546,0.8423399790136411,S0946
H0947,1171,44670522,25,25,0,2.2,6,0.59,4.0,0.125,0.125,0.0,0.22,0.03,0.059,0.8,1,0.345,0.089,0.8,0.7961783439490446,0.7586568730325288,S0947
H0948,1173,44690019,134,134,0,10.6,34,3.3,22.0,0.67,0.67,0.0,1.06,0.17,0.3299999999999999,4.4,1,1.73,0.4999999999999999,4.4,0.4484304932735426,0.3037775445960126,S0948
H0949,1174,44690020,107,90,17,16.6,16,1.69,12.0,0.535,0.45,0.2833333333333333,1.66,0.08,0.1689999999999999,2.4,1,2.3933333333333335,0.2489999999999999,2.4,0.9933774834437089,0.9934417628541448,S0949
H0950,1175,44690020,38,38,0,5.3,13,1.3,8.5,0.19,0.19,0.0,0.53,0.065,0.13,1.7,1,0.72,0.195,1.7,0.6557377049180328,0.5647953830010494,S0950
H0951,1176,44690020,14,14,0,4.0,10,1.09,7.0,0.07,0.07,0.0,0.4,0.05,0.109,1.4,1,0.47000000000000003,0.159,1.4,0.7627765064836003,0.7179958027282266,S0951
H0952,1177,44690034,85,83,2,7.4,58,6.29,40.0,0.425,0.415,0.0333333333333333,0.74,0.29,0.629,8.0,1,1.1883333333333332,0.919,8.0,0.7878151260504203,0.7497376705141658,S0952
H0953,1178,44690034,62,47,15,4.0,18,1.83,13.0,0.31,0.235,0.25,0.4,0.09,0.183,2.6,1,0.885,0.273,2.6,0.6203473945409429,0.5257082896117523,S0953
H0954,1179,44690050,44,44,0,10.6,24,2.38,16.0,0.22,0.22,0.0,1.06,0.12,0.238,3.2,1,1.28,0.358,3.2,0.5202913631633714,0.39296956977964326,S0954
H0955,1180,44690050,29,29,0,8.0,10,1.18,8.0,0.145,0.145,0.0,0.8,0.05,0.118,1.6,1,0.9450000000000001,0.16799999999999998,1.6,0.6042296072507553,0.5005246589716684,S0955
H0956,1181,44690111,111,111,0,18.0,94,12.64,65.5,0.555,0.555,0.0,1.8,0.47,1.264,13.1,1,2.355,1.734,13.1,0.6169031462060457,0.5207240293809025,S0956
H0957,1182,44690159,143,113,30,21.0,75,13.36,100.0,0.715,0.565,0.5,2.1,0.375,1.336,20.0,1,3.165,1.711,20.0,0.4074979625101875,0.25550891920251834,S0957
H0958,1183,44690160,18,18,0,2.2,1,0.23,0.7,0.09,0.09,0.0,0.22,0.005,0.023,0.1399999999999999,1,0.31,0.028,0.1399999999999999,0.8992805755395684,0.891395592864638,S0958
H0959,1184,44690187,322,238,84,31.6,98,10.27,75.0,1.61,1.19,1.4,3.16,0.49,1.027,15.0,1,5.75,1.517,15.0,0.19109497420217847,0.05666316894018888,S0959
H0960,1185,44690188,316,223,93,31.6,85,9.0,65.0,1.58,1.115,1.55,3.16,0.425,0.9,13.0,1,5.825,1.325,13.0,0.18181818181818182,0.048268625393494226,S0960
H0961,1187,44690303,61,61,0,5.3,20,2.12,14.5,0.305,0.305,0.0,0.53,0.1,0.212,2.9,1,0.835,0.312,2.9,0.6565988181221274,0.5671563483735572,S0961
H0962,1189,44690327,115,112,3,13.65,57,6.19,39.5,0.575,0.56,0.05,1.365,0.285,0.619,7.9,1,1.975,0.9039999999999999,7.9,0.48285852245292127,0.34889821615949634,S0962
H0963,1190,44690328,233,194,39,22.5,50,5.16,32.7,1.165,0.97,0.65,2.25,0.25,0.516,6.540000000000001,1,3.87,0.766,6.540000000000001,0.27247956403269746,0.11280167890870933,S0963
H0964,1192,44692020,142,110,32,28.8,34,3.5,24.0,0.71,0.55,0.5333333333333333,2.88,0.17,0.35,4.8,1,3.9633333333333334,0.52,4.8,0.544464609800363,0.4281217208814271,S0964
H0965,1193,47120013,93,93,0,2.2,1,0.2,0.7,0.465,0.465,0.0,0.22,0.005,0.02,0.1399999999999999,1,0.685,0.025,0.1399999999999999,0.8968609865470852,0.8869359916054564,S0965
H0966,1194,47120030,85,79,6,23.0,25,3.87,28.0,0.425,0.395,0.1,2.3,0.125,0.387,5.6,1,2.795,0.512,5.6,0.3045994517209869,0.1416579223504722,S0966
H0967,1195,47120030,108,92,16,21.8,44,6.38,46.0,0.54,0.46,0.2666666666666666,2.18,0.22,0.638,9.2,1,2.9066666666666667,0.858,9.2,0.3280122457905095,0.16421825813221405,S0967
H0968,1196,47120261,254,213,41,0.0,84,14.66,109.0,1.27,1.065,0.6833333333333333,0.0,0.42,1.466,21.8,0,1.7483333333333333,1000000.0,21.8,0.04750217718312089,0.005246589716684155,S0968
H0969,1197,47120308,199,182,17,28.8,66,8.71,58.5,0.995,0.91,0.2833333333333333,2.88,0.33,0.8710000000000001,11.7,1,4.073333333333333,1.201,11.7,0.2582422312128777,0.09601259181532004,S0969
H0970,1198,47120321,94,86,8,0.0,55,7.31,54.2,0.47,0.43,0.1333333333333333,0.0,0.275,0.731,10.84,1,0.5633333333333332,1.006,10.84,0.6931608133086876,0.614900314795383,S0970
H0971,1200,47120322,53,47,6,5.1,27,3.8,27.0,0.265,0.235,0.1,0.51,0.135,0.38,5.4,1,0.845,0.515,5.4,0.7518796992481203,0.703305351521511,S0971
H0972,1201,47120322,7,7,0,2.2,7,0.0,0.7,0.035,0.035,0.0,0.22,0.035,0.0,0.1399999999999999,1,0.255,0.035,0.1399999999999999,0.9049773755656109,0.8958551941238195,S0972
H0973,1202,47120343,525,470,55,64.6,219,32.23,234.5,2.625,2.35,0.9166666666666666,6.459999999999999,1.095,3.223,46.9,1,9.726666666666667,4.318,46.9,0.15603869759700406,0.03252885624344176,S0973
H0974,1204,47120376,449,299,150,21.2,98,15.29,112.5,2.245,1.495,2.5,2.12,0.49,1.529,22.5,1,6.115,2.019,22.5,0.19623233908948196,0.06033578174186779,S0974
H0975,1205,47120432,81,74,7,0.0,27,4.06,29.0,0.405,0.37,0.1166666666666666,0.0,0.135,0.4059999999999999,5.8,0,0.4866666666666666,1000000.0,5.8,0.1583949313621964,0.033578174186778595,S0975
H0976,1206,47120437,105,85,20,0.0,33,5.37,40.5,0.525,0.425,0.3333333333333333,0.0,0.165,0.537,8.1,1,0.7583333333333333,0.7020000000000001,8.1,0.9466708740927737,0.9459601259181531,S0976
H0977,1207,47120489,107,90,17,8.4,22,2.36,15.5,0.535,0.45,0.2833333333333333,0.8400000000000001,0.11,0.236,3.1,1,1.5733333333333335,0.346,3.1,0.4489673750374139,0.304302203567681,S0977
H0978,1208,47120489,27,27,0,5.6,6,0.8,6.0,0.135,0.135,0.0,0.5599999999999999,0.03,0.08,1.2,1,0.695,0.11,1.2,0.6644518272425249,0.5760755508919203,S0978
H0979,1209,47120490,181,168,13,15.8,52,6.88,51.5,0.905,0.84,0.2166666666666666,1.58,0.26,0.688,10.3,1,2.6366666666666667,0.948,10.3,0.371931564592115,0.21458551941238196,S0979
H0980,1210,47120549,201,173,28,7.5,40,4.92,33.5,1.005,0.865,0.4666666666666667,0.75,0.2,0.492,6.7,1,2.0816666666666666,0.692,6.7,0.4184684056353745,0.26810073452256034,S0980
H0981,1211,47120587,147,133,14,11.6,52,7.57,55.0,0.735,0.665,0.2333333333333333,1.16,0.26,0.757,11.0,1,2.058333333333333,1.017,11.0,0.4898758981058132,0.35939139559286465,S0981
H0982,1212,47120603,4,4,0,0.0,2,1.18,1.1,0.02,0.02,0.0,0.0,0.01,0.118,0.22,1,0.02,0.128,0.22,0.9157509157509157,0.9110703043022036,S0982
H0983,1213,47120604,2,2,0,0.0,3,0.3,1.3,0.01,0.01,0.0,0.0,0.015,0.03,0.26,1,0.01,0.045,0.26,0.9661835748792271,0.965897166841553,S0983
H0984,1214,47120623,30,30,0,0.0,30,0.0,3.0,0.15,0.15,0.0,0.0,0.15,0.0,0.6,1,0.15,0.15,0.6,1.0,0.9992130115424974,S0984
H0985,1215,47120643,69,69,0,7.6,16,1.68,12.0,0.345,0.345,0.0,0.76,0.08,0.1679999999999999,2.4,1,1.105,0.2479999999999999,2.4,0.5385029617662896,0.4176285414480588,S0985
H0986,1216,47120643,69,69,0,7.6,16,1.69,12.0,0.345,0.345,0.0,0.76,0.08,0.1689999999999999,2.4,1,1.105,0.2489999999999999,2.4,0.5387931034482758,0.4181532004197272,S0986
H0987,1217,47120644,65,65,0,7.6,14,1.49,9.0,0.325,0.325,0.0,0.76,0.07,0.149,1.8,1,1.085,0.219,1.8,0.5830903790087463,0.4737670514165792,S0987
H0988,1218,47120644,65,65,0,7.6,271,58.91,443.0,0.325,0.325,0.0,0.76,1.355,5.891,88.6,1,1.085,7.246,88.6,0.1396453009356235,0.02465897166841553,S0988
H0989,1219,47120644,2,2,0,0.0,2,0.34,1.4,0.01,0.01,0.0,0.0,0.01,0.034,0.2799999999999999,1,0.01,0.044000000000000004,0.2799999999999999,0.9671179883945841,0.9669464847848899,S0989
H0990,1220,47120665,141,127,14,7.6,47,5.22,38.0,0.705,0.635,0.2333333333333333,0.76,0.235,0.522,7.6,1,1.6283333333333334,0.757,7.6,0.5343783398646241,0.4087093389296957,S0990
H0991,1222,47120762,95,75,20,2.8,35,6.2,48.0,0.475,0.375,0.3333333333333333,0.2799999999999999,0.175,0.62,9.6,1,0.9883333333333332,0.7949999999999999,9.6,0.8379888268156425,0.8189926547743966,S0991
H0992,1223,47120763,98,84,14,25.0,44,7.72,59.0,0.49,0.42,0.2333333333333333,2.5,0.22,0.772,11.8,1,3.1533333333333333,0.992,11.8,0.31632222690847744,0.15424973767051417,S0992
H0993,1224,47120768,2,2,0,0.0,2,0.39,1.7,0.01,0.01,0.0,0.0,0.01,0.039,0.3399999999999999,1,0.01,0.049,0.3399999999999999,0.9624639076034649,0.9637985309548793,S0993
H0994,1225,47120775,153,137,16,13.0,62,7.75,53.5,0.765,0.685,0.2666666666666666,1.3,0.31,0.775,10.7,1,2.251666666666667,1.085,10.7,0.46153846153846145,0.3216159496327387,S0994
H0995,1226,47120849,2,2,0,0.0,1,0.16,0.5,0.01,0.01,0.0,0.0,0.005,0.016,0.1,1,0.01,0.021,0.1,0.9891196834817014,0.9895068205666316,S0995
H0996,1227,47120849,80,74,6,7.6,25,3.88,28.0,0.4,0.37,0.1,0.76,0.125,0.388,5.6,1,1.23,0.513,5.6,0.5824111822947,0.4727177334732424,S0996
H0997,1228,47120849,27,27,0,2.8,5,0.56,3.0,0.135,0.135,0.0,0.2799999999999999,0.025,0.056,0.6,1,0.4149999999999999,0.081,0.6,0.8438818565400843,0.8279118572927597,S0997
H0998,1230,47120871,185,161,24,0.0,51,5.75,42.0,0.925,0.805,0.4,0.0,0.255,0.575,8.4,1,1.205,0.83,8.4,0.7272727272727273,0.6663168940188877,S0998
H0999,1231,47120872,106,94,12,0.0,51,7.14,51.0,0.53,0.47,0.2,0.0,0.255,0.714,10.2,1,0.6699999999999999,0.969,10.2,0.7698229407236336,0.7282266526757608,S0999
H1000,1232,47120923,115,63,52,2.8,24,2.48,17.0,0.575,0.315,0.8666666666666667,0.2799999999999999,0.12,0.248,3.4,1,1.4616666666666664,0.368,3.4,0.4776309504855915,0.34365162644281216,S1000
H1001,1233,47120924,115,65,50,2.8,24,2.48,17.0,0.575,0.325,0.8333333333333334,0.2799999999999999,0.12,0.248,3.4,1,1.4383333333333335,0.368,3.4,0.4830140074062147,0.34942287513116477,S1001
H1002,1234,47120924,92,63,29,2.8,24,2.48,17.0,0.46,0.315,0.4833333333333333,0.2799999999999999,0.12,0.248,3.4,1,1.0783333333333331,0.368,3.4,0.5846813486649776,0.47639034627492133,S1002
H1003,1235,47120924,489,97,392,9.6,49,7.48,55.0,2.445,0.485,6.533333333333333,0.96,0.245,0.748,11.0,1,7.9783333333333335,0.993,11.0,0.24865312888520516,0.08971668415529906,S1003
H1004,1236,47120931,144,108,36,2.8,34,4.66,34.0,0.72,0.54,0.6,0.2799999999999999,0.17,0.466,6.8,1,1.42,0.636,6.8,0.5605381165919283,0.44648478488982163,S1004
H1005,1237,47120931,130,113,17,5.1,53,7.42,53.0,0.65,0.565,0.2833333333333333,0.51,0.265,0.742,10.6,1,1.3583333333333334,1.0070000000000001,10.6,0.740009866798224,0.6836306400839455,S1005
H1006,1238,47120932,160,130,30,2.8,34,4.66,34.0,0.8,0.65,0.5,0.2799999999999999,0.17,0.466,6.8,1,1.4299999999999997,0.636,6.8,0.5574136008918619,0.44438614900314793,S1006
H1007,1239,47120939,59,59,0,2.8,10,1.0,7.0,0.295,0.295,0.0,0.2799999999999999,0.05,0.1,1.4,1,0.575,0.15000000000000002,1.4,0.7017543859649124,0.6303777544596013,S1007
H1008,1240,47121036,2,2,0,0.0,3,0.36,1.4,0.01,0.01,0.0,0.0,0.015,0.036,0.2799999999999999,1,0.01,0.051,0.2799999999999999,0.9606147934678195,0.960912906610703,S1008
H1009,1241,47121039,260,213,47,28.15,113,17.6,123.5,1.3,1.065,0.7833333333333333,2.815,0.565,1.7600000000000002,24.7,1,4.663333333333333,2.325,24.7,0.2995506739890165,0.1353620146904512,S1009
H1010,1242,47121116,43,43,0,2.8,10,1.07,6.0,0.215,0.215,0.0,0.2799999999999999,0.05,0.107,1.2,1,0.4949999999999999,0.157,1.2,0.7473841554559044,0.6962224554039874,S1010
H1011,1243,47122013,2,2,0,2.2,1,0.23,0.6,0.01,0.01,0.0,0.22,0.005,0.023,0.12,1,0.23,0.028,0.12,0.9157509157509157,0.9110703043022036,S1011
H1012,1244,47122013,10,10,0,2.2,1,0.11,0.5,0.05,0.05,0.0,0.22,0.005,0.011,0.1,1,0.27,0.016,0.1,0.9225092250922509,0.9186778593913956,S1012
H1013,1245,47130034,222,196,26,0.0,105,15.59,114.7,1.11,0.98,0.4333333333333333,0.0,0.525,1.559,22.94,0,1.4133333333333333,1000000.0,22.94,0.04439183190292986,0.004197271773347324,S1013
H1014,1246,47130065,117,78,39,3.8,29,3.01,22.0,0.585,0.39,0.65,0.38,0.145,0.301,4.4,1,1.42,0.44599999999999995,4.4,0.5065856129685917,0.3782791185729276,S1014
H1015,1247,47130066,54,54,0,2.2,22,2.44,18.5,0.27,0.27,0.0,0.22,0.11,0.244,3.7,1,0.49,0.354,3.7,0.880281690140845,0.8693599160545645,S1015
H1016,1248,47130066,82,60,22,3.8,28,3.51,26.4,0.41,0.3,0.3666666666666666,0.38,0.14,0.351,5.279999999999999,1,1.0466666666666664,0.491,5.279999999999999,0.6428112277694452,0.5487932843651626,S1016
H1017,1250,47130281,30,30,0,2.2,8,0.89,5.5,0.15,0.15,0.0,0.22,0.04,0.089,1.1,1,0.37,0.129,1.1,0.8058017727639,0.770199370409234,S1017
H1018,1251,47130281,70,61,9,5.1,27,3.31,25.0,0.35,0.305,0.15,0.51,0.135,0.331,5.0,1,0.965,0.466,5.0,0.6671114076050702,0.5797481636935992,S1018
H1019,1252,47130286,15,15,0,2.2,1,0.16,0.4,0.075,0.075,0.0,0.22,0.005,0.016,0.08,1,0.295,0.021,0.08,0.9442870632672333,0.944386149003148,S1019
H1020,1253,47130332,208,163,45,0.0,92,15.75,119.0,1.04,0.815,0.75,0.0,0.46,1.575,23.8,1,1.565,2.035,23.8,0.6802721088435373,0.5965372507869885,S1020
H1021,1254,47130345,89,82,7,5.1,42,5.43,40.0,0.445,0.41,0.1166666666666666,0.51,0.21,0.5429999999999999,8.0,1,1.0366666666666666,0.7529999999999999,8.0,0.7790184367696702,0.7402938090241343,S1021
H1022,1255,47130345,85,85,0,2.8,20,2.12,14.0,0.425,0.425,0.0,0.2799999999999999,0.1,0.212,2.8,1,0.7049999999999998,0.312,2.8,0.7178750897343863,0.6547743966421826,S1022
H1023,1258,47130387,381,290,91,105.2,202,41.5,320.0,1.905,1.45,1.5166666666666666,10.52,1.01,4.15,64.0,1,13.486666666666666,5.16,64.0,0.10721944245889922,0.016789087093389297,S1023
H1024,1259,47130387,65,42,23,7.6,29,4.28,32.0,0.325,0.21,0.3833333333333333,0.76,0.145,0.428,6.4,1,1.3533333333333333,0.573,6.4,0.5616925669350309,0.4475341028331584,S1024
H1025,1260,47130407,23,23,0,3.8,9,0.99,6.5,0.115,0.115,0.0,0.38,0.045,0.099,1.3,0,0.495,1000000.0,1.3,0.5540166204986149,0.4386149003147954,S1025
H1026,1261,47130441,116,116,0,4.4,27,3.1,19.9,0.58,0.58,0.0,0.44,0.135,0.31,3.979999999999999,1,1.02,0.445,3.979999999999999,0.6349206349206349,0.540398740818468,S1026
H1027,1262,47130442,18,18,0,2.2,2,0.36,1.2,0.09,0.09,0.0,0.22,0.01,0.036,0.24,1,0.31,0.046,0.24,0.9345794392523364,0.9286463798530955,S1027
H1028,1263,47130471,53,53,0,2.2,21,2.48,18.5,0.265,0.265,0.0,0.22,0.105,0.248,3.7,1,0.485,0.353,3.7,0.8833922261484098,0.8730325288562435,S1028
H1029,1264,47130471,27,27,0,2.2,11,1.26,9.5,0.135,0.135,0.0,0.22,0.055,0.126,1.9,1,0.355,0.181,1.9,0.8517887563884157,0.8386673662119623,S1029
H1030,1265,47130533,204,144,60,15.0,54,5.39,36.0,1.02,0.72,1.0,1.5,0.27,0.5389999999999999,7.2,1,3.2199999999999998,0.8089999999999999,7.2,0.29316915860451487,0.12959076600209862,S1030
H1031,1266,47130611,5,5,0,2.2,2,0.6,0.5,0.025,0.025,0.0,0.22,0.01,0.06,0.1,1,0.245,0.06999999999999999,0.1,0.970873786407767,0.974816369359916,S1031
H1032,1267,47130611,54,54,0,2.8,18,2.12,13.0,0.27,0.27,0.0,0.2799999999999999,0.09,0.212,2.6,1,0.5499999999999999,0.302,2.6,0.8012820512820513,0.7649527806925498,S1032
H1033,1269,47130685,233,187,46,53.4,89,15.59,118.0,1.165,0.935,0.7666666666666667,5.34,0.445,1.559,23.6,1,7.041666666666666,2.004,23.6,0.16562689780820405,0.037250786988457504,S1033
H1034,1270,47130729,117,102,15,0.0,73,11.31,81.0,0.585,0.51,0.25,0.0,0.365,1.131,16.2,1,0.76,1.496,16.2,0.5760368663594471,0.46747114375655824,S1034
H1035,1271,47130823,433,333,100,53.3,220,40.04,307.0,2.165,1.665,1.6666666666666667,5.33,1.1,4.004,61.4,1,8.661666666666667,5.103999999999999,61.4,0.21941051707745185,0.07555089192025184,S1035
H1036,1272,50260039,29,29,0,3.1,16,1.65,10.0,0.145,0.145,0.0,0.31,0.08,0.1649999999999999,2.0,0,0.45499999999999996,1000000.0,2.0,0.39292730844793716,0.2395068205666317,S1036
H1037,1273,50260039,29,29,0,3.1,16,1.65,10.0,0.145,0.145,0.0,0.31,0.08,0.1649999999999999,2.0,0,0.45499999999999996,1000000.0,2.0,0.39292730844793716,0.2395068205666317,S1037
H1038,1274,50260077,85,70,15,5.3,25,3.97,29.0,0.425,0.35,0.25,0.53,0.125,0.397,5.8,1,1.13,0.522,5.8,0.6218905472636816,0.5272822665267576,S1038
H1039,1275,50260087,73,73,0,6.2,32,3.42,21.0,0.365,0.365,0.0,0.62,0.16,0.3419999999999999,4.2,1,0.985,0.5019999999999999,4.2,0.6743088334457181,0.5876180482686254,S1039
H1040,1276,50260131,32,32,0,0.0,9,0.99,7.5,0.16,0.16,0.0,0.0,0.045,0.099,1.5,0,0.16,1000000.0,1.5,0.4273504273504274,0.27911857292759706,S1040
H1041,1278,50260144,127,119,8,4.4,33,4.06,29.0,0.635,0.595,0.1333333333333333,0.44,0.165,0.4059999999999999,5.8,1,1.1683333333333332,0.571,5.8,0.6260434056761269,0.5304302203567681,S1041
H1042,1279,50260165,70,56,14,0.0,26,2.75,21.0,0.35,0.28,0.2333333333333333,0.0,0.13,0.275,4.2,0,0.5133333333333333,1000000.0,4.2,0.21337126600284492,0.06846799580272822,S1042
H1043,1280,50260165,75,57,18,0.0,26,2.75,21.0,0.375,0.285,0.3,0.0,0.13,0.275,4.2,0,0.585,1000000.0,4.2,0.21668472372697725,0.07292759706190975,S1043
H1044,1281,50260166,192,156,36,49.8,87,14.34,106.0,0.96,0.78,0.6,4.9799999999999995,0.435,1.434,21.2,1,6.359999999999999,1.869,21.2,0.1821161901293025,0.04879328436516264,S1044
H1045,1282,50260181,177,155,22,0.0,64,10.49,75.5,0.885,0.775,0.3666666666666666,0.0,0.32,1.049,15.1,1,1.1416666666666666,1.369,15.1,0.8147745790331341,0.7854144805876181,S1045
H1046,1283,50260183,202,172,30,0.0,142,25.99,193.0,1.01,0.86,0.5,0.0,0.71,2.599,38.6,1,1.3599999999999999,3.309,38.6,0.33909799932180396,0.17261280167890872,S1046
H1047,1284,50260275,96,78,18,4.4,27,2.98,19.0,0.48,0.39,0.3,0.44,0.135,0.298,3.8,1,1.13,0.433,3.8,0.5892751915144373,0.4805876180482686,S1047
H1048,1285,50260276,84,84,0,7.3,30,3.31,20.0,0.42,0.42,0.0,0.73,0.15,0.331,4.0,1,1.15,0.481,4.0,0.5991611743559018,0.49160545645330533,S1048
H1049,1287,50270016,172,152,20,20.5,93,16.82,119.0,0.86,0.76,0.3333333333333333,2.05,0.465,1.682,23.8,1,3.143333333333333,2.147,23.8,0.5009183503088996,0.37145855194123817,S1049
H1050,1288,50270029,109,58,51,5.3,20,2.32,12.0,0.545,0.29,0.85,0.53,0.1,0.2319999999999999,2.4,1,1.67,0.3319999999999999,2.4,0.5780346820809249,0.46799580272822666,S1050
H1051,1289,50270030,45,45,0,0.0,16,2.49,19.0,0.225,0.225,0.0,0.0,0.08,0.249,3.8,1,0.225,0.329,3.8,0.9057971014492753,0.8971668415529905,S1051
H1052,1290,50270088,72,72,0,0.0,24,2.68,19.1,0.36,0.36,0.0,0.0,0.12,0.268,3.82,1,0.36,0.388,3.82,0.9727626459143969,0.9769150052465897,S1052
H1053,1291,50270151,51,51,0,4.0,15,1.73,11.5,0.255,0.255,0.0,0.4,0.075,0.173,2.3,1,0.655,0.248,2.3,0.7107320540156361,0.6448058761804827,S1053
H1054,1292,50270163,84,76,8,0.0,31,5.76,44.0,0.42,0.38,0.1333333333333333,0.0,0.155,0.576,8.8,1,0.5133333333333333,0.731,8.8,0.8212428141253764,0.7922350472193075,S1054
H1055,1293,50270164,30,30,0,6.4,2,0.4,1.2,0.15,0.15,0.0,0.64,0.01,0.04,0.24,1,0.79,0.05,0.24,0.8403361344537815,0.8224029380902413,S1055
H1056,1294,50270166,33,33,0,4.0,6,0.69,5.0,0.165,0.165,0.0,0.4,0.03,0.0689999999999999,1.0,1,0.5650000000000001,0.0989999999999999,1.0,0.6968641114982578,0.6217208814270724,S1056
H1057,1295,50270194,186,161,25,13.0,99,16.18,125.0,0.93,0.805,0.4166666666666667,1.3,0.495,1.618,25.0,1,2.5216666666666665,2.113,25.0,0.7098911500236631,0.6434942287513117,S1057
H1058,1298,50270271,104,83,21,16.9,28,3.01,19.0,0.52,0.415,0.35,1.69,0.14,0.301,3.8,1,2.455,0.441,3.8,0.4264392324093817,0.27859391395592864,S1058
H1059,1299,50270287,104,95,9,13.8,43,7.8,59.5,0.52,0.475,0.15,1.38,0.215,0.78,11.9,1,2.005,0.995,11.9,0.49751243781094534,0.36804826862539347,S1059
H1060,1300,50270288,105,102,3,12.1,36,3.78,25.0,0.525,0.51,0.05,1.21,0.18,0.378,5.0,1,1.77,0.558,5.0,0.4520795660036167,0.310598111227702,S1060
H1061,1301,50270317,19,19,0,2.2,8,0.89,6.0,0.095,0.095,0.0,0.22,0.04,0.089,1.2,1,0.315,0.129,1.2,0.8431703204047218,0.8263378803777545,S1061
H1062,1302,50270318,38,38,0,3.8,16,1.72,12.0,0.19,0.19,0.0,0.38,0.08,0.172,2.4,1,0.5700000000000001,0.252,2.4,0.7587253414264036,0.7111752360965372,S1062
H1063,1303,50270408,66,65,1,11.4,17,1.72,13.0,0.33,0.325,0.0166666666666666,1.14,0.085,0.172,2.6,1,1.4816666666666665,0.257,2.6,0.4720692368214004,0.33473242392444913,S1063
H1064,1305,50270415,32,32,0,3.8,15,1.63,11.0,0.16,0.16,0.0,0.38,0.075,0.1629999999999999,2.2,1,0.54,0.23799999999999988,2.2,0.7680491551459293,0.7256033578174187,S1064
H1065,1306,50270426,96,81,15,9.6,16,2.52,19.5,0.48,0.405,0.25,0.96,0.08,0.252,3.9,1,1.615,0.332,3.9,0.43802014892685065,0.29118572927597064,S1065
H1066,1307,50270426,124,91,33,14.8,24,2.62,14.0,0.62,0.455,0.55,1.48,0.12,0.262,2.8,1,2.4850000000000003,0.382,2.8,0.7604562737642588,0.7124868835257083,S1066
