respondent_id,normalized_weight,Choice,CAR_AVAILABLE,PT_AVAILABLE,SLOW_AVAILABLE,TimePT,TimeCar,WaitingTimePT,MarginalCostPT,CostCarCHF,distance_km,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,work_trip,other_trip,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01,task_index,panel_row_index
H0250,0.954424398357919,1,1,1,1,80,14,8,3.2,1.71,11.0,0.4,0.07,0.1333333333333333,0.32,0.1709999999999999,2.2,0,1,0,1,0,0,5.0,0,0,1,1,0,4,3,2,4,2,4,1,1
H0251,0.8584724543995766,1,1,1,1,176,51,1,10.0,6.92,39.5,0.88,0.255,0.0166666666666666,1.0,0.692,7.9,0,1,0,1,0,0,3.25,0,0,0,0,1,6,4,2,5,1,6,1,1
H0252,0.2290902236010023,0,1,1,1,42,19,0,3.4,2.11,14.5,0.21,0.095,0.0,0.3399999999999999,0.211,2.9,0,0,0,1,0,0,7.0,1,0,1,0,1,3,4,3,3,2,2,1,1
H0253,0.2290902236010023,0,1,1,1,46,19,0,3.4,2.11,14.5,0.23,0.095,0.0,0.3399999999999999,0.211,2.9,0,0,0,1,0,0,7.0,1,0,1,1,0,3,4,3,3,2,2,1,1
H0254,0.3735873657560173,1,1,1,1,107,28,0,7.2,3.51,24.0,0.535,0.14,0.0,0.72,0.351,4.8,1,0,0,0,0,0,7.0,1,0,0,0,1,2,3,2,2,2,2,1,1
H0255,0.6019450605361366,0,0,1,1,36,18,0,4.0,1.95,8.0,0.18,0.09,0.0,0.4,0.195,1.6,1,0,0,1,0,0,9.0,1,0,1,0,1,5,1,3,3,3,3,1,1
H0256,0.6019450605361366,0,0,1,1,56,18,0,2.2,1.95,8.0,0.28,0.09,0.0,0.22,0.195,1.6,1,0,0,1,0,0,9.0,1,0,1,1,0,5,1,3,3,3,3,1,1
H0257,0.2290902236010023,0,1,1,1,240,284,3,0.0,52.91,416.0,1.2,1.42,0.05,0.0,5.291,83.2,1,0,0,0,0,0,7.0,0,0,0,1,0,5,6,2,5,3,2,1,1
H0258,0.5414274486172608,1,1,1,1,110,31,4,15.4,3.85,27.0,0.55,0.155,0.0666666666666666,1.54,0.385,5.4,1,0,0,1,0,0,9.0,0,0,1,1,0,2,2,3,4,1,4,1,1
H0259,0.954424398357919,1,1,1,1,67,23,0,8.0,2.54,17.5,0.335,0.115,0.0,0.8,0.254,3.5,0,1,0,1,0,0,9.0,0,0,0,0,1,2,2,2,3,2,2,1,1
H0260,0.3735873657560173,0,1,1,1,98,32,0,8.0,4.03,28.0,0.49,0.16,0.0,0.8,0.403,5.6,1,0,0,0,0,0,9.0,0,0,0,1,0,4,1,1,3,1,3,1,1
H0261,2.029711386372872,0,1,1,1,51,17,0,4.0,1.85,12.0,0.255,0.085,0.0,0.4,0.185,2.4,0,1,0,1,0,0,9.0,1,0,0,1,0,2,3,3,4,2,4,1,1
H0262,0.3735873657560173,1,1,1,1,120,29,33,6.0,3.65,24.0,0.6,0.145,0.55,0.6,0.365,4.8,1,0,0,0,0,0,15.0,1,0,0,1,0,5,4,3,5,3,1,1,1
H0263,0.3735873657560173,1,1,1,1,120,36,16,0.0,5.16,30.0,0.6,0.18,0.2666666666666666,0.0,0.516,6.0,1,0,1,0,0,0,15.0,1,0,0,1,0,5,4,3,5,3,2,1,1
H0264,0.8584724543995766,1,1,1,1,86,24,0,3.5,2.65,19.0,0.43,0.12,0.0,0.35,0.265,3.8,0,1,0,0,0,0,9.0,1,0,0,1,0,4,5,1,5,2,2,1,1
H0265,0.8584724543995766,0,1,1,1,108,80,5,7.4,9.39,63.0,0.54,0.4,0.0833333333333333,0.74,0.939,12.6,0,1,0,1,0,0,5.0,0,0,1,1,0,2,5,3,3,3,3,1,1
H0266,0.5414274486172608,2,1,1,1,12,2,0,0.0,0.26,0.6,0.06,0.01,0.0,0.0,0.026,0.12,1,0,0,0,0,0,7.0,1,0,0,0,1,2,6,2,2,3,3,1,1
H0267,0.5414274486172608,2,1,1,1,12,2,0,0.0,1.42,0.6,0.06,0.01,0.0,0.0,0.142,0.12,1,0,0,0,0,0,7.0,1,0,0,0,1,2,6,2,2,3,3,1,1
H0268,0.8584724543995766,1,1,1,1,136,59,15,6.9,6.03,37.5,0.68,0.295,0.25,0.6900000000000001,0.603,7.5,0,1,0,1,0,0,5.0,0,0,0,0,1,3,3,3,2,1,3,1,1
H0269,0.6019450605361366,1,1,1,1,124,62,14,10.6,6.22,38.0,0.62,0.31,0.2333333333333333,1.06,0.622,7.6,0,0,0,1,0,0,7.0,0,0,0,1,0,2,2,4,3,2,3,1,1
H0270,0.6019450605361366,0,1,1,1,134,70,14,0.0,7.94,54.0,0.67,0.35,0.2333333333333333,0.0,0.794,10.8,0,0,0,0,0,1,7.0,1,0,0,1,0,3,3,6,3,1,4,1,1
H0271,0.2545934244605354,1,1,1,1,227,84,64,23.2,11.01,78.5,1.135,0.42,1.0666666666666669,2.32,1.101,15.7,0,0,0,0,1,0,7.0,0,0,0,1,0,1,4,2,3,1,4,1,1
H0272,0.2545934244605354,1,1,1,1,161,55,4,7.1,5.85,30.0,0.805,0.275,0.0666666666666666,0.71,0.585,6.0,1,0,0,0,0,0,9.0,1,0,0,1,0,4,4,2,4,2,3,1,1
H0273,0.2545934244605354,1,1,1,1,160,66,27,10.4,6.92,37.5,0.8,0.33,0.45,1.04,0.692,7.5,1,0,0,0,0,0,9.0,1,0,0,1,0,4,4,2,4,2,3,1,1
H0274,0.8584724543995766,1,1,1,1,79,22,11,2.2,2.29,12.0,0.395,0.11,0.1833333333333333,0.22,0.229,2.4,0,1,0,1,0,0,7.0,0,0,0,0,1,3,4,1,5,2,4,1,1
H0275,0.8584724543995766,1,1,1,1,76,22,3,2.7,2.29,12.0,0.38,0.11,0.05,0.27,0.229,2.4,0,1,0,1,0,0,7.0,0,0,0,1,0,3,4,1,5,2,4,1,1
H0276,0.954424398357919,1,1,1,1,24,2,0,0.0,0.49,2.0,0.12,0.01,0.0,0.0,0.049,0.4,0,1,0,0,1,0,5.0,1,0,0,0,1,2,2,1,3,2,2,1,1
H0277,0.954424398357919,1,1,1,1,64,20,1,3.2,2.03,11.0,0.32,0.1,0.0166666666666666,0.32,0.2029999999999999,2.2,0,1,0,0,0,0,7.384,1,0,0,0,1,1,2,2,2,3,1,1,1
H0278,0.954424398357919,1,1,1,1,74,20,12,3.2,2.03,11.0,0.37,0.1,0.2,0.32,0.2029999999999999,2.2,0,1,0,0,0,0,7.384,1,0,0,1,0,1,2,2,2,3,1,1,1
H0279,0.2545934244605354,2,1,1,1,31,6,0,2.2,0.6,2.8,0.155,0.03,0.0,0.22,0.06,0.5599999999999999,1,0,0,0,0,0,9.0,0,0,1,0,1,4,6,3,3,1,2,1,1
H0280,0.2545934244605354,1,1,1,1,55,18,1,4.3,2.01,11.4,0.275,0.09,0.0166666666666666,0.43,0.2009999999999999,2.28,1,0,0,0,0,0,9.0,0,0,1,0,1,4,6,3,3,1,2,1,1
H0281,0.2545934244605354,2,1,1,1,31,6,0,6.4,0.6,2.8,0.155,0.03,0.0,0.64,0.06,0.5599999999999999,0,1,0,0,0,1,9.0,0,0,1,0,1,4,6,3,3,1,2,1,1
H0282,0.1798661531531291,2,1,1,1,31,5,0,6.4,0.57,3.1,0.155,0.025,0.0,0.64,0.0569999999999999,0.62,0,1,0,0,0,1,9.0,0,0,1,1,0,4,6,3,3,1,2,1,1
H0283,0.2290902236010023,0,1,1,1,214,134,12,16.6,11.22,67.0,1.07,0.67,0.2,1.66,1.122,13.4,0,0,0,0,0,0,7.0,1,0,0,0,1,2,3,2,4,1,2,1,1
H0284,0.2545934244605354,1,1,1,1,262,161,28,42.2,27.5,205.0,1.31,0.805,0.4666666666666667,4.220000000000001,2.75,41.0,1,0,0,1,0,0,15.0,1,0,1,1,0,1,4,2,2,4,4,1,1
H0285,0.954424398357919,0,1,1,1,130,70,11,0.0,8.37,54.0,0.65,0.35,0.1833333333333333,0.0,0.837,10.8,0,1,0,1,0,0,7.0,0,0,0,1,0,2,2,1,2,2,2,1,1
H0286,2.029711386372872,0,1,1,1,113,69,12,7.4,7.98,53.0,0.565,0.345,0.2,0.74,0.798,10.6,0,1,0,1,0,0,7.0,1,0,0,1,0,4,2,2,4,1,3,1,1
H0287,0.2290902236010023,0,1,1,1,172,60,26,24.5,6.1,40.0,0.86,0.3,0.4333333333333333,2.45,0.61,8.0,1,0,0,0,0,0,5.0,0,0,0,0,1,2,5,4,5,6,1,1,1
H0288,0.8584724543995766,1,1,1,1,98,22,0,5.4,2.52,14.0,0.49,0.11,0.0,0.54,0.252,2.8,0,1,0,1,0,0,3.25,1,1,0,1,0,1,1,1,3,3,2,1,1
H0289,0.8584724543995766,0,1,1,1,96,72,5,0.0,8.13,53.0,0.48,0.36,0.0833333333333333,0.0,0.8130000000000001,10.6,0,1,0,1,0,0,9.0,0,0,0,1,0,1,4,2,3,5,2,1,1
H0290,0.954424398357919,0,1,1,1,162,66,14,12.5,7.81,53.0,0.81,0.33,0.2333333333333333,1.25,0.7809999999999999,10.6,0,1,0,1,0,0,7.0,0,0,0,1,0,5,4,3,4,1,2,1,1
H0291,0.2545934244605354,0,1,1,1,194,77,32,0.0,10.23,74.0,0.97,0.385,0.5333333333333333,0.0,1.023,14.8,1,0,0,0,0,0,9.0,0,0,0,1,0,1,4,3,2,5,3,1,1
H0292,0.954424398357919,1,1,1,1,144,68,15,25.0,7.91,54.0,0.72,0.34,0.25,2.5,0.791,10.8,0,1,0,0,0,0,5.0,1,0,0,0,1,1,1,3,4,6,1,1,1
H0293,2.256576028779217,1,1,1,1,113,50,15,23.4,5.2,34.0,0.565,0.25,0.25,2.34,0.52,6.8,0,1,0,0,1,0,7.384,1,0,0,0,1,1,1,3,3,5,3,1,1
H0294,0.6019450605361366,1,1,1,1,33,14,0,7.6,1.35,8.0,0.165,0.07,0.0,0.76,0.135,1.6,0,0,0,0,0,1,15.0,1,0,0,0,1,4,1,2,5,3,4,1,1
H0295,0.7944811628173415,0,1,1,1,181,92,25,11.7,11.01,71.0,0.905,0.46,0.4166666666666667,1.17,1.101,14.2,1,0,0,0,0,0,5.0,1,0,1,1,0,5,3,2,5,1,3,1,1
H0296,0.954424398357919,1,1,1,1,127,62,19,22.0,6.96,47.0,0.635,0.31,0.3166666666666666,2.2,0.696,9.4,0,1,0,1,0,0,5.0,0,0,0,1,0,1,1,5,2,1,1,1,1
H0297,0.2545934244605354,0,1,1,1,137,76,0,0.0,8.74,58.0,0.685,0.38,0.0,0.0,0.874,11.6,1,0,0,1,0,0,9.035,1,0,0,1,0,4,3,1,4,2,3,1,1
H0298,5.121759864312539,0,0,1,1,71,26,8,0.0,2.64,15.0,0.355,0.13,0.1333333333333333,0.0,0.264,3.0,0,1,0,0,0,1,6.101,1,0,0,0,1,2,2,4,4,4,2,1,1
H0299,5.121759864312539,0,0,1,1,73,26,0,0.0,2.64,15.0,0.365,0.13,0.0,0.0,0.264,3.0,0,1,0,0,0,1,6.101,1,0,0,1,0,2,2,4,4,4,2,1,1
H0300,0.3360277669782562,0,1,1,1,173,77,21,9.0,7.54,48.0,0.865,0.385,0.35,0.9,0.754,9.6,1,0,0,0,0,0,15.0,1,0,0,1,0,5,1,1,5,1,3,1,1
H0301,0.954424398357919,0,1,1,1,126,68,14,0.0,4.54,51.0,0.63,0.34,0.2333333333333333,0.0,0.454,10.2,0,1,0,0,1,0,9.0,1,0,0,1,0,4,5,3,4,1,3,1,1
H0302,0.2290902236010023,1,1,1,1,118,40,14,9.0,4.04,28.0,0.59,0.2,0.2333333333333333,0.9,0.404,5.6,1,0,0,1,0,0,5.0,1,0,0,1,0,3,3,3,4,2,3,1,1
H0303,2.029711386372872,2,1,1,1,130,39,0,11.6,4.1,23.2,0.65,0.195,0.0,1.16,0.41,4.64,0,1,0,1,0,0,5.0,1,0,0,0,1,2,3,6,3,1,1,1,1
H0304,3.818189834136154,1,1,1,1,56,18,0,17.6,1.81,11.0,0.28,0.09,0.0,1.7600000000000002,0.181,2.2,0,1,0,1,0,0,5.0,0,0,0,1,0,3,2,3,3,2,2,1,1
H0305,0.954424398357919,1,1,1,1,50,6,0,8.4,2.03,6.1,0.25,0.03,0.0,0.8400000000000001,0.2029999999999999,1.22,0,1,0,0,0,0,3.25,0,0,1,0,1,1,4,2,4,1,4,1,1
H0306,0.954424398357919,1,1,1,1,177,53,6,10.0,5.3,33.5,0.885,0.265,0.1,1.0,0.53,6.7,0,1,0,1,0,0,7.0,1,0,0,0,1,1,3,4,1,1,4,1,1
H0307,0.954424398357919,0,1,1,1,203,87,3,0.0,10.52,68.0,1.015,0.435,0.05,0.0,1.052,13.6,0,1,0,1,0,0,9.0,0,0,0,1,0,2,4,3,5,2,2,1,1
H0308,0.954424398357919,0,1,1,1,232,104,38,0.0,19.46,148.0,1.16,0.52,0.6333333333333333,0.0,1.946,29.6,0,1,0,1,0,0,7.0,0,0,0,1,0,2,2,2,2,2,2,1,1
H0309,2.256576028779217,1,1,1,1,227,108,27,35.0,20.12,156.0,1.135,0.54,0.45,3.5,2.012,31.2,0,1,0,0,0,0,15.0,1,0,1,1,0,1,3,2,2,3,3,1,1
H0310,0.5414274486172608,1,1,1,1,106,40,11,8.0,3.78,22.0,0.53,0.2,0.1833333333333333,0.8,0.378,4.4,0,0,0,1,0,0,15.0,0,0,1,1,0,1,2,2,2,3,2,1,1
H0311,0.2290902236010023,0,0,1,1,206,119,27,0.0,20.26,148.0,1.03,0.595,0.45,0.0,2.026,29.6,1,0,0,0,0,0,15.0,0,0,0,1,0,5,6,2,3,6,5,1,1
H0312,0.3735873657560173,1,1,1,1,100,50,1,11.4,5.75,37.0,0.5,0.25,0.0166666666666666,1.14,0.575,7.4,1,0,1,0,0,0,9.0,0,1,0,0,1,2,3,1,4,3,2,1,1
H0313,0.3735873657560173,1,1,1,1,82,22,24,7.6,2.21,13.0,0.41,0.11,0.4,0.76,0.221,2.6,1,0,1,0,0,0,9.0,0,1,0,1,0,2,3,1,4,3,2,1,1
H0314,0.3735873657560173,1,1,1,1,181,93,77,15.8,14.72,109.0,0.905,0.465,1.2833333333333334,1.58,1.472,21.8,1,0,1,0,0,0,15.0,0,0,0,1,0,1,1,1,1,1,2,1,1
H0315,0.954424398357919,1,1,1,1,194,63,32,17.4,8.56,60.0,0.97,0.315,0.5333333333333333,1.7399999999999998,0.8560000000000001,12.0,0,1,0,0,1,0,5.0,0,0,1,1,0,2,3,1,4,1,1,1,1
H0316,0.8584724543995766,1,1,1,1,172,52,14,8.8,6.42,43.0,0.86,0.26,0.2333333333333333,0.8800000000000001,0.642,8.6,0,1,0,1,0,0,15.0,0,0,0,1,0,1,4,1,1,3,1,1,1
H0317,0.3735873657560173,1,1,1,1,158,52,26,17.6,6.42,43.0,0.79,0.26,0.4333333333333333,1.7600000000000002,0.642,8.6,1,0,0,0,0,0,15.0,0,0,1,1,0,1,4,1,1,3,1,1,1
H0318,0.8584724543995766,0,1,1,1,113,46,0,0.0,6.66,47.0,0.565,0.23,0.0,0.0,0.666,9.4,0,1,0,1,0,0,7.0,0,0,1,1,0,1,4,4,1,4,2,1,1
H0319,1.423375818700105,0,1,1,1,48,30,0,0.0,2.95,16.0,0.24,0.15,0.0,0.0,0.295,3.2,0,1,0,0,0,1,7.0,0,0,0,1,0,1,2,4,1,5,2,1,1
H0320,0.3735873657560173,0,1,1,1,123,44,14,9.6,6.61,46.0,0.615,0.22,0.2333333333333333,0.96,0.661,9.2,1,0,1,0,0,0,15.0,0,1,0,1,0,1,3,3,1,1,1,1,1
H0321,0.954424398357919,0,1,1,1,114,46,25,0.0,7.42,52.0,0.57,0.23,0.4166666666666667,0.0,0.742,10.4,0,1,0,0,1,0,7.0,0,0,0,0,1,3,4,3,4,1,2,1,1
H0322,0.954424398357919,0,1,1,1,81,41,5,0.0,6.08,42.0,0.405,0.205,0.0833333333333333,0.0,0.608,8.4,0,1,0,0,0,0,7.0,1,1,0,1,0,1,4,2,5,3,1,1,1
H0323,0.2545934244605354,0,1,1,1,162,86,17,0.0,11.55,84.0,0.81,0.43,0.2833333333333333,0.0,1.155,16.8,0,0,0,0,0,0,15.0,1,1,0,1,0,4,6,2,4,1,3,1,1
H0324,0.954424398357919,2,1,1,1,29,2,0,2.6,0.49,1.0,0.145,0.01,0.0,0.26,0.049,0.2,0,1,1,0,0,0,15.0,0,0,1,0,1,5,1,5,3,3,2,1,1
H0325,0.954424398357919,2,1,1,1,29,2,0,2.6,0.49,1.0,0.145,0.01,0.0,0.26,0.049,0.2,0,1,1,0,0,0,15.0,0,0,1,1,0,5,1,5,3,3,2,1,1
H0326,0.3360277669782562,1,1,1,1,271,308,42,62.0,55.11,419.0,1.355,1.54,0.7,6.2,5.511,83.8,1,0,0,0,0,0,15.0,1,1,0,0,1,3,3,1,4,1,3,1,1
H0327,5.121759864312539,0,0,1,1,87,45,3,0.0,7.11,51.0,0.435,0.225,0.05,0.0,0.7110000000000001,10.2,0,1,0,0,0,1,15.0,1,0,0,1,0,4,4,2,3,2,2,1,1
H0328,0.5414274486172608,0,0,1,1,55,26,0,5.0,2.54,14.5,0.275,0.13,0.0,0.5,0.254,2.9,0,0,0,0,0,1,9.321,0,0,0,1,0,5,3,2,2,1,1,1,1
H0329,0.341514734451877,0,0,1,1,114,40,21,9.6,6.15,42.0,0.57,0.2,0.35,0.96,0.615,8.4,0,0,0,0,0,1,8.418,0,0,0,1,0,4,2,3,5,1,2,1,1
H0330,0.2290902236010023,0,1,1,1,35,12,0,3.8,1.46,6.5,0.175,0.06,0.0,0.38,0.146,1.3,1,0,0,0,0,0,7.0,0,0,1,1,0,5,5,4,4,1,4,1,1
H0331,0.2545934244605354,1,1,1,1,47,26,0,5.0,2.51,15.0,0.235,0.13,0.0,0.5,0.251,3.0,1,0,0,1,0,0,15.0,0,0,0,1,0,4,3,2,5,1,3,1,1
H0332,2.256576028779217,1,1,1,1,150,46,24,22.0,6.91,50.0,0.75,0.23,0.4,2.2,0.6910000000000001,10.0,0,1,0,0,1,1,3.25,0,1,0,1,0,1,4,3,1,5,1,1,1
H0333,5.121759864312539,0,0,1,1,240,121,56,0.0,24.53,187.0,1.2,0.605,0.9333333333333332,0.0,2.4530000000000003,37.4,0,1,0,1,0,1,5.0,0,1,0,0,1,3,3,3,3,1,3,1,1
H0334,0.5414274486172608,1,1,1,1,253,80,16,28.2,10.56,74.5,1.265,0.4,0.2666666666666666,2.82,1.056,14.9,1,0,0,0,0,0,5.0,1,0,0,0,1,2,3,3,4,3,1,1,1
H0335,0.8584724543995766,0,1,1,1,137,42,12,10.3,6.53,46.0,0.685,0.21,0.2,1.03,0.653,9.2,0,1,0,1,0,0,15.0,0,1,0,1,0,5,5,1,5,1,4,1,1
H0336,0.2545934244605354,1,1,1,1,358,120,62,57.0,15.48,114.0,1.79,0.6,1.0333333333333334,5.7,1.548,22.8,0,0,0,0,0,0,5.0,0,0,1,0,1,2,4,3,3,1,2,1,1
H0337,0.2545934244605354,1,1,1,1,358,178,51,43.1,30.74,223.0,1.79,0.89,0.85,4.3100000000000005,3.074,44.6,1,0,1,0,0,0,15.0,1,0,1,0,1,3,3,1,2,1,4,1,1
H0338,0.954424398357919,1,1,1,1,265,78,72,33.8,10.06,73.0,1.325,0.39,1.2,3.38,1.006,14.6,0,1,0,0,0,0,7.0,1,0,1,0,1,2,4,2,6,2,1,1,1
H0339,0.8584724543995766,1,1,1,1,144,43,29,19.2,6.51,47.0,0.72,0.215,0.4833333333333333,1.92,0.651,9.4,0,1,0,0,0,1,-0.001,0,0,0,1,0,2,1,2,5,2,1,1,1
H0340,0.2545934244605354,0,1,1,1,122,31,0,6.8,3.15,18.5,0.61,0.155,0.0,0.6799999999999999,0.315,3.7,1,0,0,1,0,0,7.0,1,0,0,1,0,5,3,1,3,1,3,1,1
H0341,0.8584724543995766,1,1,1,1,209,54,14,24.4,7.08,50.5,1.045,0.27,0.2333333333333333,2.44,0.708,10.1,0,1,0,1,0,0,7.0,1,0,1,0,1,1,1,1,3,2,4,1,1
H0342,0.954424398357919,1,1,1,1,181,46,27,12.4,4.61,32.0,0.905,0.23,0.45,1.24,0.461,6.4,0,1,0,0,0,0,9.0,1,0,0,1,0,2,2,2,3,2,2,1,1
H0343,2.029711386372872,0,1,1,1,80,46,2,8.4,4.77,32.0,0.4,0.23,0.0333333333333333,0.8400000000000001,0.477,6.4,0,1,0,1,0,0,7.0,1,0,0,1,0,4,5,2,4,1,4,1,1
H0344,2.256576028779217,0,1,1,1,130,70,9,0.0,9.5,65.0,0.65,0.35,0.15,0.0,0.95,13.0,0,1,0,0,0,0,7.0,1,0,1,1,0,5,4,1,4,3,4,1,1
H0345,0.2290902236010023,0,1,1,1,85,58,2,7.4,6.29,40.0,0.425,0.29,0.0333333333333333,0.74,0.629,8.0,0,0,0,0,0,1,9.321,0,0,0,1,0,4,6,1,5,1,2,1,1
H0346,0.954424398357919,1,1,1,1,44,24,0,10.6,2.38,16.0,0.22,0.12,0.0,1.06,0.238,3.2,0,1,1,0,0,0,2.0,1,0,1,1,0,1,3,5,3,5,2,1,1
H0347,0.2545934244605354,1,1,1,1,322,98,84,31.6,10.27,75.0,1.61,0.49,1.4,3.16,1.027,15.0,0,0,0,1,0,0,9.0,1,0,0,0,1,4,2,2,4,2,4,1,1
H0348,2.029711386372872,1,1,1,1,316,85,93,31.6,9.0,65.0,1.58,0.425,1.55,3.16,0.9,13.0,0,1,1,0,0,0,9.0,1,0,0,0,1,2,1,1,3,1,4,1,1
H0349,2.697152455336688,1,1,1,1,233,50,39,22.5,5.16,32.7,1.165,0.25,0.65,2.25,0.516,6.540000000000001,0,1,0,0,0,0,9.0,0,0,0,0,1,4,4,3,3,4,6,1,1
H0350,2.029711386372872,1,1,1,1,142,34,32,28.8,3.5,24.0,0.71,0.17,0.5333333333333333,2.88,0.35,4.8,0,1,0,1,0,1,5.0,1,0,0,1,0,2,1,6,3,1,1,1,1
H0351,0.7944811628173415,0,0,1,1,254,84,41,0.0,14.66,109.0,1.27,0.42,0.6833333333333333,0.0,1.466,21.8,1,0,0,1,0,0,9.0,1,0,0,1,0,5,1,1,4,6,4,1,1
H0352,0.8584724543995766,1,1,1,1,199,66,17,28.8,8.71,58.5,0.995,0.33,0.2833333333333333,2.88,0.8710000000000001,11.7,0,1,0,1,0,0,7.0,0,0,0,0,1,2,4,1,4,1,2,1,1
H0353,0.954424398357919,1,1,1,1,525,219,55,64.6,32.23,234.5,2.625,1.095,0.9166666666666666,6.459999999999999,3.223,46.9,0,1,0,0,0,0,9.0,0,0,1,1,0,1,4,1,4,1,2,1,1
H0354,3.4343260688387685,0,1,1,1,105,33,20,0.0,5.37,40.5,0.525,0.165,0.3333333333333333,0.0,0.537,8.1,0,1,1,0,0,0,3.25,0,0,1,1,0,4,4,3,4,1,3,1,1
H0355,0.2545934244605354,1,1,1,1,181,52,13,15.8,6.88,51.5,0.905,0.26,0.2166666666666666,1.58,0.688,10.3,0,0,0,0,0,0,9.0,1,0,0,0,1,3,3,1,4,1,2,1,1
H0356,0.2290902236010023,1,1,1,1,201,40,28,7.5,4.92,33.5,1.005,0.2,0.4666666666666667,0.75,0.492,6.7,0,0,0,1,0,0,9.0,0,0,0,0,1,3,4,1,4,1,3,1,1
H0357,0.954424398357919,2,1,1,1,30,30,0,0.0,0.0,3.0,0.15,0.15,0.0,0.0,0.0,0.6,0,1,0,1,0,0,15.0,0,0,0,0,1,5,4,2,3,2,2,1,1
H0358,0.954424398357919,1,1,1,1,69,16,0,7.6,1.68,12.0,0.345,0.08,0.0,0.76,0.1679999999999999,2.4,0,1,0,1,0,0,5.0,0,0,0,0,1,1,3,2,3,2,2,1,1
H0359,0.954424398357919,1,1,1,1,69,16,0,7.6,1.69,12.0,0.345,0.08,0.0,0.76,0.1689999999999999,2.4,0,1,0,1,0,0,5.0,0,0,0,1,0,1,3,2,3,2,2,1,1
H0360,2.029711386372872,1,1,1,1,153,62,16,13.0,7.75,53.5,0.765,0.31,0.2666666666666666,1.3,0.775,10.7,0,1,0,1,0,1,5.0,1,0,0,0,1,4,3,2,4,2,4,1,1
H0361,2.256576028779217,0,1,1,1,185,51,24,0.0,5.75,42.0,0.925,0.255,0.4,0.0,0.575,8.4,0,1,0,1,0,0,5.0,1,0,0,1,0,1,5,1,3,3,1,1,1
H0362,2.256576028779217,0,1,1,1,106,51,12,0.0,7.14,51.0,0.53,0.255,0.2,0.0,0.714,10.2,0,1,0,1,0,0,5.0,1,0,0,1,0,1,5,1,3,3,1,1,1
H0363,0.2290902236010023,1,1,1,1,115,24,52,2.8,2.48,17.0,0.575,0.12,0.8666666666666667,0.2799999999999999,0.248,3.4,1,0,0,0,0,0,7.0,0,0,0,0,1,5,4,1,5,1,3,1,1
H0364,0.2290902236010023,2,1,1,1,115,24,50,2.8,2.48,17.0,0.575,0.12,0.8333333333333334,0.2799999999999999,0.248,3.4,1,0,0,0,0,0,7.0,0,0,0,0,1,5,4,1,5,1,3,1,1
H0365,0.2290902236010023,1,1,1,1,92,24,29,2.8,2.48,17.0,0.46,0.12,0.4833333333333333,0.2799999999999999,0.248,3.4,1,0,0,0,0,0,7.0,0,0,0,1,0,5,4,1,5,1,3,1,1
H0366,2.256576028779217,1,1,1,1,144,34,36,2.8,4.66,34.0,0.72,0.17,0.6,0.2799999999999999,0.466,6.8,0,1,0,1,0,0,7.0,1,0,0,1,0,2,3,3,4,2,2,1,1
H0367,2.256576028779217,1,1,1,1,130,53,17,5.1,7.42,53.0,0.65,0.265,0.2833333333333333,0.51,0.742,10.6,0,1,0,1,0,0,7.0,1,0,0,1,0,2,3,3,4,2,2,1,1
H0368,2.256576028779217,1,1,1,1,160,34,30,2.8,4.66,34.0,0.8,0.17,0.5,0.2799999999999999,0.466,6.8,0,1,0,1,0,0,7.0,1,0,0,1,0,3,3,3,4,2,2,1,1
H0369,0.6019450605361366,0,0,1,1,222,105,26,0.0,15.59,114.7,1.11,0.525,0.4333333333333333,0.0,1.559,22.94,0,0,0,0,0,1,9.0,0,0,0,1,0,5,1,2,5,1,2,1,1
H0370,0.5414274486172608,1,1,1,1,117,29,39,3.8,3.01,22.0,0.585,0.145,0.65,0.38,0.301,4.4,0,0,0,1,0,0,9.0,1,0,0,1,0,5,5,2,4,1,3,1,1
H0371,0.2545934244605354,1,1,1,1,54,22,0,2.2,2.44,18.5,0.27,0.11,0.0,0.22,0.244,3.7,1,0,1,0,0,0,9.0,1,0,0,1,0,5,3,3,4,1,4,1,1
H0372,1.2802760802511697,1,1,1,1,89,42,7,5.1,5.43,40.0,0.445,0.21,0.1166666666666666,0.51,0.5429999999999999,8.0,0,1,0,0,0,1,7.0,1,0,0,1,0,1,2,3,3,3,2,1,1
H0373,0.5414274486172608,2,1,1,1,18,2,0,2.2,0.36,1.2,0.09,0.01,0.0,0.22,0.036,0.24,1,0,0,0,0,0,7.0,1,0,0,0,1,4,1,1,4,1,4,1,1
H0374,0.5414274486172608,1,1,1,1,53,21,0,2.2,2.48,18.5,0.265,0.105,0.0,0.22,0.248,3.7,0,0,0,0,0,1,9.0,0,0,1,0,1,3,2,4,4,2,4,1,1
H0375,0.6019450605361366,1,1,1,1,204,54,60,15.0,5.39,36.0,1.02,0.27,1.0,1.5,0.5389999999999999,7.2,1,0,0,0,0,0,5.0,1,0,1,1,0,4,6,2,3,2,2,1,1
