respondent_id,human_id,normalized_weight,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01,TimePT,TimePT_non_wait,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,TimePT_non_wait_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,Choice
H0410,44640516,0.9984088205497536,60,female,60 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,0,1,0,2,4,3,-1,1,0,a work trip,not high education,1,car is available for this trip,5,5,1,5,1,4,137,125,12,10.3,42,6.53,46.0,0.685,0.625,0.21,0.2,1.03,0.653,9.2,0
H0411,44640542,0.2960937410777467,54,male,54 years old,5000,around CHF 5000 per month,0,0,0,0,0,0,5.0,0,0,1,1,0,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,3,3,1,2,358,296,62,57.0,120,15.48,114.0,1.79,1.48,0.6,1.0333333333333334,5.7,1.548,22.8,1
H0412,44640655,0.2960937410777467,54,male,54 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,1,1,3,0,0,1,a non-work trip,high education,1,car is available for this trip,3,3,1,2,1,4,358,307,51,43.1,178,30.74,223.0,1.79,1.535,0.89,0.85,4.3100000000000005,3.074,44.6,1
H0413,44670012,1.1100015300256885,47,male,47 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,1,2,4,4,1,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,6,2,1,265,193,72,33.8,78,10.06,73.0,1.325,0.965,0.39,1.2,3.38,1.006,14.6,1
H0414,44670080,1.1100015300256885,62,male,62 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,0,1,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,5,4,1,5,1,4,91,81,10,0.0,46,5.06,32.0,0.455,0.405,0.23,0.16666666666666666,0.0,0.506,6.4,0
H0415,44670208,0.2960937410777467,50,male,50 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,1,0,0,1,5,5,1,1,0,a work trip,high education,1,car is available for this trip,5,3,1,3,1,3,122,122,0,6.8,31,3.15,18.5,0.61,0.61,0.155,0.0,0.6799999999999999,0.315,3.7,0
H0416,44670291,0.9984088205497536,43,female,43 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,1,2,3,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,3,2,4,209,195,14,24.4,54,7.08,50.5,1.045,0.975,0.27,0.23333333333333334,2.44,0.708,10.1,1
H0417,44670292,1.1100015300256885,42,male,42 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,2,4,3,1,1,0,a work trip,not high education,1,car is available for this trip,2,2,2,3,2,2,181,154,27,12.4,46,4.61,32.0,0.905,0.77,0.23,0.45,1.24,0.461,6.4,1
H0418,44670377,2.3605670058945383,35,female,35 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,4,5,2,4,1,4,80,78,2,8.4,46,4.77,32.0,0.4,0.39,0.23,0.03333333333333333,0.8400000000000001,0.477,6.4,0
H0419,44670378,2.6244120004410196,37,male,37 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,1,1,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,5,4,1,4,3,4,130,121,9,0.0,70,9.5,65.0,0.65,0.605,0.35,0.15,0.0,0.95,13.0,0
H0420,44690050,1.1100015300256885,50,male,50 years old,2000,around CHF 2000 per month,0,1,1,0,0,0,2.0,1,0,1,3,3,3,1,1,0,a work trip,not high education,1,car is available for this trip,1,3,5,3,5,2,44,44,0,10.6,24,2.38,16.0,0.22,0.22,0.12,0.0,1.06,0.238,3.2,1
H0421,44690050,1.1100015300256885,50,male,50 years old,2000,around CHF 2000 per month,0,1,1,0,0,0,2.0,1,0,1,3,3,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,5,3,5,2,29,29,0,8.0,10,1.18,8.0,0.145,0.145,0.05,0.0,0.8,0.118,1.6,1
H0422,44690187,0.2960937410777467,42,male,42 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,2,2,4,2,4,322,238,84,31.6,98,10.27,75.0,1.61,1.19,0.49,1.4,3.16,1.027,15.0,1
H0423,44690188,2.3605670058945383,33,female,33 years old,9000,around CHF 9000 per month,0,1,1,0,0,0,9.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,1,1,3,1,4,316,223,93,31.6,85,9.0,65.0,1.58,1.115,0.425,1.55,3.16,0.9,13.0,1
H0424,44692020,2.3605670058945383,26,female,30 or younger,5000,around CHF 5000 per month,0,1,0,1,0,1,5.0,1,0,0,1,2,3,1,1,0,a work trip,not high education,1,car is available for this trip,2,1,6,3,1,1,142,110,32,28.8,34,3.5,24.0,0.71,0.55,0.17,0.5333333333333333,2.88,0.35,4.8,1
H0425,47120030,0.26643335936145884,55,female,55 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,1,3,0,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,2,1,3,5,108,92,16,21.8,44,6.38,46.0,0.54,0.46,0.22,0.26666666666666666,2.18,0.638,9.2,1
H0426,47120261,0.9239865491924742,33,female,33 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,1,0,0,0,3,2,0,1,0,a work trip,high education,0,car is not available for this trip,5,1,1,4,6,4,254,213,41,0.0,84,14.66,109.0,1.27,1.065,0.42,0.6833333333333333,0.0,1.466,21.8,0
H0427,47120308,0.9984088205497536,53,female,53 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,1,4,1,2,199,182,17,28.8,66,8.71,58.5,0.995,0.91,0.33,0.2833333333333333,2.88,0.8710000000000001,11.7,1
H0428,47120321,2.6244120004410196,36,male,36 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,0,0,2,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,5,5,1,4,1,2,94,86,8,0.0,55,7.31,54.2,0.47,0.43,0.275,0.13333333333333333,0.0,0.731,10.84,1
H0429,47120343,1.1100015300256885,49,male,49 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,0,0,1,2,6,6,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,1,4,1,2,525,470,55,64.6,219,32.23,234.5,2.625,2.35,1.095,0.9166666666666666,6.459999999999999,3.223,46.9,1
H0430,47120376,0.6296835007540205,21,female,30 or younger,15000,around CHF 15000 per month,0,0,0,1,0,1,15.0,0,0,0,3,4,5,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,3,2,2,1,3,449,299,150,21.2,98,15.29,112.5,2.245,1.495,0.49,2.5,2.12,1.529,22.5,1
H0431,47120437,3.9941426451134805,45,female,45 years old,3250,around CHF 3250 per month,0,1,1,0,0,0,3.25,0,0,1,0,3,1,0,1,0,a work trip,not high education,1,car is available for this trip,4,4,3,4,1,3,105,85,20,0.0,33,5.37,40.5,0.525,0.425,0.165,0.3333333333333333,0.0,0.537,8.1,0
H0432,47120489,3.9941426451134805,51,female,51 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,0,0,0,2,5,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,4,3,4,2,107,90,17,8.4,22,2.36,15.5,0.535,0.45,0.11,0.2833333333333333,0.8400000000000001,0.236,3.1,1
H0433,47120489,3.9941426451134805,51,female,51 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,0,0,0,2,5,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,4,3,4,2,27,27,0,5.6,6,0.8,6.0,0.135,0.135,0.03,0.0,0.5599999999999999,0.08,1.2,1
H0434,47120490,0.2960937410777467,49,male,49 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,0,2,5,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,3,1,4,1,2,181,168,13,15.8,52,6.88,51.5,0.905,0.84,0.26,0.21666666666666667,1.58,0.688,10.3,1
H0435,47120549,0.26643335936145884,54,female,54 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,0,2,4,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,4,1,4,1,3,201,173,28,7.5,40,4.92,33.5,1.005,0.865,0.2,0.4666666666666667,0.75,0.492,6.7,1
H0436,47120587,0.2960937410777467,53,male,53 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,0,2,3,1,0,1,a non-work trip,high education,1,car is available for this trip,4,4,4,4,2,2,147,133,14,11.6,52,7.57,55.0,0.735,0.665,0.26,0.23333333333333334,1.16,0.757,11.0,0
H0437,47120623,1.1100015300256885,50,male,50 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,0,0,0,2,4,4,0,0,1,a non-work trip,not high education,1,car is available for this trip,5,4,2,3,2,2,30,30,0,0.0,30,0.0,3.0,0.15,0.15,0.15,0.0,0.0,0.0,0.6,2
H0438,47120643,1.1100015300256885,60,male,60 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,2,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,2,3,2,2,69,69,0,7.6,16,1.68,12.0,0.345,0.345,0.08,0.0,0.76,0.16799999999999998,2.4,1
H0439,47120643,1.1100015300256885,60,male,60 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,2,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,1,3,2,3,2,2,69,69,0,7.6,16,1.69,12.0,0.345,0.345,0.08,0.0,0.76,0.16899999999999998,2.4,1
H0440,47120644,0.9984088205497536,56,female,56 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,2,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,3,3,3,2,65,65,0,7.6,14,1.49,9.0,0.325,0.325,0.07,0.0,0.76,0.149,1.8,1
H0441,47120644,0.9984088205497536,56,female,56 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,2,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,3,3,3,2,65,65,0,7.6,271,58.91,443.0,0.325,0.325,1.355,0.0,0.76,5.891,88.6,1
H0442,47120644,0.9984088205497536,56,female,56 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,2,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,3,3,3,2,2,2,0,0.0,2,0.34,1.4,0.01,0.01,0.01,0.0,0.0,0.034,0.27999999999999997,1
H0443,47120775,2.3605670058945383,27,female,30 or younger,5000,around CHF 5000 per month,0,1,0,1,0,1,5.0,1,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,2,4,2,4,153,137,16,13.0,62,7.75,53.5,0.765,0.685,0.31,0.26666666666666666,1.3,0.775,10.7,1
H0444,47120871,2.6244120004410196,39,male,39 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,8,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,5,1,3,3,1,185,161,24,0.0,51,5.75,42.0,0.925,0.805,0.255,0.4,0.0,0.575,8.4,0
H0445,47120872,2.6244120004410196,39,male,39 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,8,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,5,1,3,3,1,106,94,12,0.0,51,7.14,51.0,0.53,0.47,0.255,0.2,0.0,0.714,10.2,0
H0446,47120923,0.26643335936145884,62,female,62 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,5,4,1,5,1,3,115,63,52,2.8,24,2.48,17.0,0.575,0.315,0.12,0.8666666666666667,0.27999999999999997,0.248,3.4,1
H0447,47120924,0.26643335936145884,62,female,62 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,5,4,1,5,1,3,115,65,50,2.8,24,2.48,17.0,0.575,0.325,0.12,0.8333333333333334,0.27999999999999997,0.248,3.4,2
H0448,47120924,0.26643335936145884,62,female,62 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,1,1,1,0,1,0,a work trip,high education,1,car is available for this trip,5,4,1,5,1,3,92,63,29,2.8,24,2.48,17.0,0.46,0.315,0.12,0.48333333333333334,0.27999999999999997,0.248,3.4,1
H0449,47120924,0.26643335936145884,62,female,62 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,5,4,1,5,1,3,489,97,392,9.6,49,7.48,55.0,2.445,0.485,0.245,6.533333333333333,0.96,0.748,11.0,1
H0450,47120931,2.6244120004410196,38,male,38 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,3,3,4,2,2,144,108,36,2.8,34,4.66,34.0,0.72,0.54,0.17,0.6,0.27999999999999997,0.466,6.8,1
H0451,47120931,2.6244120004410196,38,male,38 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,3,3,4,2,2,130,113,17,5.1,53,7.42,53.0,0.65,0.565,0.265,0.2833333333333333,0.51,0.742,10.6,1
H0452,47120932,2.6244120004410196,38,male,38 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,3,3,3,4,2,2,160,130,30,2.8,34,4.66,34.0,0.8,0.65,0.17,0.5,0.27999999999999997,0.466,6.8,1
H0453,47120939,0.7000658609902283,36,male,36 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,0,1,4,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,3,1,1,5,1,4,59,59,0,2.8,10,1.0,7.0,0.295,0.295,0.05,0.0,0.27999999999999997,0.1,1.4,1
H0454,47121039,0.9984088205497536,59,female,59 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,0,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,5,6,4,1,2,260,213,47,28.15,113,17.6,123.5,1.3,1.065,0.565,0.7833333333333333,2.815,1.7600000000000002,24.7,0
H0455,47130065,0.6296835007540205,37,female,37 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,1,6,4,2,1,0,a work trip,not high education,1,car is available for this trip,5,5,2,4,1,3,117,78,39,3.8,29,3.01,22.0,0.585,0.39,0.145,0.65,0.38,0.301,4.4,1
H0456,47130066,0.2960937410777467,40,male,40 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,1,0,0,1,6,4,2,1,0,a work trip,high education,1,car is available for this trip,5,3,3,4,1,4,54,54,0,2.2,22,2.44,18.5,0.27,0.27,0.11,0.0,0.22000000000000003,0.244,3.7,1
H0457,47130066,0.2960937410777467,40,male,40 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,1,0,0,1,6,4,2,0,1,a non-work trip,high education,1,car is available for this trip,5,3,3,4,1,4,82,60,22,3.8,28,3.51,26.4,0.41,0.3,0.14,0.36666666666666664,0.38,0.351,5.279999999999999,1
H0458,47130345,1.4889690690840436,19,female,30 or younger,7000,around CHF 7000 per month,0,1,0,0,0,1,7.0,1,0,0,2,2,3,1,1,0,a work trip,not high education,1,car is available for this trip,1,2,3,3,3,2,89,82,7,5.1,42,5.43,40.0,0.445,0.41,0.21,0.11666666666666667,0.51,0.5429999999999999,8.0,1
H0459,47130345,1.4889690690840436,19,female,30 or younger,7000,around CHF 7000 per month,0,1,0,0,0,1,7.0,1,0,0,2,2,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,1,2,3,3,3,2,85,85,0,2.8,20,2.12,14.0,0.425,0.425,0.1,0.0,0.27999999999999997,0.21200000000000002,2.8,1
H0460,47130442,0.6296835007540205,37,female,37 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,4,1,1,4,1,4,18,18,0,2.2,2,0.36,1.2,0.09,0.09,0.01,0.0,0.22000000000000003,0.036,0.24,2
H0461,47130471,0.6296835007540205,30,female,30 or younger,9000,around CHF 9000 per month,0,0,0,0,0,1,9.0,0,0,1,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,2,4,4,2,4,53,53,0,2.2,21,2.48,18.5,0.265,0.265,0.105,0.0,0.22000000000000003,0.248,3.7,1
H0462,47130533,0.7000658609902283,32,male,32 years old,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,1,0,1,3,5,2,0,1,0,a work trip,high education,1,car is available for this trip,4,6,2,3,2,2,204,144,60,15.0,54,5.39,36.0,1.02,0.72,0.27,1.0,1.5,0.5389999999999999,7.2,1
H0463,47130611,1.1100015300256885,44,male,44 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,2,7,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,5,1,2,54,54,0,2.8,18,2.12,13.0,0.27,0.27,0.09,0.0,0.27999999999999997,0.21200000000000002,2.6,1
H0464,47130729,1.1100015300256885,59,male,59 years old,3250,around CHF 3250 per month,0,1,0,0,1,0,3.25,1,1,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,5,6,1,5,1,3,117,102,15,0.0,73,11.31,81.0,0.585,0.51,0.365,0.25,0.0,1.131,16.2,0
H0465,50260144,2.6244120004410196,35,male,35 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,1,2,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,1,3,3,127,119,8,4.4,33,4.06,29.0,0.635,0.595,0.165,0.13333333333333333,0.44000000000000006,0.40599999999999997,5.8,1
H0466,50260166,1.1100015300256885,53,male,53 years old,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,1,0,0,2,3,4,1,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,3,3,3,1,192,156,36,49.8,87,14.34,106.0,0.96,0.78,0.435,0.6,4.9799999999999995,1.434,21.2,1
H0467,50260181,0.2960937410777467,53,male,53 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,1,3,3,0,0,1,a non-work trip,high education,1,car is available for this trip,5,6,6,5,1,5,177,155,22,0.0,64,10.49,75.5,0.885,0.775,0.32,0.36666666666666664,0.0,1.049,15.1,0
H0468,50260183,0.9984088205497536,50,female,50 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,0,1,1,3,3,0,1,0,a work trip,not high education,1,car is available for this trip,5,3,1,5,1,2,202,172,30,0.0,142,25.99,193.0,1.01,0.86,0.71,0.5,0.0,2.5989999999999998,38.6,0
H0469,50260275,0.26643335936145884,53,female,53 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,0,3,2,-1,-1,1,0,a work trip,not high education,1,car is available for this trip,4,3,1,2,1,2,96,78,18,4.4,27,2.98,19.0,0.48,0.39,0.135,0.3,0.44000000000000006,0.298,3.8,1
H0470,50260276,0.34122190875859343,65,male,65 or older,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,1,0,1,2,3,3,-1,0,1,a non-work trip,high education,1,car is available for this trip,3,4,2,4,1,3,84,84,0,7.3,30,3.31,20.0,0.42,0.42,0.15,0.0,0.73,0.331,4.0,1
H0471,50270029,4.440578599113194,49,male,49 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,5,3,1,3,1,3,109,58,51,5.3,20,2.32,12.0,0.545,0.29,0.1,0.85,0.53,0.23199999999999998,2.4,1
H0472,50270030,0.9984088205497536,49,female,49 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,4,3,3,3,1,3,45,45,0,0.0,16,2.49,19.0,0.225,0.225,0.08,0.0,0.0,0.24900000000000003,3.8,0
H0473,50270088,0.26643335936145884,57,female,57 years old,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,0,0,0,1,1,1,0,1,0,a work trip,high education,1,car is available for this trip,4,4,6,4,6,3,72,72,0,0.0,24,2.68,19.1,0.36,0.36,0.12,0.0,0.0,0.268,3.8200000000000003,0
H0474,50270151,1.1100015300256885,54,male,54 years old,9000,around CHF 9000 per month,0,1,1,0,0,0,9.0,1,0,0,1,3,3,1,1,0,a work trip,not high education,1,car is available for this trip,4,4,4,4,2,3,51,51,0,4.0,15,1.73,11.5,0.255,0.255,0.075,0.0,0.4,0.173,2.3,0
H0475,50270194,0.4344844372177664,40,male,40 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,1,1,4,1,0,1,0,a work trip,high education,1,car is available for this trip,1,5,4,1,1,4,186,161,25,13.0,99,16.18,125.0,0.93,0.805,0.495,0.4166666666666667,1.3,1.6179999999999999,25.0,0
H0476,50270287,0.390802389501682,53,female,53 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,0,1,3,3,0,1,0,a work trip,high education,1,car is available for this trip,3,4,1,3,1,3,104,95,9,13.8,43,7.8,59.5,0.52,0.475,0.215,0.15,1.3800000000000001,0.78,11.9,1
H0477,50270426,2.6244120004410196,38,male,38 years old,15000,around CHF 15000 per month,0,1,1,0,0,0,15.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,4,1,2,3,3,96,81,15,9.6,16,2.52,19.5,0.48,0.405,0.08,0.25,0.96,0.252,3.9,1
H0478,50270426,2.6244120004410196,38,male,38 years old,15000,around CHF 15000 per month,0,1,1,0,0,0,15.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,4,1,2,3,3,124,91,33,14.8,24,2.62,14.0,0.62,0.455,0.12,0.55,1.48,0.262,2.8,1
H0479,50270435,0.2960937410777467,42,male,42 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,0,2,5,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,3,2,4,3,2,3,215,202,13,0.0,148,30.39,232.8,1.075,1.01,0.74,0.21666666666666667,0.0,3.039,46.56,0
H0480,50270436,0.2960937410777467,42,male,42 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,0,2,5,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,3,2,4,3,2,3,52,49,3,0.0,15,1.71,11.5,0.26,0.245,0.075,0.05,0.0,0.17099999999999999,2.3,1
H0481,50270436,0.2960937410777467,42,male,42 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,0,2,5,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,3,2,4,3,2,3,48,48,0,0.0,12,1.63,10.0,0.24,0.24,0.06,0.0,0.0,0.16299999999999998,2.0,1
H0482,50270436,0.2960937410777467,42,male,42 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,0,2,5,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,3,2,4,3,2,3,50,50,0,0.0,11,1.62,10.0,0.25,0.25,0.055,0.0,0.0,0.162,2.0,1
H0483,50270439,2.3605670058945383,33,female,33 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,1,2,5,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,1,2,2,3,1,2,183,136,47,25.4,47,8.48,64.5,0.915,0.68,0.235,0.7833333333333333,2.54,0.8480000000000001,12.9,1
H0484,50270475,0.4344844372177664,59,male,59 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,1,0,1,2,2,0,1,0,a work trip,high education,1,car is available for this trip,4,5,1,4,1,4,174,118,56,17.6,48,7.85,58.0,0.87,0.59,0.24,0.9333333333333333,1.7600000000000002,0.7849999999999999,11.6,1
H0485,50270477,0.9239865491924742,35,female,35 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,1,0,0,0,10,3,1,0,1,a non-work trip,high education,1,car is available for this trip,5,2,1,4,1,4,264,200,64,0.0,151,30.39,231.0,1.32,1.0,0.755,1.0666666666666667,0.0,3.039,46.2,0
H0486,50270478,1.0272633905783595,39,male,39 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,1,0,1,0,10,3,1,0,1,a non-work trip,high education,1,car is available for this trip,5,3,3,4,5,4,268,211,57,0.0,151,30.39,231.0,1.34,1.055,0.755,0.95,0.0,3.039,46.2,0
H0487,50270501,0.34122190875859343,65,male,65 or older,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,1,0,3,2,2,0,1,0,a work trip,high education,1,car is available for this trip,4,2,1,4,1,1,119,117,2,13.9,53,8.96,68.0,0.595,0.585,0.265,0.03333333333333333,1.3900000000000001,0.8960000000000001,13.6,1
H0488,50270502,0.26643335936145884,63,female,63 years old,5000,around CHF 5000 per month,0,0,0,1,0,0,5.0,1,0,1,3,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,5,6,3,4,1,1,127,125,2,0.0,84,13.87,103.0,0.635,0.625,0.42,0.03333333333333333,0.0,1.387,20.6,0
H0489,50270516,0.2960937410777467,41,male,41 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,0,0,1,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,1,4,1,2,3,3,204,182,22,0.0,136,29.12,228.0,1.02,0.91,0.68,0.36666666666666664,0.0,2.912,45.6,1
H0490,50270533,0.2960937410777467,40,male,40 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,0,2,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,4,2,1,4,1,2,101,101,0,8.25,22,2.52,17.6,0.505,0.505,0.11,0.0,0.825,0.252,3.5200000000000005,1
H0491,50270533,0.2960937410777467,40,male,40 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,0,2,4,4,2,1,0,a work trip,high education,1,car is available for this trip,4,2,1,4,1,2,235,168,67,17.5,85,12.55,93.0,1.175,0.84,0.425,1.1166666666666667,1.75,1.2550000000000001,18.6,1
H0492,50270601,2.3605670058945383,32,female,32 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,2,3,3,5,1,277,239,38,47.7,98,14.33,101.5,1.385,1.195,0.49,0.6333333333333333,4.7700000000000005,1.433,20.3,1
H0493,50270611,2.3605670058945383,38,female,38 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,2,2,2,3,3,1,265,210,55,44.8,74,11.98,90.0,1.325,1.05,0.37,0.9166666666666666,4.4799999999999995,1.198,18.0,1
