respondent_id,human_id,Choice,alternative_code,alternative_name,availability,travel_time,waiting_time,travel_cost,distance_km,scaled_time,scaled_waiting,scaled_cost,scaled_distance
H0189,28240110,1,1,CAR,1,37,0,3.58,23.6,0.185,0.0,0.358,4.720000000000001
H0189,28240110,1,2,SLOW_MODES,1,0,0,0.0,23.6,0.0,0.0,0.0,4.720000000000001
H0190,28240110,1,0,PT,1,39,0,6.2,12.6,0.195,0.0,0.62,2.52
H0190,28240110,1,1,CAR,1,21,0,1.99,12.6,0.105,0.0,0.199,2.52
H0190,28240110,1,2,SLOW_MODES,1,0,0,0.0,12.6,0.0,0.0,0.0,2.52
H0191,28240111,1,0,PT,1,29,0,6.0,2.4,0.145,0.0,0.6,0.48
H0191,28240111,1,1,CAR,1,8,0,0.37,2.4,0.04,0.0,0.037,0.48
H0191,28240111,1,2,SLOW_MODES,1,0,0,0.0,2.4,0.0,0.0,0.0,0.48
H0192,28240111,1,0,PT,1,44,26,14.0,5.2,0.22,0.43333333333333335,1.4,1.04
H0192,28240111,1,1,CAR,1,9,0,0.82,5.2,0.045,0.0,0.08199999999999999,1.04
H0192,28240111,1,2,SLOW_MODES,1,0,0,0.0,5.2,0.0,0.0,0.0,1.04
H0193,28240179,0,0,PT,1,157,11,18.5,101.0,0.785,0.18333333333333332,1.85,20.2
H0193,28240179,0,1,CAR,1,114,0,13.54,101.0,0.57,0.0,1.3539999999999999,20.2
H0193,28240179,0,2,SLOW_MODES,1,0,0,0.0,101.0,0.0,0.0,0.0,20.2
H0194,28240202,0,0,PT,1,194,21,0.0,150.0,0.97,0.35,0.0,30.0
H0194,28240202,0,1,CAR,1,163,0,20.71,150.0,0.815,0.0,2.071,30.0
H0194,28240202,0,2,SLOW_MODES,1,0,0,0.0,150.0,0.0,0.0,0.0,30.0
H0195,28240515,1,0,PT,1,119,19,25.0,49.0,0.595,0.31666666666666665,2.5,9.8
H0195,28240515,1,1,CAR,1,40,0,7.24,49.0,0.2,0.0,0.724,9.8
H0195,28240515,1,2,SLOW_MODES,1,0,0,0.0,49.0,0.0,0.0,0.0,9.8
H0196,28240523,1,0,PT,1,46,0,3.1,9.1,0.23,0.0,0.31,1.8199999999999998
H0196,28240523,1,1,CAR,1,16,0,1.48,9.1,0.08,0.0,0.148,1.8199999999999998
H0196,28240523,1,2,SLOW_MODES,1,0,0,0.0,9.1,0.0,0.0,0.0,1.8199999999999998
H0197,28240523,1,0,PT,1,46,0,3.1,9.1,0.23,0.0,0.31,1.8199999999999998
H0197,28240523,1,1,CAR,1,16,0,1.48,9.1,0.08,0.0,0.148,1.8199999999999998
H0197,28240523,1,2,SLOW_MODES,1,0,0,0.0,9.1,0.0,0.0,0.0,1.8199999999999998
H0198,28240755,1,0,PT,1,153,7,21.8,32.8,0.765,0.11666666666666667,2.18,6.56
H0198,28240755,1,1,CAR,1,40,0,4.86,32.8,0.2,0.0,0.48600000000000004,6.56
H0198,28240755,1,2,SLOW_MODES,1,0,0,0.0,32.8,0.0,0.0,0.0,6.56
H0199,28240755,1,0,PT,1,163,5,38.8,85.0,0.815,0.08333333333333333,3.88,17.0
H0199,28240755,1,1,CAR,1,72,0,11.16,85.0,0.36,0.0,1.116,17.0
H0199,28240755,1,2,SLOW_MODES,1,0,0,0.0,85.0,0.0,0.0,0.0,17.0
H0200,28240756,1,0,PT,1,204,33,81.4,8.5,1.02,0.55,8.14,1.7
H0200,28240756,1,1,CAR,1,13,0,1.35,8.5,0.065,0.0,0.135,1.7
H0200,28240756,1,2,SLOW_MODES,1,0,0,0.0,8.5,0.0,0.0,0.0,1.7
H0201,28240756,1,0,PT,1,204,33,81.4,8.5,1.02,0.55,8.14,1.7
H0201,28240756,1,1,CAR,1,13,0,1.35,8.5,0.065,0.0,0.135,1.7
H0201,28240756,1,2,SLOW_MODES,1,0,0,0.0,8.5,0.0,0.0,0.0,1.7
H0202,28240762,1,0,PT,1,91,15,10.8,19.2,0.455,0.25,1.08,3.84
H0202,28240762,1,1,CAR,1,25,0,2.85,19.2,0.125,0.0,0.28500000000000003,3.84
H0202,28240762,1,2,SLOW_MODES,1,0,0,0.0,19.2,0.0,0.0,0.0,3.84
H0203,28240762,1,0,PT,1,68,8,6.2,15.3,0.34,0.13333333333333333,0.62,3.06
H0203,28240762,1,1,CAR,1,23,0,2.31,15.3,0.115,0.0,0.231,3.06
H0203,28240762,1,2,SLOW_MODES,1,0,0,0.0,15.3,0.0,0.0,0.0,3.06
H0204,28240797,0,0,PT,1,230,51,0.0,189.2,1.15,0.85,0.0,37.839999999999996
H0204,28240797,0,1,CAR,1,194,0,25.67,189.2,0.97,0.0,2.567,37.839999999999996
H0204,28240797,0,2,SLOW_MODES,1,0,0,0.0,189.2,0.0,0.0,0.0,37.839999999999996
H0205,28240798,0,0,PT,1,230,51,0.0,189.2,1.15,0.85,0.0,37.839999999999996
H0205,28240798,0,1,CAR,1,194,0,25.67,189.2,0.97,0.0,2.567,37.839999999999996
H0205,28240798,0,2,SLOW_MODES,1,0,0,0.0,189.2,0.0,0.0,0.0,37.839999999999996
H0206,28240945,1,0,PT,1,74,16,4.3,7.5,0.37,0.26666666666666666,0.43,1.5
H0206,28240945,1,1,CAR,1,11,0,1.16,7.5,0.055,0.0,0.11599999999999999,1.5
H0206,28240945,1,2,SLOW_MODES,1,0,0,0.0,7.5,0.0,0.0,0.0,1.5
H0207,28240945,1,0,PT,1,94,16,6.5,14.8,0.47,0.26666666666666666,0.65,2.96
H0207,28240945,1,1,CAR,1,24,0,2.31,14.8,0.12,0.0,0.231,2.96
H0207,28240945,1,2,SLOW_MODES,1,0,0,0.0,14.8,0.0,0.0,0.0,2.96
H0208,28240955,1,0,PT,1,40,16,6.2,12.7,0.2,0.26666666666666666,0.62,2.54
H0208,28240955,1,1,CAR,1,19,0,1.92,12.7,0.095,0.0,0.192,2.54
H0208,28240955,1,2,SLOW_MODES,1,0,0,0.0,12.7,0.0,0.0,0.0,2.54
H0209,28240965,0,0,PT,1,49,8,0.0,16.1,0.245,0.13333333333333333,0.0,3.22
H0209,28240965,0,1,CAR,1,23,0,2.51,16.1,0.115,0.0,0.251,3.22
H0209,28240965,0,2,SLOW_MODES,1,0,0,0.0,16.1,0.0,0.0,0.0,3.22
H0210,28240969,1,0,PT,1,63,16,11.2,7.5,0.315,0.26666666666666666,1.1199999999999999,1.5
H0210,28240969,1,1,CAR,1,12,0,1.2,7.5,0.06,0.0,0.12,1.5
H0210,28240969,1,2,SLOW_MODES,1,0,0,0.0,7.5,0.0,0.0,0.0,1.5
H0211,28240969,1,0,PT,1,65,16,11.2,4.6,0.325,0.26666666666666666,1.1199999999999999,0.9199999999999999
H0211,28240969,1,1,CAR,1,8,0,0.82,4.6,0.04,0.0,0.08199999999999999,0.9199999999999999
H0211,28240969,1,2,SLOW_MODES,1,0,0,0.0,4.6,0.0,0.0,0.0,0.9199999999999999
H0212,28240969,1,0,PT,1,63,36,11.2,7.0,0.315,0.6,1.1199999999999999,1.4
H0212,28240969,1,1,CAR,1,10,0,1.1,7.0,0.05,0.0,0.11000000000000001,1.4
H0212,28240969,1,2,SLOW_MODES,1,0,0,0.0,7.0,0.0,0.0,0.0,1.4
H0213,28240993,1,0,PT,1,66,16,11.0,10.0,0.33,0.26666666666666666,1.1,2.0
H0213,28240993,1,1,CAR,1,14,0,1.39,10.0,0.07,0.0,0.13899999999999998,2.0
H0213,28240993,1,2,SLOW_MODES,1,0,0,0.0,10.0,0.0,0.0,0.0,2.0
H0214,28240993,1,0,PT,1,66,16,11.0,10.0,0.33,0.26666666666666666,1.1,2.0
H0214,28240993,1,1,CAR,1,14,0,1.39,10.0,0.07,0.0,0.13899999999999998,2.0
H0214,28240993,1,2,SLOW_MODES,1,0,0,0.0,10.0,0.0,0.0,0.0,2.0
H0215,28240993,1,0,PT,1,44,0,6.2,12.1,0.22,0.0,0.62,2.42
H0215,28240993,1,1,CAR,1,18,0,1.83,12.1,0.09,0.0,0.183,2.42
H0215,28240993,1,2,SLOW_MODES,1,0,0,0.0,12.1,0.0,0.0,0.0,2.42
H0216,28241131,1,0,PT,1,276,33,116.8,282.0,1.38,0.55,11.68,56.4
H0216,28241131,1,1,CAR,1,200,0,42.93,282.0,1.0,0.0,4.293,56.4
H0216,28241131,1,2,SLOW_MODES,1,0,0,0.0,282.0,0.0,0.0,0.0,56.4
H0217,28420050,1,0,PT,1,193,0,12.1,73.74,0.965,0.0,1.21,14.748
H0217,28420050,1,1,CAR,1,92,0,9.62,73.74,0.46,0.0,0.962,14.748
H0217,28420050,1,2,SLOW_MODES,1,0,0,0.0,73.74,0.0,0.0,0.0,14.748
H0218,28420051,1,0,PT,1,61,0,3.2,5.0,0.305,0.0,0.32,1.0
H0218,28420051,1,1,CAR,1,8,0,0.87,5.0,0.04,0.0,0.087,1.0
H0218,28420051,1,2,SLOW_MODES,1,0,0,0.0,5.0,0.0,0.0,0.0,1.0
H0219,28420052,1,0,PT,1,39,0,3.0,3.4,0.195,0.0,0.3,0.6799999999999999
H0219,28420052,1,1,CAR,1,6,0,0.72,3.4,0.03,0.0,0.072,0.6799999999999999
H0219,28420052,1,2,SLOW_MODES,1,0,0,0.0,3.4,0.0,0.0,0.0,0.6799999999999999
H0220,28420056,1,0,PT,1,200,41,29.7,164.0,1.0,0.6833333333333333,2.9699999999999998,32.8
H0220,28420056,1,1,CAR,1,169,0,21.88,164.0,0.845,0.0,2.1879999999999997,32.8
H0220,28420056,1,2,SLOW_MODES,1,0,0,0.0,164.0,0.0,0.0,0.0,32.8
H0221,28420168,0,0,PT,1,179,10,32.0,180.0,0.895,0.16666666666666666,3.2,36.0
H0221,28420168,0,1,CAR,1,178,0,24.26,180.0,0.89,0.0,2.426,36.0
H0221,28420168,0,2,SLOW_MODES,1,0,0,0.0,180.0,0.0,0.0,0.0,36.0
H0222,28420168,1,0,PT,1,75,7,2.2,6.5,0.375,0.11666666666666667,0.22000000000000003,1.3
H0222,28420168,1,1,CAR,1,13,0,1.32,6.5,0.065,0.0,0.132,1.3
H0222,28420168,1,2,SLOW_MODES,1,0,0,0.0,6.5,0.0,0.0,0.0,1.3
H0223,28420388,0,0,PT,1,105,4,0.0,116.0,0.525,0.06666666666666667,0.0,23.2
H0223,28420388,0,1,CAR,1,129,0,15.76,116.0,0.645,0.0,1.576,23.2
H0223,28420388,0,2,SLOW_MODES,1,0,0,0.0,116.0,0.0,0.0,0.0,23.2
H0224,28630155,1,0,PT,1,36,0,4.0,12.0,0.18,0.0,0.4,2.4
H0224,28630155,1,1,CAR,1,16,0,1.86,12.0,0.08,0.0,0.186,2.4
H0224,28630155,1,2,SLOW_MODES,1,0,0,0.0,12.0,0.0,0.0,0.0,2.4
H0225,28630155,1,0,PT,1,137,43,24.6,66.0,0.685,0.7166666666666667,2.46,13.2
H0225,28630155,1,1,CAR,1,82,0,10.17,66.0,0.41,0.0,1.017,13.2
H0225,28630155,1,2,SLOW_MODES,1,0,0,0.0,66.0,0.0,0.0,0.0,13.2
H0226,28640112,1,0,PT,1,130,5,26.4,50.5,0.65,0.08333333333333333,2.6399999999999997,10.1
H0226,28640112,1,1,CAR,1,52,0,7.28,50.5,0.26,0.0,0.728,10.1
H0226,28640112,1,2,SLOW_MODES,1,0,0,0.0,50.5,0.0,0.0,0.0,10.1
H0227,28640121,1,0,PT,1,74,0,6.0,6.0,0.37,0.0,0.6,1.2
H0227,28640121,1,1,CAR,1,8,0,0.97,6.0,0.04,0.0,0.097,1.2
H0227,28640121,1,2,SLOW_MODES,1,0,0,0.0,6.0,0.0,0.0,0.0,1.2
H0228,28640121,1,0,PT,1,43,0,12.4,18.0,0.215,0.0,1.24,3.6
H0228,28640121,1,1,CAR,1,24,0,2.75,18.0,0.12,0.0,0.275,3.6
H0228,28640121,1,2,SLOW_MODES,1,0,0,0.0,18.0,0.0,0.0,0.0,3.6
H0229,28640122,1,0,PT,1,93,13,26.4,39.0,0.465,0.21666666666666667,2.6399999999999997,7.8
H0229,28640122,1,1,CAR,1,42,0,5.6,39.0,0.21,0.0,0.5599999999999999,7.8
H0229,28640122,1,2,SLOW_MODES,1,0,0,0.0,39.0,0.0,0.0,0.0,7.8
H0230,28640122,1,0,PT,1,77,5,18.4,26.0,0.385,0.08333333333333333,1.8399999999999999,5.2
H0230,28640122,1,1,CAR,1,38,0,4.1,26.0,0.19,0.0,0.41,5.2
H0230,28640122,1,2,SLOW_MODES,1,0,0,0.0,26.0,0.0,0.0,0.0,5.2
H0231,28640182,0,0,PT,1,121,0,37.2,57.5,0.605,0.0,3.72,11.5
H0231,28640182,0,1,CAR,1,79,0,8.98,57.5,0.395,0.0,0.898,11.5
H0231,28640182,0,2,SLOW_MODES,1,0,0,0.0,57.5,0.0,0.0,0.0,11.5
H0232,30330009,1,0,PT,1,130,2,0.0,52.0,0.65,0.03333333333333333,0.0,10.4
H0232,30330009,1,1,CAR,1,53,0,7.32,52.0,0.265,0.0,0.732,10.4
H0232,30330009,1,2,SLOW_MODES,1,0,0,0.0,52.0,0.0,0.0,0.0,10.4
H0233,30330035,0,0,PT,1,84,9,0.0,26.0,0.42,0.15,0.0,5.2
H0233,30330035,0,1,CAR,1,32,0,4.14,26.0,0.16,0.0,0.414,5.2
H0233,30330035,0,2,SLOW_MODES,1,0,0,0.0,26.0,0.0,0.0,0.0,5.2
H0234,30330170,1,0,PT,1,205,20,23.1,69.0,1.025,0.3333333333333333,2.31,13.8
H0234,30330170,1,1,CAR,1,60,0,9.33,69.0,0.3,0.0,0.933,13.8
H0234,30330170,1,2,SLOW_MODES,1,0,0,0.0,69.0,0.0,0.0,0.0,13.8
H0235,30330353,1,0,PT,1,102,10,4.8,26.5,0.51,0.16666666666666666,0.48,5.3
H0235,30330353,1,1,CAR,1,29,0,4.18,26.5,0.145,0.0,0.418,5.3
H0235,30330353,1,2,SLOW_MODES,1,0,0,0.0,26.5,0.0,0.0,0.0,5.3
H0236,30330355,1,0,PT,1,112,1,3.8,18.5,0.56,0.016666666666666666,0.38,3.7
H0236,30330355,1,1,CAR,1,27,0,2.94,18.5,0.135,0.0,0.294,3.7
H0236,30330355,1,2,SLOW_MODES,1,0,0,0.0,18.5,0.0,0.0,0.0,3.7
H0237,30330364,1,0,PT,1,139,3,3.8,25.0,0.695,0.05,0.38,5.0
H0237,30330364,1,1,CAR,1,38,0,3.98,25.0,0.19,0.0,0.398,5.0
H0237,30330364,1,2,SLOW_MODES,1,0,0,0.0,25.0,0.0,0.0,0.0,5.0
H0238,30330370,1,0,PT,1,73,0,3.8,22.0,0.365,0.0,0.38,4.4
H0238,30330370,1,1,CAR,1,34,0,3.61,22.0,0.17,0.0,0.361,4.4
H0238,30330370,1,2,SLOW_MODES,1,0,0,0.0,22.0,0.0,0.0,0.0,4.4
H0239,30330409,0,0,PT,1,86,1,3.8,16.5,0.43,0.016666666666666666,0.38,3.3
H0239,30330409,0,1,CAR,1,26,0,2.72,16.5,0.13,0.0,0.272,3.3
H0239,30330409,0,2,SLOW_MODES,1,0,0,0.0,16.5,0.0,0.0,0.0,3.3
H0240,30330485,1,0,PT,1,68,5,5.7,11.0,0.34,0.08333333333333333,0.5700000000000001,2.2
H0240,30330485,1,1,CAR,1,12,0,1.62,11.0,0.06,0.0,0.162,2.2
H0240,30330485,1,2,SLOW_MODES,1,0,0,0.0,11.0,0.0,0.0,0.0,2.2
H0241,30330486,1,0,PT,1,151,49,8.6,46.5,0.755,0.8166666666666667,0.86,9.3
H0241,30330486,1,1,CAR,1,66,0,7.44,46.5,0.33,0.0,0.744,9.3
H0241,30330486,1,2,SLOW_MODES,1,0,0,0.0,46.5,0.0,0.0,0.0,9.3
H0242,30330486,1,0,PT,1,99,19,3.8,29.0,0.495,0.31666666666666665,0.38,5.8
H0242,30330486,1,1,CAR,1,38,0,4.66,29.0,0.19,0.0,0.466,5.8
H0242,30330486,1,2,SLOW_MODES,1,0,0,0.0,29.0,0.0,0.0,0.0,5.8
H0243,30330513,1,0,PT,1,254,23,29.3,100.5,1.27,0.38333333333333336,2.93,20.1
H0243,30330513,1,1,CAR,1,88,0,12.91,100.5,0.44,0.0,1.291,20.1
H0243,30330513,1,2,SLOW_MODES,1,0,0,0.0,100.5,0.0,0.0,0.0,20.1
H0244,30330535,1,0,PT,1,61,4,3.8,5.5,0.305,0.06666666666666667,0.38,1.1
H0244,30330535,1,1,CAR,1,10,0,1.1,5.5,0.05,0.0,0.11000000000000001,1.1
H0244,30330535,1,2,SLOW_MODES,1,0,0,0.0,5.5,0.0,0.0,0.0,1.1
H0245,30330535,1,0,PT,1,43,0,3.8,5.5,0.215,0.0,0.38,1.1
H0245,30330535,1,1,CAR,1,10,0,1.1,5.5,0.05,0.0,0.11000000000000001,1.1
H0245,30330535,1,2,SLOW_MODES,1,0,0,0.0,5.5,0.0,0.0,0.0,1.1
H0246,30330535,1,0,PT,1,61,19,3.8,5.5,0.305,0.31666666666666665,0.38,1.1
H0246,30330535,1,1,CAR,1,10,0,1.1,5.5,0.05,0.0,0.11000000000000001,1.1
H0246,30330535,1,2,SLOW_MODES,1,0,0,0.0,5.5,0.0,0.0,0.0,1.1
H0247,30330558,0,0,PT,1,91,5,3.8,18.5,0.455,0.08333333333333333,0.38,3.7
H0247,30330558,0,1,CAR,1,31,0,3.28,18.5,0.155,0.0,0.32799999999999996,3.7
H0247,30330558,0,2,SLOW_MODES,1,0,0,0.0,18.5,0.0,0.0,0.0,3.7
H0248,30330558,1,0,PT,1,59,0,3.8,16.05,0.295,0.0,0.38,3.21
H0248,30330558,1,1,CAR,1,28,0,2.94,16.05,0.14,0.0,0.294,3.21
H0248,30330558,1,2,SLOW_MODES,1,0,0,0.0,16.05,0.0,0.0,0.0,3.21
H0249,30330565,0,0,PT,1,86,0,3.8,19.5,0.43,0.0,0.38,3.9
H0249,30330565,0,1,CAR,1,34,0,3.42,19.5,0.17,0.0,0.34199999999999997,3.9
H0249,30330565,0,2,SLOW_MODES,1,0,0,0.0,19.5,0.0,0.0,0.0,3.9
H0250,30330569,0,0,PT,1,43,0,3.8,16.0,0.215,0.0,0.38,3.2
H0250,30330569,0,1,CAR,1,25,0,2.67,16.0,0.125,0.0,0.267,3.2
H0250,30330569,0,2,SLOW_MODES,1,0,0,0.0,16.0,0.0,0.0,0.0,3.2
H0251,30330629,1,0,PT,1,118,5,5.7,13.0,0.59,0.08333333333333333,0.5700000000000001,2.6
H0251,30330629,1,1,CAR,1,23,0,2.51,13.0,0.115,0.0,0.251,2.6
H0251,30330629,1,2,SLOW_MODES,1,0,0,0.0,13.0,0.0,0.0,0.0,2.6
H0252,30330653,0,0,PT,1,84,0,3.8,19.0,0.42,0.0,0.38,3.8
H0252,30330653,0,1,CAR,1,30,0,4.13,19.0,0.15,0.0,0.413,3.8
H0252,30330653,0,2,SLOW_MODES,1,0,0,0.0,19.0,0.0,0.0,0.0,3.8
H0253,30330653,0,0,PT,1,92,0,3.8,19.0,0.46,0.0,0.38,3.8
H0253,30330653,0,1,CAR,1,30,0,4.13,19.0,0.15,0.0,0.413,3.8
H0253,30330653,0,2,SLOW_MODES,1,0,0,0.0,19.0,0.0,0.0,0.0,3.8
H0254,30330669,0,0,PT,1,74,0,3.8,18.0,0.37,0.0,0.38,3.6
H0254,30330669,0,1,CAR,1,29,0,3.04,18.0,0.145,0.0,0.304,3.6
H0254,30330669,0,2,SLOW_MODES,1,0,0,0.0,18.0,0.0,0.0,0.0,3.6
H0255,30330669,1,0,PT,1,79,10,3.8,7.0,0.395,0.16666666666666666,0.38,1.4
H0255,30330669,1,1,CAR,1,13,0,1.33,7.0,0.065,0.0,0.133,1.4
H0255,30330669,1,2,SLOW_MODES,1,0,0,0.0,7.0,0.0,0.0,0.0,1.4
H0256,30330674,1,0,PT,1,83,3,3.8,28.0,0.415,0.05,0.38,5.6
H0256,30330674,1,1,CAR,1,37,0,4.5,28.0,0.185,0.0,0.45,5.6
H0256,30330674,1,2,SLOW_MODES,1,0,0,0.0,28.0,0.0,0.0,0.0,5.6
H0257,30330674,1,0,PT,1,164,25,5.7,31.5,0.82,0.4166666666666667,0.5700000000000001,6.3
H0257,30330674,1,1,CAR,1,40,0,4.99,31.5,0.2,0.0,0.499,6.3
H0257,30330674,1,2,SLOW_MODES,1,0,0,0.0,31.5,0.0,0.0,0.0,6.3
H0258,30330675,0,0,PT,1,209,92,10.8,66.0,1.045,1.5333333333333334,1.08,13.2
H0258,30330675,0,1,CAR,0,50,0,8.77,66.0,0.25,0.0,0.877,13.2
H0258,30330675,0,2,SLOW_MODES,1,0,0,0.0,66.0,0.0,0.0,0.0,13.2
H0259,30330693,1,0,PT,1,115,3,3.8,34.0,0.575,0.05,0.38,6.8
H0259,30330693,1,1,CAR,1,42,0,5.27,34.0,0.21,0.0,0.5269999999999999,6.8
H0259,30330693,1,2,SLOW_MODES,1,0,0,0.0,34.0,0.0,0.0,0.0,6.8
H0260,30330725,1,0,PT,1,213,13,16.2,80.0,1.065,0.21666666666666667,1.6199999999999999,16.0
H0260,30330725,1,1,CAR,1,72,0,10.46,80.0,0.36,0.0,1.046,16.0
H0260,30330725,1,2,SLOW_MODES,1,0,0,0.0,80.0,0.0,0.0,0.0,16.0
H0261,30330751,1,0,PT,1,142,40,15.0,93.0,0.71,0.6666666666666666,1.5,18.6
H0261,30330751,1,1,CAR,1,69,0,12.55,93.0,0.345,0.0,1.2550000000000001,18.6
H0261,30330751,1,2,SLOW_MODES,1,0,0,0.0,93.0,0.0,0.0,0.0,18.6
H0262,30330770,2,0,PT,1,125,16,4.9,21.1,0.625,0.26666666666666666,0.49000000000000005,4.220000000000001
H0262,30330770,2,1,CAR,1,33,0,3.64,21.1,0.165,0.0,0.364,4.220000000000001
H0262,30330770,2,2,SLOW_MODES,1,0,0,0.0,21.1,0.0,0.0,0.0,4.220000000000001
H0263,30330795,1,0,PT,1,258,22,11.4,68.0,1.29,0.36666666666666664,1.1400000000000001,13.6
H0263,30330795,1,1,CAR,1,106,0,11.52,68.0,0.53,0.0,1.152,13.6
H0263,30330795,1,2,SLOW_MODES,1,0,0,0.0,68.0,0.0,0.0,0.0,13.6
H0264,30330821,0,0,PT,1,55,0,0.0,17.5,0.275,0.0,0.0,3.5
H0264,30330821,0,1,CAR,1,24,0,2.69,17.5,0.12,0.0,0.269,3.5
H0264,30330821,0,2,SLOW_MODES,1,0,0,0.0,17.5,0.0,0.0,0.0,3.5
H0265,30330833,2,0,PT,1,83,0,3.8,22.0,0.415,0.0,0.38,4.4
H0265,30330833,2,1,CAR,1,31,0,3.58,22.0,0.155,0.0,0.358,4.4
H0265,30330833,2,2,SLOW_MODES,1,0,0,0.0,22.0,0.0,0.0,0.0,4.4
H0266,30330851,1,0,PT,1,93,0,3.8,17.5,0.465,0.0,0.38,3.5
H0266,30330851,1,1,CAR,1,25,0,2.97,17.5,0.125,0.0,0.29700000000000004,3.5
H0266,30330851,1,2,SLOW_MODES,1,0,0,0.0,17.5,0.0,0.0,0.0,3.5
H0267,30331017,0,0,PT,1,58,0,0.0,18.0,0.29,0.0,0.0,3.6
H0267,30331017,0,1,CAR,1,30,0,3.07,18.0,0.15,0.0,0.307,3.6
H0267,30331017,0,2,SLOW_MODES,1,0,0,0.0,18.0,0.0,0.0,0.0,3.6
H0268,30331035,1,0,PT,1,136,24,11.4,74.0,0.68,0.4,1.1400000000000001,14.8
H0268,30331035,1,1,CAR,1,67,0,10.19,74.0,0.335,0.0,1.019,14.8
H0268,30331035,1,2,SLOW_MODES,1,0,0,0.0,74.0,0.0,0.0,0.0,14.8
H0269,30332010,1,0,PT,1,189,21,24.6,86.0,0.945,0.35,2.46,17.2
H0269,30332010,1,1,CAR,1,74,0,12.22,86.0,0.37,0.0,1.222,17.2
H0269,30332010,1,2,SLOW_MODES,1,0,0,0.0,86.0,0.0,0.0,0.0,17.2
H0270,30860015,0,0,PT,1,115,7,0.0,29.0,0.575,0.11666666666666667,0.0,5.8
H0270,30860015,0,1,CAR,0,44,0,4.99,29.0,0.22,0.0,0.499,5.8
H0270,30860015,0,2,SLOW_MODES,1,0,0,0.0,29.0,0.0,0.0,0.0,5.8
H0271,30860017,0,0,PT,1,100,21,18.4,34.0,0.5,0.35,1.8399999999999999,6.8
H0271,30860017,0,1,CAR,1,52,0,5.49,34.0,0.26,0.0,0.549,6.8
H0271,30860017,0,2,SLOW_MODES,1,0,0,0.0,34.0,0.0,0.0,0.0,6.8
H0272,30860031,1,0,PT,1,197,51,11.4,56.5,0.985,0.85,1.1400000000000001,11.3
H0272,30860031,1,1,CAR,1,71,0,7.18,56.5,0.355,0.0,0.718,11.3
H0272,30860031,1,2,SLOW_MODES,1,0,0,0.0,56.5,0.0,0.0,0.0,11.3
H0273,30860032,1,0,PT,1,181,51,9.5,38.5,0.905,0.85,0.95,7.7
H0273,30860032,1,1,CAR,1,57,0,5.86,38.5,0.285,0.0,0.5860000000000001,7.7
H0273,30860032,1,2,SLOW_MODES,1,0,0,0.0,38.5,0.0,0.0,0.0,7.7
H0274,30860061,1,0,PT,1,168,22,34.6,104.5,0.84,0.36666666666666664,3.46,20.9
H0274,30860061,1,1,CAR,1,93,0,14.6,104.5,0.465,0.0,1.46,20.9
H0274,30860061,1,2,SLOW_MODES,1,0,0,0.0,104.5,0.0,0.0,0.0,20.9
H0275,30860095,1,0,PT,1,99,0,3.8,2.3,0.495,0.0,0.38,0.45999999999999996
H0275,30860095,1,1,CAR,1,3,0,0.37,2.3,0.015,0.0,0.037,0.45999999999999996
H0275,30860095,1,2,SLOW_MODES,1,0,0,0.0,2.3,0.0,0.0,0.0,0.45999999999999996
H0276,30860141,1,0,PT,1,81,12,7.6,17.0,0.405,0.2,0.76,3.4
H0276,30860141,1,1,CAR,1,26,0,2.72,17.0,0.13,0.0,0.272,3.4
H0276,30860141,1,2,SLOW_MODES,1,0,0,0.0,17.0,0.0,0.0,0.0,3.4
H0277,30860142,1,0,PT,1,87,36,7.6,45.0,0.435,0.6,0.76,9.0
H0277,30860142,1,1,CAR,1,58,0,6.79,45.0,0.29,0.0,0.679,9.0
H0277,30860142,1,2,SLOW_MODES,1,0,0,0.0,45.0,0.0,0.0,0.0,9.0
H0278,30860175,1,0,PT,1,399,45,33.4,85.5,1.995,0.75,3.34,17.1
H0278,30860175,1,1,CAR,1,100,0,12.64,85.5,0.5,0.0,1.264,17.1
H0278,30860175,1,2,SLOW_MODES,1,0,0,0.0,85.5,0.0,0.0,0.0,17.1
H0279,30860239,1,0,PT,1,71,12,7.6,14.5,0.355,0.2,0.76,2.9
H0279,30860239,1,1,CAR,1,26,0,2.72,14.5,0.13,0.0,0.272,2.9
H0279,30860239,1,2,SLOW_MODES,1,0,0,0.0,14.5,0.0,0.0,0.0,2.9
H0280,30860240,1,0,PT,1,122,7,7.6,23.5,0.61,0.11666666666666667,0.76,4.7
H0280,30860240,1,1,CAR,1,43,0,4.27,23.5,0.215,0.0,0.42699999999999994,4.7
H0280,30860240,1,2,SLOW_MODES,1,0,0,0.0,23.5,0.0,0.0,0.0,4.7
H0281,30860245,1,0,PT,1,157,24,7.1,27.4,0.785,0.4,0.71,5.4799999999999995
H0281,30860245,1,1,CAR,1,42,0,4.8,27.4,0.21,0.0,0.48,5.4799999999999995
H0281,30860245,1,2,SLOW_MODES,1,0,0,0.0,27.4,0.0,0.0,0.0,5.4799999999999995
H0282,30860246,1,0,PT,1,133,16,3.8,30.0,0.665,0.26666666666666666,0.38,6.0
H0282,30860246,1,1,CAR,1,37,0,4.69,30.0,0.185,0.0,0.46900000000000003,6.0
H0282,30860246,1,2,SLOW_MODES,1,0,0,0.0,30.0,0.0,0.0,0.0,6.0
H0283,30860250,1,0,PT,1,192,21,11.5,49.0,0.96,0.35,1.15,9.8
