GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE,custom_id,task_position,task_id,TRAIN_COST_SCALED,SM_COST_SCALED,CAR_COST_SCALED,TRAIN_TIME_SCALED,SM_TIME_SCALED,CAR_TIME_SCALED,chosen_alternative_name
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,299,70,120,135,74,30,0,180,100,2,2611,1,H0449_T01,0.7,0.74,1.0,2.99,1.35,1.8,SWISSMETRO
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,224,52,120,141,62,30,0,234,80,2,2612,2,H0449_T02,0.52,0.62,0.8,2.24,1.41,2.34,SWISSMETRO
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,299,52,120,149,64,20,0,144,80,3,2613,3,H0449_T03,0.52,0.64,0.8,2.99,1.49,1.44,CAR
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,249,52,60,149,64,10,0,234,130,2,2614,4,H0449_T04,0.52,0.64,1.3,2.49,1.49,2.34,SWISSMETRO
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,249,58,120,149,66,30,0,144,130,3,2615,5,H0449_T05,0.58,0.66,1.3,2.49,1.49,1.44,CAR
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,224,58,60,149,66,20,0,234,100,2,2616,6,H0449_T06,0.58,0.66,1.0,2.24,1.49,2.34,SWISSMETRO
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,224,70,60,141,78,10,0,180,80,3,2617,7,H0449_T07,0.7,0.78,0.8,2.24,1.41,1.8,CAR
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,224,58,120,135,70,20,0,180,130,3,2618,8,H0449_T08,0.58,0.7,1.3,2.24,1.35,1.8,CAR
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,249,70,30,149,91,20,0,180,130,3,2619,9,H0449_T09,0.7,0.91,1.3,2.49,1.49,1.8,CAR
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,119,50,120,70,54,20,0,130,60,2,2620,1,H0450_T01,0.5,0.54,0.6,1.19,0.7,1.3,SWISSMETRO
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,107,50,30,67,52,10,0,130,78,2,2621,2,H0450_T02,0.5,0.52,0.78,1.07,0.67,1.3,SWISSMETRO
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,143,50,60,74,62,30,0,130,48,2,2622,3,H0450_T03,0.5,0.62,0.48,1.43,0.74,1.3,SWISSMETRO
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,107,42,30,70,54,20,0,80,48,2,2623,4,H0450_T04,0.42,0.54,0.48,1.07,0.7,0.8,SWISSMETRO
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,143,38,60,70,43,20,0,100,78,2,2624,5,H0450_T05,0.38,0.43,0.78,1.43,0.7,1.0,SWISSMETRO
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,119,38,120,67,50,10,0,100,48,2,2625,6,H0450_T06,0.38,0.5,0.48,1.19,0.67,1.0,SWISSMETRO
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,107,50,120,74,62,10,0,80,60,2,2626,7,H0450_T07,0.5,0.62,0.6,1.07,0.74,0.8,SWISSMETRO
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,107,38,30,74,45,30,0,100,60,2,2627,8,H0450_T08,0.38,0.45,0.6,1.07,0.74,1.0,SWISSMETRO
3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,1,1,1,143,42,60,67,49,10,0,80,60,2,2628,9,H0450_T09,0.42,0.49,0.6,1.43,0.67,0.8,SWISSMETRO
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,341,62,30,202,66,10,0,200,100,2,2629,1,H0451_T01,0.62,0.66,1.0,3.41,2.02,2.0,SWISSMETRO
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,341,62,120,194,80,10,0,260,162,2,2630,2,H0451_T02,0.62,0.8,1.62,3.41,1.94,2.6,SWISSMETRO
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,341,56,30,188,74,20,0,260,125,2,2631,3,H0451_T03,0.56,0.74,1.25,3.41,1.88,2.6,SWISSMETRO
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,280,56,60,188,74,30,0,160,162,2,2632,4,H0451_T04,0.56,0.74,1.62,2.8,1.88,1.6,SWISSMETRO
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,300,62,30,188,70,30,0,260,100,2,2633,5,H0451_T05,0.62,0.7,1.0,3.0,1.88,2.6,SWISSMETRO
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,300,56,30,194,62,10,0,160,125,2,2634,6,H0451_T06,0.56,0.62,1.25,3.0,1.94,1.6,SWISSMETRO
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,300,74,60,188,78,20,0,160,100,2,2635,7,H0451_T07,0.74,0.78,1.0,3.0,1.88,1.6,SWISSMETRO
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,341,74,30,194,80,30,0,160,162,2,2636,8,H0451_T08,0.74,0.8,1.62,3.41,1.94,1.6,SWISSMETRO
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,300,62,60,194,80,30,0,200,125,2,2637,9,H0451_T09,0.62,0.8,1.25,3.0,1.94,2.0,SWISSMETRO
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,96,22,30,67,48,10,0,70,32,1,2638,1,H0452_T01,0.22,0.48,0.32,0.96,0.67,0.7,TRAIN
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,96,22,120,63,56,10,0,91,52,1,2639,2,H0452_T02,0.22,0.56,0.52,0.96,0.63,0.91,TRAIN
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,96,20,30,60,52,20,0,91,40,1,2640,3,H0452_T03,0.2,0.52,0.4,0.96,0.6,0.91,TRAIN
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,75,20,60,60,52,30,0,56,52,1,2641,4,H0452_T04,0.2,0.52,0.52,0.75,0.6,0.56,TRAIN
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,82,22,30,60,50,30,0,91,32,1,2642,5,H0452_T05,0.22,0.5,0.32,0.82,0.6,0.91,TRAIN
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,82,20,30,63,45,10,0,56,40,1,2643,6,H0452_T06,0.2,0.45,0.4,0.82,0.63,0.56,TRAIN
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,82,26,60,60,53,20,0,56,32,1,2644,7,H0452_T07,0.26,0.53,0.32,0.82,0.6,0.56,TRAIN
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,96,26,30,63,56,30,0,56,52,1,2645,8,H0452_T08,0.26,0.56,0.52,0.96,0.63,0.56,TRAIN
3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,82,22,60,63,56,30,0,70,40,1,2646,9,H0452_T09,0.22,0.56,0.4,0.82,0.63,0.7,TRAIN
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,200,74,120,71,82,20,0,325,160,2,2647,1,H0453_T01,0.74,0.82,1.6,2.0,0.71,3.25,SWISSMETRO
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,182,74,30,63,78,10,0,325,208,2,2648,2,H0453_T02,0.74,0.78,2.08,1.82,0.63,3.25,SWISSMETRO
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,236,74,60,81,99,30,0,325,128,2,2649,3,H0453_T03,0.74,0.99,1.28,2.36,0.81,3.25,SWISSMETRO
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,182,62,30,71,86,20,0,200,128,2,2650,4,H0453_T04,0.62,0.86,1.28,1.82,0.71,2.0,SWISSMETRO
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,236,56,60,71,64,20,0,250,208,2,2651,5,H0453_T05,0.56,0.64,2.08,2.36,0.71,2.5,SWISSMETRO
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,200,56,120,63,78,10,0,250,128,2,2652,6,H0453_T06,0.56,0.78,1.28,2.0,0.63,2.5,SWISSMETRO
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,182,74,120,81,99,10,0,200,160,2,2653,7,H0453_T07,0.74,0.99,1.6,1.82,0.81,2.0,SWISSMETRO
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,182,56,30,81,66,30,0,250,160,2,2654,8,H0453_T08,0.56,0.66,1.6,1.82,0.81,2.5,SWISSMETRO
3,1,1,453,1,0,1,2,1,2,0,2,0,25,1,1,1,1,236,62,60,63,72,10,0,200,160,2,2655,9,H0453_T09,0.62,0.72,1.6,2.36,0.63,2.0,SWISSMETRO
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,193,62,120,50,66,30,0,200,115,2,2656,1,H0454_T01,0.62,0.66,1.15,1.93,0.5,2.0,SWISSMETRO
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,150,47,120,56,53,30,0,260,92,2,2657,2,H0454_T02,0.47,0.53,0.92,1.5,0.56,2.6,SWISSMETRO
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,193,47,120,64,57,20,0,160,92,3,2658,3,H0454_T03,0.47,0.57,0.92,1.93,0.64,1.6,CAR
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,164,47,60,64,57,10,0,260,149,3,2659,4,H0454_T04,0.47,0.57,1.49,1.64,0.64,2.6,CAR
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,164,52,120,64,57,30,0,160,149,3,2660,5,H0454_T05,0.52,0.57,1.49,1.64,0.64,1.6,CAR
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,150,52,60,64,57,20,0,260,115,3,2661,6,H0454_T06,0.52,0.57,1.15,1.5,0.64,2.6,CAR
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,150,62,60,56,70,10,0,200,92,2,2662,7,H0454_T07,0.62,0.7,0.92,1.5,0.56,2.0,SWISSMETRO
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,150,52,120,50,62,20,0,200,149,2,2663,8,H0454_T08,0.52,0.62,1.49,1.5,0.5,2.0,SWISSMETRO
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,164,62,30,64,82,20,0,200,149,3,2664,9,H0454_T09,0.62,0.82,1.49,1.64,0.64,2.0,CAR
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,146,40,30,55,45,10,0,120,56,3,2665,1,H0455_T01,0.4,0.45,0.56,1.46,0.55,1.2,CAR
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,146,40,120,49,53,10,0,156,91,2,2666,2,H0455_T02,0.4,0.53,0.91,1.46,0.49,1.56,SWISSMETRO
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,146,36,30,44,50,20,0,156,70,2,2667,3,H0455_T03,0.36,0.5,0.7,1.46,0.44,1.56,SWISSMETRO
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,114,36,60,44,50,30,0,96,91,3,2668,4,H0455_T04,0.36,0.5,0.91,1.14,0.44,0.96,CAR
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,125,40,30,44,46,30,0,156,56,3,2669,5,H0455_T05,0.4,0.46,0.56,1.25,0.44,1.56,CAR
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,125,36,30,49,42,10,0,96,70,2,2670,6,H0455_T06,0.36,0.42,0.7,1.25,0.49,0.96,SWISSMETRO
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,125,48,60,44,50,20,0,96,56,3,2671,7,H0455_T07,0.48,0.5,0.56,1.25,0.44,0.96,CAR
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,146,48,30,49,53,30,0,96,91,2,2672,8,H0455_T08,0.48,0.53,0.91,1.46,0.49,0.96,SWISSMETRO
3,1,1,455,1,0,1,3,0,4,1,2,0,25,2,1,1,1,125,40,60,49,53,30,0,120,70,2,2673,9,H0455_T09,0.4,0.53,0.7,1.25,0.49,1.2,SWISSMETRO
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,120,63,30,94,70,10,0,90,44,3,2674,1,H0456_T01,0.63,0.7,0.44,1.2,0.94,0.9,CAR
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,120,63,120,92,80,10,0,117,71,2,2675,2,H0456_T02,0.63,0.8,0.71,1.2,0.92,1.17,SWISSMETRO
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,120,57,30,90,76,20,0,117,55,2,2676,3,H0456_T03,0.57,0.76,0.55,1.2,0.9,1.17,SWISSMETRO
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,95,57,60,90,76,30,0,72,71,3,2677,4,H0456_T04,0.57,0.76,0.71,0.95,0.9,0.72,CAR
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,103,63,30,90,71,30,0,117,44,3,2678,5,H0456_T05,0.63,0.71,0.44,1.03,0.9,1.17,CAR
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,103,57,30,92,63,10,0,72,55,3,2679,6,H0456_T06,0.57,0.63,0.55,1.03,0.92,0.72,CAR
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,103,76,60,90,83,20,0,72,44,3,2680,7,H0456_T07,0.76,0.83,0.44,1.03,0.9,0.72,CAR
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,120,76,30,92,83,30,0,72,71,3,2681,8,H0456_T08,0.76,0.83,0.71,1.2,0.92,0.72,CAR
3,1,1,456,1,0,3,1,0,2,1,2,0,25,10,1,1,1,103,63,60,92,80,30,0,90,55,3,2682,9,H0456_T09,0.63,0.8,0.55,1.03,0.92,0.9,CAR
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,89,60,120,34,76,20,0,91,45,2,2683,1,H0457_T01,0.6,0.76,0.45,0.89,0.34,0.91,SWISSMETRO
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,82,60,30,31,68,10,0,91,58,1,2684,2,H0457_T02,0.6,0.68,0.58,0.82,0.31,0.91,TRAIN
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,103,60,60,38,86,30,0,91,36,3,2685,3,H0457_T03,0.6,0.86,0.36,1.03,0.38,0.91,CAR
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,82,50,30,34,76,20,0,56,36,3,2686,4,H0457_T04,0.5,0.76,0.36,0.82,0.34,0.56,CAR
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,103,45,60,34,52,20,0,70,58,2,2687,5,H0457_T05,0.45,0.52,0.58,1.03,0.34,0.7,SWISSMETRO
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,89,45,120,31,68,10,0,70,36,2,2688,6,H0457_T06,0.45,0.68,0.36,0.89,0.31,0.7,SWISSMETRO
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,82,60,120,38,86,10,0,56,45,3,2689,7,H0457_T07,0.6,0.86,0.45,0.82,0.38,0.56,CAR
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,82,45,30,38,57,30,0,70,45,2,2690,8,H0457_T08,0.45,0.57,0.45,0.82,0.38,0.7,SWISSMETRO
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,103,50,60,31,63,10,0,56,45,2,2691,9,H0457_T09,0.5,0.63,0.45,1.03,0.31,0.56,SWISSMETRO
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,120,96,120,65,106,20,0,130,60,2,2692,1,H0458_T01,0.96,1.06,0.6,1.2,0.65,1.3,SWISSMETRO
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,109,96,30,62,99,10,0,130,78,2,2693,2,H0458_T02,0.96,0.99,0.78,1.09,0.62,1.3,SWISSMETRO
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,142,96,60,69,123,30,0,130,48,3,2694,3,H0458_T03,0.96,1.23,0.48,1.42,0.69,1.3,CAR
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,109,80,30,65,106,20,0,80,48,3,2695,4,H0458_T04,0.8,1.06,0.48,1.09,0.65,0.8,CAR
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,142,72,60,65,83,20,0,100,78,2,2696,5,H0458_T05,0.72,0.83,0.78,1.42,0.65,1.0,SWISSMETRO
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,120,72,120,62,98,10,0,100,48,3,2697,6,H0458_T06,0.72,0.98,0.48,1.2,0.62,1.0,CAR
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,109,96,120,69,123,10,0,80,60,3,2698,7,H0458_T07,0.96,1.23,0.6,1.09,0.69,0.8,CAR
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,109,72,30,69,90,30,0,100,60,2,2699,8,H0458_T08,0.72,0.9,0.6,1.09,0.69,1.0,SWISSMETRO
3,1,1,458,1,0,3,1,0,3,1,2,0,2,19,1,1,1,142,80,60,62,95,10,0,80,60,2,2700,9,H0458_T09,0.8,0.95,0.6,1.42,0.62,0.8,SWISSMETRO
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,222,111,30,90,123,10,0,170,76,3,2701,1,H0459_T01,1.11,1.23,0.76,2.22,0.9,1.7,CAR
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,222,111,120,82,149,10,0,221,123,2,2702,2,H0459_T02,1.11,1.49,1.23,2.22,0.82,2.21,SWISSMETRO
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,222,100,30,76,139,20,0,221,95,2,2703,3,H0459_T03,1.0,1.39,0.95,2.22,0.76,2.21,SWISSMETRO
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,171,100,60,76,139,30,0,136,123,2,2704,4,H0459_T04,1.0,1.39,1.23,1.71,0.76,1.36,SWISSMETRO
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,188,111,30,76,132,30,0,221,76,2,2705,5,H0459_T05,1.11,1.32,0.76,1.88,0.76,2.21,SWISSMETRO
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,188,100,30,82,114,10,0,136,95,2,2706,6,H0459_T06,1.0,1.14,0.95,1.88,0.82,1.36,SWISSMETRO
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,188,133,60,76,144,20,0,136,76,3,2707,7,H0459_T07,1.33,1.44,0.76,1.88,0.76,1.36,CAR
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,222,133,30,82,149,30,0,136,123,3,2708,8,H0459_T08,1.33,1.49,1.23,2.22,0.82,1.36,CAR
3,1,1,459,1,0,3,1,0,3,1,3,0,22,1,1,1,1,188,111,60,82,149,30,0,170,95,3,2709,9,H0459_T09,1.11,1.49,0.95,1.88,0.82,1.7,CAR
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,163,43,30,124,50,10,0,40,24,3,2710,1,H0460_T01,0.43,0.5,0.24,1.63,1.24,0.4,CAR
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,163,43,120,122,62,10,0,52,39,3,2711,2,H0460_T02,0.43,0.62,0.39,1.63,1.22,0.52,CAR
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,163,39,30,120,57,20,0,52,30,3,2712,3,H0460_T03,0.39,0.57,0.3,1.63,1.2,0.52,CAR
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,138,39,60,120,57,30,0,32,39,3,2713,4,H0460_T04,0.39,0.57,0.39,1.38,1.2,0.32,CAR
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,146,43,30,120,53,30,0,52,24,3,2714,5,H0460_T05,0.43,0.53,0.24,1.46,1.2,0.52,CAR
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,146,39,30,122,45,10,0,32,30,3,2715,6,H0460_T06,0.39,0.45,0.3,1.46,1.22,0.32,CAR
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,146,52,60,120,58,20,0,32,24,3,2716,7,H0460_T07,0.52,0.58,0.24,1.46,1.2,0.32,CAR
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,163,52,30,122,63,30,0,32,39,3,2717,8,H0460_T08,0.52,0.63,0.39,1.63,1.22,0.32,CAR
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,146,43,60,122,62,30,0,40,30,3,2718,9,H0460_T09,0.43,0.62,0.3,1.46,1.22,0.4,CAR
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,89,60,120,34,76,20,0,91,35,2,2719,1,H0461_T01,0.6,0.76,0.35,0.89,0.34,0.91,SWISSMETRO
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,82,60,30,31,68,10,0,91,45,2,2720,2,H0461_T02,0.6,0.68,0.45,0.82,0.31,0.91,SWISSMETRO
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,103,60,60,38,86,30,0,91,28,3,2721,3,H0461_T03,0.6,0.86,0.28,1.03,0.38,0.91,CAR
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,82,50,30,34,76,20,0,56,28,3,2722,4,H0461_T04,0.5,0.76,0.28,0.82,0.34,0.56,CAR
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,103,45,60,34,52,20,0,70,45,2,2723,5,H0461_T05,0.45,0.52,0.45,1.03,0.34,0.7,SWISSMETRO
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,89,45,120,31,68,10,0,70,28,2,2724,6,H0461_T06,0.45,0.68,0.28,0.89,0.31,0.7,SWISSMETRO
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,82,60,120,38,86,10,0,56,35,3,2725,7,H0461_T07,0.6,0.86,0.35,0.82,0.38,0.56,CAR
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,82,45,30,38,57,30,0,70,35,2,2726,8,H0461_T08,0.45,0.57,0.35,0.82,0.38,0.7,SWISSMETRO
3,1,1,461,1,0,3,1,0,1,1,1,0,22,2,1,1,1,103,50,60,31,63,10,0,56,35,3,2727,9,H0461_T09,0.5,0.63,0.35,1.03,0.31,0.56,CAR
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,126,62,120,71,76,20,0,91,40,3,2728,1,H0462_T01,0.62,0.76,0.4,1.26,0.71,0.91,CAR
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,114,62,30,68,71,10,0,91,52,3,2729,2,H0462_T02,0.62,0.71,0.52,1.14,0.68,0.91,CAR
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,149,62,60,75,90,30,0,91,32,3,2730,3,H0462_T03,0.62,0.9,0.32,1.49,0.75,0.91,CAR
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,114,52,30,71,80,20,0,56,32,3,2731,4,H0462_T04,0.52,0.8,0.32,1.14,0.71,0.56,CAR
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,149,47,60,71,53,20,0,70,52,3,2732,5,H0462_T05,0.47,0.53,0.52,1.49,0.71,0.7,CAR
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,126,47,120,68,70,10,0,70,32,3,2733,6,H0462_T06,0.47,0.7,0.32,1.26,0.68,0.7,CAR
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,114,62,120,75,90,10,0,56,40,3,2734,7,H0462_T07,0.62,0.9,0.4,1.14,0.75,0.56,CAR
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,114,47,30,75,58,30,0,70,40,3,2735,8,H0462_T08,0.47,0.58,0.4,1.14,0.75,0.7,CAR
3,1,1,462,1,0,3,1,0,3,0,1,0,2,22,1,1,1,149,52,60,68,65,10,0,56,40,3,2736,9,H0462_T09,0.52,0.65,0.4,1.49,0.68,0.56,CAR
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,145,64,120,90,80,20,0,91,40,3,2737,1,H0463_T01,0.64,0.8,0.4,1.45,0.9,0.91,CAR
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,138,64,30,87,76,10,0,91,52,2,2738,2,H0463_T02,0.64,0.76,0.52,1.38,0.87,0.91,SWISSMETRO
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,159,64,60,94,90,30,0,91,32,3,2739,3,H0463_T03,0.64,0.9,0.32,1.59,0.94,0.91,CAR
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,138,53,30,90,80,20,0,56,32,3,2740,4,H0463_T04,0.53,0.8,0.32,1.38,0.9,0.56,CAR
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,159,48,60,90,57,20,0,70,52,2,2741,5,H0463_T05,0.48,0.57,0.52,1.59,0.9,0.7,SWISSMETRO
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,145,48,120,87,71,10,0,70,32,3,2742,6,H0463_T06,0.48,0.71,0.32,1.45,0.87,0.7,CAR
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,138,64,120,94,90,10,0,56,40,3,2743,7,H0463_T07,0.64,0.9,0.4,1.38,0.94,0.56,CAR
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,138,48,30,94,62,30,0,70,40,2,2744,8,H0463_T08,0.48,0.62,0.4,1.38,0.94,0.7,SWISSMETRO
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,159,53,60,87,68,10,0,56,40,2,2745,9,H0463_T09,0.53,0.68,0.4,1.59,0.87,0.56,SWISSMETRO
3,1,1,464,1,0,3,1,0,4,1,2,0,2,1,1,1,1,92,84,120,37,98,20,0,117,55,2,2746,1,H0464_T01,0.84,0.98,0.55,0.92,0.37,1.17,SWISSMETRO
3,1,1,464,1,0,3,1,0,4,1,2,0,2,1,1,1,1,85,84,30,34,91,10,0,117,71,2,2747,2,H0464_T02,0.84,0.91,0.71,0.85,0.34,1.17,SWISSMETRO
3,1,1,464,1,0,3,1,0,4,1,2,0,2,1,1,1,1,106,84,60,41,111,30,0,117,44,3,2748,3,H0464_T03,0.84,1.11,0.44,1.06,0.41,1.17,CAR
3,1,1,464,1,0,3,1,0,4,1,2,0,2,1,1,1,1,85,70,30,37,98,20,0,72,44,1,2749,4,H0464_T04,0.7,0.98,0.44,0.85,0.37,0.72,TRAIN
