custom_id,ID,mode_id,alternative_name,CHOICE,choice,availability,travel_time,travel_cost,headway,seat_configuration,travel_time_hundredth,travel_cost_hundredth,GROUP,SURVEY,SP,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,CAR_AV
3660,594,1,TRAIN,2,0,1,125,72,120,0,1.25,0.72,3,1,1,3,0,3,0,0,2,1,0,0,2,25,1
3660,594,2,SWISSMETRO,2,1,1,44,99,10,0,0.44,0.99,3,1,1,3,0,3,0,0,2,1,0,0,2,25,1
3660,594,3,CAR,2,0,1,120,56,0,0,1.2,0.56,3,1,1,3,0,3,0,0,2,1,0,0,2,25,1
3661,594,1,TRAIN,3,0,1,114,96,120,0,1.14,0.96,3,1,1,3,0,3,0,0,2,1,0,0,2,25,1
3661,594,2,SWISSMETRO,3,0,1,55,123,10,0,0.55,1.23,3,1,1,3,0,3,0,0,2,1,0,0,2,25,1
3661,594,3,CAR,3,1,1,96,70,0,0,0.96,0.7,3,1,1,3,0,3,0,0,2,1,0,0,2,25,1
3662,594,1,TRAIN,2,0,1,114,72,30,0,1.14,0.72,3,1,1,3,0,3,0,0,2,1,0,0,2,25,1
3662,594,2,SWISSMETRO,2,1,1,55,86,30,0,0.55,0.86,3,1,1,3,0,3,0,0,2,1,0,0,2,25,1
3662,594,3,CAR,2,0,1,120,70,0,0,1.2,0.7,3,1,1,3,0,3,0,0,2,1,0,0,2,25,1
3663,594,1,TRAIN,3,0,1,146,80,60,0,1.46,0.8,3,1,1,3,0,3,0,0,2,1,0,0,2,25,1
3663,594,2,SWISSMETRO,3,0,1,44,91,10,0,0.44,0.91,3,1,1,3,0,3,0,0,2,1,0,0,2,25,1
3663,594,3,CAR,3,1,1,96,70,0,0,0.96,0.7,3,1,1,3,0,3,0,0,2,1,0,0,2,25,1
3664,595,1,TRAIN,2,0,1,298,148,120,0,2.98,1.48,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3664,595,2,SWISSMETRO,2,1,1,140,156,30,0,1.4,1.56,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3664,595,3,CAR,2,0,1,200,115,0,0,2.0,1.15,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3665,595,1,TRAIN,2,0,1,232,111,120,0,2.32,1.11,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3665,595,2,SWISSMETRO,2,1,1,146,128,30,0,1.46,1.28,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3665,595,3,CAR,2,0,1,260,92,0,0,2.6,0.92,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3666,595,1,TRAIN,2,0,1,298,111,120,0,2.98,1.11,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3666,595,2,SWISSMETRO,2,1,1,154,132,20,0,1.54,1.32,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3666,595,3,CAR,2,0,1,160,92,0,0,1.6,0.92,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3667,595,1,TRAIN,2,0,1,254,111,60,0,2.54,1.11,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3667,595,2,SWISSMETRO,2,1,1,154,132,10,0,1.54,1.32,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3667,595,3,CAR,2,0,1,260,149,0,0,2.6,1.49,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3668,595,1,TRAIN,2,0,1,254,123,120,0,2.54,1.23,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3668,595,2,SWISSMETRO,2,1,1,154,132,30,0,1.54,1.32,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3668,595,3,CAR,2,0,1,160,149,0,0,1.6,1.49,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3669,595,1,TRAIN,2,0,1,232,123,60,0,2.32,1.23,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3669,595,2,SWISSMETRO,2,1,1,154,132,20,0,1.54,1.32,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3669,595,3,CAR,2,0,1,260,115,0,0,2.6,1.15,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3670,595,1,TRAIN,2,0,1,232,148,60,0,2.32,1.48,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3670,595,2,SWISSMETRO,2,1,1,146,161,10,0,1.46,1.61,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3670,595,3,CAR,2,0,1,200,92,0,0,2.0,0.92,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3671,595,1,TRAIN,2,0,1,232,123,120,0,2.32,1.23,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3671,595,2,SWISSMETRO,2,1,1,140,144,20,0,1.4,1.44,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3671,595,3,CAR,2,0,1,200,149,0,0,2.0,1.49,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3672,595,1,TRAIN,2,0,1,254,148,30,0,2.54,1.48,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3672,595,2,SWISSMETRO,2,1,1,154,189,20,0,1.54,1.89,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3672,595,3,CAR,2,0,1,200,149,0,0,2.0,1.49,3,1,1,3,0,3,0,0,2,1,0,0,17,22,1
3673,596,1,TRAIN,3,0,1,120,80,30,0,1.2,0.8,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3673,596,2,SWISSMETRO,3,0,1,55,90,10,0,0.55,0.9,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3673,596,3,CAR,3,1,1,110,52,0,0,1.1,0.52,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3674,596,1,TRAIN,3,0,1,120,80,120,0,1.2,0.8,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3674,596,2,SWISSMETRO,3,0,1,51,103,10,0,0.51,1.03,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3674,596,3,CAR,3,1,1,143,84,0,0,1.43,0.84,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3675,596,1,TRAIN,3,0,1,120,72,30,0,1.2,0.72,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3675,596,2,SWISSMETRO,3,0,1,48,98,20,0,0.48,0.98,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3675,596,3,CAR,3,1,1,143,65,0,0,1.43,0.65,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3676,596,1,TRAIN,3,0,1,99,72,60,0,0.99,0.72,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3676,596,2,SWISSMETRO,3,0,1,48,98,30,0,0.48,0.98,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3676,596,3,CAR,3,1,1,88,84,0,0,0.88,0.84,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3677,596,1,TRAIN,3,0,1,106,80,30,0,1.06,0.8,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3677,596,2,SWISSMETRO,3,0,1,48,91,30,0,0.48,0.91,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3677,596,3,CAR,3,1,1,143,52,0,0,1.43,0.52,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3678,596,1,TRAIN,3,0,1,106,72,30,0,1.06,0.72,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3678,596,2,SWISSMETRO,3,0,1,51,83,10,0,0.51,0.83,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3678,596,3,CAR,3,1,1,88,65,0,0,0.88,0.65,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3679,596,1,TRAIN,3,0,1,106,96,60,0,1.06,0.96,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3679,596,2,SWISSMETRO,3,0,1,48,99,20,0,0.48,0.99,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3679,596,3,CAR,3,1,1,88,52,0,0,0.88,0.52,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3680,596,1,TRAIN,3,0,1,120,96,30,0,1.2,0.96,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3680,596,2,SWISSMETRO,3,0,1,51,103,30,0,0.51,1.03,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3680,596,3,CAR,3,1,1,88,84,0,0,0.88,0.84,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3681,596,1,TRAIN,3,0,1,106,80,60,0,1.06,0.8,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3681,596,2,SWISSMETRO,3,0,1,51,103,30,0,0.51,1.03,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3681,596,3,CAR,3,1,1,110,65,0,0,1.1,0.65,3,1,1,3,0,3,0,0,3,1,0,0,2,1,1
3682,597,1,TRAIN,2,0,1,125,96,120,0,1.25,0.96,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3682,597,2,SWISSMETRO,2,1,1,49,106,20,0,0.49,1.06,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3682,597,3,CAR,2,0,1,156,80,0,0,1.56,0.8,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3683,597,1,TRAIN,2,0,1,114,96,30,0,1.14,0.96,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3683,597,2,SWISSMETRO,2,1,1,44,99,10,0,0.44,0.99,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3683,597,3,CAR,2,0,1,156,104,0,0,1.56,1.04,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3684,597,1,TRAIN,2,0,1,146,96,60,0,1.46,0.96,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3684,597,2,SWISSMETRO,2,1,1,55,123,30,0,0.55,1.23,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3684,597,3,CAR,2,0,1,156,64,0,0,1.56,0.64,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3685,597,1,TRAIN,3,0,1,114,80,30,0,1.14,0.8,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3685,597,2,SWISSMETRO,3,0,1,49,106,20,0,0.49,1.06,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3685,597,3,CAR,3,1,1,96,64,0,0,0.96,0.64,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3686,597,1,TRAIN,2,0,1,146,72,60,0,1.46,0.72,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3686,597,2,SWISSMETRO,2,1,1,49,83,20,0,0.49,0.83,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3686,597,3,CAR,2,0,1,120,104,0,0,1.2,1.04,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3687,597,1,TRAIN,2,0,1,125,72,120,0,1.25,0.72,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3687,597,2,SWISSMETRO,2,1,1,44,99,10,0,0.44,0.99,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3687,597,3,CAR,2,0,1,120,64,0,0,1.2,0.64,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3688,597,1,TRAIN,3,0,1,114,96,120,0,1.14,0.96,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3688,597,2,SWISSMETRO,3,0,1,55,123,10,0,0.55,1.23,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3688,597,3,CAR,3,1,1,96,80,0,0,0.96,0.8,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3689,597,1,TRAIN,2,0,1,114,72,30,0,1.14,0.72,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3689,597,2,SWISSMETRO,2,1,1,55,86,30,0,0.55,0.86,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3689,597,3,CAR,2,0,1,120,80,0,0,1.2,0.8,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3690,597,1,TRAIN,3,0,1,146,80,60,0,1.46,0.8,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3690,597,2,SWISSMETRO,3,0,1,44,91,10,0,0.44,0.91,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3690,597,3,CAR,3,1,1,96,80,0,0,0.96,0.8,3,1,1,3,0,3,0,0,4,1,0,0,25,2,1
3691,598,1,TRAIN,2,0,1,308,139,30,0,3.08,1.39,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3691,598,2,SWISSMETRO,2,1,1,143,156,10,0,1.43,1.56,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3691,598,3,CAR,2,0,1,250,144,0,0,2.5,1.44,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3692,598,1,TRAIN,2,0,1,308,139,120,0,3.08,1.39,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3692,598,2,SWISSMETRO,2,1,1,133,189,10,0,1.33,1.89,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3692,598,3,CAR,2,0,1,325,234,0,0,3.25,2.34,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3693,598,1,TRAIN,2,0,1,308,125,30,0,3.08,1.25,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3693,598,2,SWISSMETRO,2,1,1,125,172,20,0,1.25,1.72,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3693,598,3,CAR,2,0,1,325,180,0,0,3.25,1.8,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3694,598,1,TRAIN,2,0,1,236,125,60,0,2.36,1.25,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3694,598,2,SWISSMETRO,2,1,1,125,172,30,0,1.25,1.72,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3694,598,3,CAR,2,0,1,200,234,0,0,2.0,2.34,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3695,598,1,TRAIN,2,0,1,260,139,30,0,2.6,1.39,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3695,598,2,SWISSMETRO,2,1,1,125,161,30,0,1.25,1.61,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3695,598,3,CAR,2,0,1,325,144,0,0,3.25,1.44,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3696,598,1,TRAIN,2,0,1,260,125,30,0,2.6,1.25,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3696,598,2,SWISSMETRO,2,1,1,133,139,10,0,1.33,1.39,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3696,598,3,CAR,2,0,1,200,180,0,0,2.0,1.8,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3697,598,1,TRAIN,3,0,1,260,167,60,0,2.6,1.67,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3697,598,2,SWISSMETRO,3,0,1,125,177,20,0,1.25,1.77,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3697,598,3,CAR,3,1,1,200,144,0,0,2.0,1.44,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3698,598,1,TRAIN,3,0,1,308,167,30,0,3.08,1.67,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3698,598,2,SWISSMETRO,3,0,1,133,189,30,0,1.33,1.89,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3698,598,3,CAR,3,1,1,200,234,0,0,2.0,2.34,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3699,598,1,TRAIN,2,0,1,260,139,60,0,2.6,1.39,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3699,598,2,SWISSMETRO,2,1,1,133,189,30,0,1.33,1.89,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3699,598,3,CAR,2,0,1,250,180,0,0,2.5,1.8,3,1,1,3,0,3,0,1,3,1,3,0,17,25,1
3700,599,1,TRAIN,2,0,1,92,84,120,0,0.92,0.84,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3700,599,2,SWISSMETRO,2,1,1,37,98,20,0,0.37,0.98,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3700,599,3,CAR,2,0,1,143,60,0,0,1.43,0.6,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3701,599,1,TRAIN,2,0,1,85,84,30,0,0.85,0.84,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3701,599,2,SWISSMETRO,2,1,1,34,91,10,0,0.34,0.91,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3701,599,3,CAR,2,0,1,143,78,0,0,1.43,0.78,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3702,599,1,TRAIN,3,0,1,106,84,60,0,1.06,0.84,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3702,599,2,SWISSMETRO,3,0,1,41,111,30,0,0.41,1.11,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3702,599,3,CAR,3,1,1,143,48,0,0,1.43,0.48,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3703,599,1,TRAIN,3,0,1,85,70,30,0,0.85,0.7,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3703,599,2,SWISSMETRO,3,0,1,37,98,20,0,0.37,0.98,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3703,599,3,CAR,3,1,1,88,48,0,0,0.88,0.48,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3704,599,1,TRAIN,2,0,1,106,63,60,0,1.06,0.63,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3704,599,2,SWISSMETRO,2,1,1,37,76,20,0,0.37,0.76,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3704,599,3,CAR,2,0,1,110,78,0,0,1.1,0.78,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3705,599,1,TRAIN,2,0,1,92,63,120,0,0.92,0.63,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3705,599,2,SWISSMETRO,2,1,1,34,91,10,0,0.34,0.91,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3705,599,3,CAR,2,0,1,110,48,0,0,1.1,0.48,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3706,599,1,TRAIN,3,0,1,85,84,120,0,0.85,0.84,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3706,599,2,SWISSMETRO,3,0,1,41,111,10,0,0.41,1.11,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3706,599,3,CAR,3,1,1,88,60,0,0,0.88,0.6,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3707,599,1,TRAIN,1,1,1,85,63,30,0,0.85,0.63,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3707,599,2,SWISSMETRO,1,0,1,41,80,30,0,0.41,0.8,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3707,599,3,CAR,1,0,1,110,60,0,0,1.1,0.6,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3708,599,1,TRAIN,2,0,1,106,70,60,0,1.06,0.7,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3708,599,2,SWISSMETRO,2,1,1,34,86,10,0,0.34,0.86,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3708,599,3,CAR,2,0,1,88,60,0,0,0.88,0.6,3,1,1,3,0,3,1,0,2,1,1,0,2,1,1
3709,600,1,TRAIN,2,0,1,171,91,30,0,1.71,0.91,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3709,600,2,SWISSMETRO,2,1,1,96,99,10,0,0.96,0.99,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3709,600,3,CAR,2,0,1,120,64,0,0,1.2,0.64,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3710,600,1,TRAIN,2,0,1,171,91,120,0,1.71,0.91,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3710,600,2,SWISSMETRO,2,1,1,92,116,10,0,0.92,1.16,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3710,600,3,CAR,2,0,1,156,104,0,0,1.56,1.04,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3711,600,1,TRAIN,2,0,1,171,82,30,0,1.71,0.82,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3711,600,2,SWISSMETRO,2,1,1,89,108,20,0,0.89,1.08,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3711,600,3,CAR,2,0,1,156,80,0,0,1.56,0.8,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3712,600,1,TRAIN,3,0,1,131,82,60,0,1.31,0.82,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3712,600,2,SWISSMETRO,3,0,1,89,108,30,0,0.89,1.08,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3712,600,3,CAR,3,1,1,96,104,0,0,0.96,1.04,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3713,600,1,TRAIN,2,0,1,144,91,30,0,1.44,0.91,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3713,600,2,SWISSMETRO,2,1,1,89,103,30,0,0.89,1.03,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3713,600,3,CAR,2,0,1,156,64,0,0,1.56,0.64,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3714,600,1,TRAIN,3,0,1,144,82,30,0,1.44,0.82,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3714,600,2,SWISSMETRO,3,0,1,92,95,10,0,0.92,0.95,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3714,600,3,CAR,3,1,1,96,80,0,0,0.96,0.8,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3715,600,1,TRAIN,3,0,1,144,109,60,0,1.44,1.09,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3715,600,2,SWISSMETRO,3,0,1,89,114,20,0,0.89,1.14,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3715,600,3,CAR,3,1,1,96,64,0,0,0.96,0.64,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3716,600,1,TRAIN,3,0,1,171,109,30,0,1.71,1.09,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3716,600,2,SWISSMETRO,3,0,1,92,116,30,0,0.92,1.16,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3716,600,3,CAR,3,1,1,96,104,0,0,0.96,1.04,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3717,600,1,TRAIN,2,0,1,144,91,60,0,1.44,0.91,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3717,600,2,SWISSMETRO,2,1,1,92,116,30,0,0.92,1.16,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3717,600,3,CAR,2,0,1,120,80,0,0,1.2,0.8,3,1,1,3,0,3,1,0,2,1,2,0,1,2,1
3718,601,1,TRAIN,3,0,1,149,108,120,0,1.49,1.08,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3718,601,2,SWISSMETRO,3,0,1,94,114,20,0,0.94,1.14,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3718,601,3,CAR,3,1,1,143,65,0,0,1.43,0.65,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3719,601,1,TRAIN,2,0,1,134,108,30,0,1.34,1.08,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3719,601,2,SWISSMETRO,2,1,1,91,111,10,0,0.91,1.11,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3719,601,3,CAR,2,0,1,143,84,0,0,1.43,0.84,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3720,601,1,TRAIN,3,0,1,179,108,60,0,1.79,1.08,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3720,601,2,SWISSMETRO,3,0,1,98,128,30,0,0.98,1.28,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3720,601,3,CAR,3,1,1,143,52,0,0,1.43,0.52,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3721,601,1,TRAIN,3,0,1,134,90,30,0,1.34,0.9,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3721,601,2,SWISSMETRO,3,0,1,94,114,20,0,0.94,1.14,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3721,601,3,CAR,3,1,1,88,52,0,0,0.88,0.52,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3722,601,1,TRAIN,2,0,1,179,81,60,0,1.79,0.81,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3722,601,2,SWISSMETRO,2,1,1,94,91,20,0,0.94,0.91,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3722,601,3,CAR,2,0,1,110,84,0,0,1.1,0.84,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3723,601,1,TRAIN,3,0,1,149,81,120,0,1.49,0.81,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3723,601,2,SWISSMETRO,3,0,1,91,106,10,0,0.91,1.06,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3723,601,3,CAR,3,1,1,110,52,0,0,1.1,0.52,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3724,601,1,TRAIN,3,0,1,134,108,120,0,1.34,1.08,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3724,601,2,SWISSMETRO,3,0,1,98,128,10,0,0.98,1.28,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3724,601,3,CAR,3,1,1,88,65,0,0,0.88,0.65,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3725,601,1,TRAIN,3,0,1,134,81,30,0,1.34,0.81,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3725,601,2,SWISSMETRO,3,0,1,98,95,30,0,0.98,0.95,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3725,601,3,CAR,3,1,1,110,65,0,0,1.1,0.65,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3726,601,1,TRAIN,3,0,1,179,90,60,0,1.79,0.9,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3726,601,2,SWISSMETRO,3,0,1,91,99,10,0,0.91,0.99,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3726,601,3,CAR,3,1,1,88,65,0,0,0.88,0.65,3,1,1,3,0,3,1,0,2,1,2,0,14,2,1
3727,602,1,TRAIN,3,0,1,254,111,30,0,2.54,1.11,3,1,1,3,0,3,1,0,3,1,1,0,22,1,1
3727,602,2,SWISSMETRO,3,0,1,117,123,10,0,1.17,1.23,3,1,1,3,0,3,1,0,3,1,1,0,22,1,1
3727,602,3,CAR,3,1,1,180,104,0,0,1.8,1.04,3,1,1,3,0,3,1,0,3,1,1,0,22,1,1
3728,602,1,TRAIN,2,0,1,254,111,120,0,2.54,1.11,3,1,1,3,0,3,1,0,3,1,1,0,22,1,1
3728,602,2,SWISSMETRO,2,1,1,109,149,10,0,1.09,1.49,3,1,1,3,0,3,1,0,3,1,1,0,22,1,1
3728,602,3,CAR,2,0,1,234,169,0,0,2.34,1.69,3,1,1,3,0,3,1,0,3,1,1,0,22,1,1
3729,602,1,TRAIN,2,0,1,254,100,30,0,2.54,1.0,3,1,1,3,0,3,1,0,3,1,1,0,22,1,1
3729,602,2,SWISSMETRO,2,1,1,103,139,20,0,1.03,1.39,3,1,1,3,0,3,1,0,3,1,1,0,22,1,1
3729,602,3,CAR,2,0,1,234,130,0,0,2.34,1.3,3,1,1,3,0,3,1,0,3,1,1,0,22,1,1
3730,602,1,TRAIN,3,0,1,193,100,60,0,1.93,1.0,3,1,1,3,0,3,1,0,3,1,1,0,22,1,1
