dataset,model_key,respondent_id,task_index,normalized_weight,alternative_name,alternative_code,chosen,alt_available,alt_time,alt_waiting,alt_cost,alt_distance
human,human,H0202,1,0.3735873657560173,PT,0,0,1,93.0,0.0,3.8,0.0
human,human,H0202,1,0.3735873657560173,CAR,1,1,1,25.0,0.0,2.97,0.0
human,human,H0202,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,17.5
human,human,H0203,1,0.8584724543995766,PT,0,1,1,58.0,0.0,0.0,0.0
human,human,H0203,1,0.8584724543995766,CAR,1,0,1,30.0,0.0,3.07,0.0
human,human,H0203,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,18.0
human,human,H0204,1,0.954424398357919,PT,0,0,1,160.0,24.0,11.4,0.0
human,human,H0204,1,0.954424398357919,CAR,1,1,1,67.0,0.0,10.19,0.0
human,human,H0204,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,74.0
human,human,H0205,1,0.2290902236010023,PT,0,0,1,210.0,21.0,24.6,0.0
human,human,H0205,1,0.2290902236010023,CAR,1,1,1,74.0,0.0,12.22,0.0
human,human,H0205,1,0.2290902236010023,SLOW_MODES,2,0,1,0.0,0.0,0.0,86.0
human,human,H0206,1,0.8584724543995766,PT,0,1,1,122.0,7.0,0.0,0.0
human,human,H0206,1,0.8584724543995766,CAR,1,0,0,44.0,0.0,4.99,0.0
human,human,H0206,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,29.0
human,human,H0207,1,5.121759864312539,PT,0,1,1,152.0,0.0,3.8,0.0
human,human,H0207,1,5.121759864312539,CAR,1,0,0,42.0,0.0,4.16,0.0
human,human,H0207,1,5.121759864312539,SLOW_MODES,2,0,1,0.0,0.0,0.0,25.0
human,human,H0208,1,0.8584724543995766,PT,0,0,1,248.0,51.0,11.4,0.0
human,human,H0208,1,0.8584724543995766,CAR,1,1,1,71.0,0.0,7.18,0.0
human,human,H0208,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,56.5
human,human,H0209,1,0.8584724543995766,PT,0,0,1,232.0,51.0,9.5,0.0
human,human,H0209,1,0.8584724543995766,CAR,1,1,1,57.0,0.0,5.86,0.0
human,human,H0209,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,38.5
human,human,H0210,1,0.5414274486172608,PT,0,0,1,99.0,0.0,3.8,0.0
human,human,H0210,1,0.5414274486172608,CAR,1,1,1,3.0,0.0,0.37,0.0
human,human,H0210,1,0.5414274486172608,SLOW_MODES,2,0,1,0.0,0.0,0.0,2.3
human,human,H0211,1,0.2290902236010023,PT,0,0,1,93.0,12.0,7.6,0.0
human,human,H0211,1,0.2290902236010023,CAR,1,1,1,26.0,0.0,2.72,0.0
human,human,H0211,1,0.2290902236010023,SLOW_MODES,2,0,1,0.0,0.0,0.0,17.0
human,human,H0212,1,0.2545934244605354,PT,0,1,1,119.0,0.0,19.0,0.0
human,human,H0212,1,0.2545934244605354,CAR,1,0,1,57.0,0.0,5.63,0.0
human,human,H0212,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,28.6
human,human,H0213,1,0.8584724543995766,PT,0,0,1,46.0,0.0,11.4,0.0
human,human,H0213,1,0.8584724543995766,CAR,1,1,1,34.0,0.0,3.48,0.0
human,human,H0213,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,19.5
human,human,H0214,1,2.029711386372872,PT,0,0,1,73.0,5.0,15.2,0.0
human,human,H0214,1,2.029711386372872,CAR,1,0,1,35.0,0.0,3.38,0.0
human,human,H0214,1,2.029711386372872,SLOW_MODES,2,1,1,0.0,0.0,0.0,18.0
human,human,H0215,1,2.029711386372872,PT,0,0,1,129.0,7.0,7.6,0.0
human,human,H0215,1,2.029711386372872,CAR,1,1,1,43.0,0.0,4.27,0.0
human,human,H0215,1,2.029711386372872,SLOW_MODES,2,0,1,0.0,0.0,0.0,23.5
human,human,H0216,1,0.3735873657560173,PT,0,0,1,181.0,24.0,7.1,0.0
human,human,H0216,1,0.3735873657560173,CAR,1,1,1,42.0,0.0,4.8,0.0
human,human,H0216,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,27.4
human,human,H0217,1,0.3735873657560173,PT,0,0,1,149.0,16.0,3.8,0.0
human,human,H0217,1,0.3735873657560173,CAR,1,1,1,37.0,0.0,4.69,0.0
human,human,H0217,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,30.0
human,human,H0218,1,0.2290902236010023,PT,0,0,1,213.0,21.0,11.5,0.0
human,human,H0218,1,0.2290902236010023,CAR,1,1,1,90.0,0.0,8.61,0.0
human,human,H0218,1,0.2290902236010023,SLOW_MODES,2,0,1,0.0,0.0,0.0,49.0
human,human,H0219,1,8.119879017681459,PT,0,0,1,163.0,23.0,17.1,0.0
human,human,H0219,1,8.119879017681459,CAR,1,1,1,88.0,0.0,10.99,0.0
human,human,H0219,1,8.119879017681459,SLOW_MODES,2,0,1,0.0,0.0,0.0,76.0
human,human,H0220,1,0.2545934244605354,PT,0,1,1,122.0,5.0,7.6,0.0
human,human,H0220,1,0.2545934244605354,CAR,1,0,1,65.0,0.0,6.86,0.0
human,human,H0220,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,43.0
human,human,H0221,1,5.121759864312539,PT,0,1,1,143.0,15.0,6.7,0.0
human,human,H0221,1,5.121759864312539,CAR,1,0,1,42.0,0.0,4.11,0.0
human,human,H0221,1,5.121759864312539,SLOW_MODES,2,0,1,0.0,0.0,0.0,21.0
human,human,H0222,1,0.5414274486172608,PT,0,1,1,85.0,13.0,3.8,0.0
human,human,H0222,1,0.5414274486172608,CAR,1,0,1,30.0,0.0,3.11,0.0
human,human,H0222,1,0.5414274486172608,SLOW_MODES,2,0,1,0.0,0.0,0.0,19.0
human,human,H0223,1,0.3360277669782562,PT,0,0,1,263.0,45.0,11.4,0.0
human,human,H0223,1,0.3360277669782562,CAR,1,1,1,77.0,0.0,7.77,0.0
human,human,H0223,1,0.3360277669782562,SLOW_MODES,2,0,1,0.0,0.0,0.0,47.0
human,human,H0224,1,0.954424398357919,PT,0,0,1,138.0,7.0,5.8,0.0
human,human,H0224,1,0.954424398357919,CAR,1,0,1,56.0,0.0,6.61,0.0
human,human,H0224,1,0.954424398357919,SLOW_MODES,2,1,1,0.0,0.0,0.0,39.0
human,human,H0225,1,0.2290902236010023,PT,0,1,1,193.0,36.0,0.0,0.0
human,human,H0225,1,0.2290902236010023,CAR,1,0,1,85.0,0.0,12.71,0.0
human,human,H0225,1,0.2290902236010023,SLOW_MODES,2,0,1,0.0,0.0,0.0,87.0
human,human,H0226,1,0.3735873657560173,PT,0,0,1,224.0,23.0,11.5,0.0
human,human,H0226,1,0.3735873657560173,CAR,1,1,1,89.0,0.0,12.75,0.0
human,human,H0226,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,86.0
human,human,H0227,1,0.3360277669782562,PT,0,0,1,122.0,9.0,3.8,0.0
human,human,H0227,1,0.3360277669782562,CAR,1,1,1,60.0,0.0,6.66,0.0
human,human,H0227,1,0.3360277669782562,SLOW_MODES,2,0,1,0.0,0.0,0.0,42.0
human,human,H0228,1,0.3735873657560173,PT,0,0,1,112.0,12.0,5.7,0.0
human,human,H0228,1,0.3735873657560173,CAR,1,1,1,33.0,0.0,3.37,0.0
human,human,H0228,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,18.3
human,human,H0229,1,0.7495589495214057,PT,0,0,1,169.0,10.0,7.6,0.0
human,human,H0229,1,0.7495589495214057,CAR,1,1,1,74.0,0.0,7.75,0.0
human,human,H0229,1,0.7495589495214057,SLOW_MODES,2,0,1,0.0,0.0,0.0,47.0
human,human,H0230,1,0.7495589495214057,PT,0,0,1,250.0,32.0,11.6,0.0
human,human,H0230,1,0.7495589495214057,CAR,1,1,1,76.0,0.0,7.48,0.0
human,human,H0230,1,0.7495589495214057,SLOW_MODES,2,0,1,0.0,0.0,0.0,42.0
human,human,H0231,1,0.7495589495214057,PT,0,0,1,418.0,116.0,23.6,0.0
human,human,H0231,1,0.7495589495214057,CAR,1,1,1,126.0,0.0,15.15,0.0
human,human,H0231,1,0.7495589495214057,SLOW_MODES,2,0,1,0.0,0.0,0.0,101.0
human,human,H0232,1,2.256576028779217,PT,0,0,1,132.0,14.0,6.7,0.0
human,human,H0232,1,2.256576028779217,CAR,1,1,1,42.0,0.0,4.08,0.0
human,human,H0232,1,2.256576028779217,SLOW_MODES,2,0,1,0.0,0.0,0.0,20.0
human,human,H0233,1,0.954424398357919,PT,0,1,1,112.0,5.0,0.0,0.0
human,human,H0233,1,0.954424398357919,CAR,1,0,1,90.0,0.0,9.16,0.0
human,human,H0233,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,53.7
human,human,H0234,1,0.2545934244605354,PT,0,0,1,109.0,10.0,5.8,0.0
human,human,H0234,1,0.2545934244605354,CAR,1,1,1,51.0,0.0,5.33,0.0
human,human,H0234,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,30.0
human,human,H0235,1,0.8584724543995766,PT,0,0,1,187.0,12.0,11.8,0.0
human,human,H0235,1,0.8584724543995766,CAR,1,1,1,48.0,0.0,4.86,0.0
human,human,H0235,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,26.0
human,human,H0236,1,3.818189834136154,PT,0,0,1,10.0,0.0,0.0,0.0
human,human,H0236,1,3.818189834136154,CAR,1,1,1,2.0,0.0,0.29,0.0
human,human,H0236,1,3.818189834136154,SLOW_MODES,2,0,1,0.0,0.0,0.0,0.2
human,human,H0237,1,3.818189834136154,PT,0,0,1,10.0,0.0,0.0,0.0
human,human,H0237,1,3.818189834136154,CAR,1,1,1,2.0,0.0,0.29,0.0
human,human,H0237,1,3.818189834136154,SLOW_MODES,2,0,1,0.0,0.0,0.0,0.2
human,human,H0238,1,0.2545934244605354,PT,0,1,1,95.0,22.0,0.0,0.0
human,human,H0238,1,0.2545934244605354,CAR,1,0,1,70.0,0.0,7.97,0.0
human,human,H0238,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,54.0
human,human,H0239,1,0.8584724543995766,PT,0,1,1,136.0,20.0,7.6,0.0
human,human,H0239,1,0.8584724543995766,CAR,1,0,1,80.0,0.0,9.03,0.0
human,human,H0239,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,60.0
human,human,H0240,1,2.029711386372872,PT,0,1,1,116.0,0.0,0.0,0.0
human,human,H0240,1,2.029711386372872,CAR,1,0,0,75.0,0.0,6.71,0.0
human,human,H0240,1,2.029711386372872,SLOW_MODES,2,0,1,0.0,0.0,0.0,40.0
human,human,H0241,1,0.3735873657560173,PT,0,1,1,319.0,53.0,0.0,0.0
human,human,H0241,1,0.3735873657560173,CAR,1,0,1,256.0,0.0,42.86,0.0
human,human,H0241,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,321.0
human,human,H0242,1,0.8584724543995766,PT,0,0,1,71.0,0.0,4.0,0.0
human,human,H0242,1,0.8584724543995766,CAR,1,1,1,12.0,0.0,1.05,0.0
human,human,H0242,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,6.0
human,human,H0243,1,2.029711386372872,PT,0,0,1,34.0,0.0,4.0,0.0
human,human,H0243,1,2.029711386372872,CAR,1,1,1,26.0,0.0,2.64,0.0
human,human,H0243,1,2.029711386372872,SLOW_MODES,2,0,1,0.0,0.0,0.0,14.0
human,human,H0244,1,0.3735873657560173,PT,0,1,1,138.0,20.0,0.0,0.0
human,human,H0244,1,0.3735873657560173,CAR,1,0,1,75.0,0.0,10.25,0.0
human,human,H0244,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,79.0
human,human,H0245,1,0.954424398357919,PT,0,1,1,42.0,0.0,6.8,0.0
human,human,H0245,1,0.954424398357919,CAR,1,0,1,15.0,0.0,1.75,0.0
human,human,H0245,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,12.5
human,human,H0246,1,0.3735873657560173,PT,0,1,1,141.0,9.0,0.0,0.0
human,human,H0246,1,0.3735873657560173,CAR,1,0,1,85.0,0.0,10.07,0.0
human,human,H0246,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,82.0
human,human,H0247,1,0.3735873657560173,PT,0,1,1,101.0,11.0,7.2,0.0
human,human,H0247,1,0.3735873657560173,CAR,1,0,1,28.0,0.0,3.45,0.0
human,human,H0247,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,24.0
human,human,H0248,1,0.5414274486172608,PT,0,1,1,228.0,24.0,0.0,0.0
human,human,H0248,1,0.5414274486172608,CAR,1,0,1,299.0,0.0,54.84,0.0
human,human,H0248,1,0.5414274486172608,SLOW_MODES,2,0,1,0.0,0.0,0.0,428.5
human,human,H0249,1,0.954424398357919,PT,0,0,1,84.0,11.0,3.5,0.0
human,human,H0249,1,0.954424398357919,CAR,1,1,1,14.0,0.0,1.71,0.0
human,human,H0249,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,11.0
human,human,H0250,1,0.954424398357919,PT,0,0,1,80.0,8.0,3.2,0.0
human,human,H0250,1,0.954424398357919,CAR,1,1,1,14.0,0.0,1.71,0.0
human,human,H0250,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,11.0
human,human,H0251,1,0.8584724543995766,PT,0,0,1,176.0,1.0,10.0,0.0
human,human,H0251,1,0.8584724543995766,CAR,1,1,1,51.0,0.0,6.92,0.0
human,human,H0251,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,39.5
human,human,H0252,1,0.2290902236010023,PT,0,1,1,42.0,0.0,3.4,0.0
human,human,H0252,1,0.2290902236010023,CAR,1,0,1,19.0,0.0,2.11,0.0
human,human,H0252,1,0.2290902236010023,SLOW_MODES,2,0,1,0.0,0.0,0.0,14.5
human,human,H0253,1,0.2290902236010023,PT,0,1,1,46.0,0.0,3.4,0.0
human,human,H0253,1,0.2290902236010023,CAR,1,0,1,19.0,0.0,2.11,0.0
human,human,H0253,1,0.2290902236010023,SLOW_MODES,2,0,1,0.0,0.0,0.0,14.5
human,human,H0254,1,0.3735873657560173,PT,0,0,1,107.0,0.0,7.2,0.0
human,human,H0254,1,0.3735873657560173,CAR,1,1,1,28.0,0.0,3.51,0.0
human,human,H0254,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,24.0
human,human,H0255,1,0.6019450605361366,PT,0,1,1,36.0,0.0,4.0,0.0
human,human,H0255,1,0.6019450605361366,CAR,1,0,0,18.0,0.0,1.95,0.0
human,human,H0255,1,0.6019450605361366,SLOW_MODES,2,0,1,0.0,0.0,0.0,8.0
human,human,H0256,1,0.6019450605361366,PT,0,1,1,56.0,0.0,2.2,0.0
human,human,H0256,1,0.6019450605361366,CAR,1,0,0,18.0,0.0,1.95,0.0
human,human,H0256,1,0.6019450605361366,SLOW_MODES,2,0,1,0.0,0.0,0.0,8.0
human,human,H0257,1,0.2290902236010023,PT,0,1,1,240.0,3.0,0.0,0.0
human,human,H0257,1,0.2290902236010023,CAR,1,0,1,284.0,0.0,52.91,0.0
human,human,H0257,1,0.2290902236010023,SLOW_MODES,2,0,1,0.0,0.0,0.0,416.0
human,human,H0258,1,0.5414274486172608,PT,0,0,1,110.0,4.0,15.4,0.0
human,human,H0258,1,0.5414274486172608,CAR,1,1,1,31.0,0.0,3.85,0.0
human,human,H0258,1,0.5414274486172608,SLOW_MODES,2,0,1,0.0,0.0,0.0,27.0
human,human,H0259,1,0.954424398357919,PT,0,0,1,67.0,0.0,8.0,0.0
human,human,H0259,1,0.954424398357919,CAR,1,1,1,23.0,0.0,2.54,0.0
human,human,H0259,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,17.5
human,human,H0260,1,0.3735873657560173,PT,0,1,1,98.0,0.0,8.0,0.0
human,human,H0260,1,0.3735873657560173,CAR,1,0,1,32.0,0.0,4.03,0.0
human,human,H0260,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,28.0
human,human,H0261,1,2.029711386372872,PT,0,1,1,51.0,0.0,4.0,0.0
human,human,H0261,1,2.029711386372872,CAR,1,0,1,17.0,0.0,1.85,0.0
human,human,H0261,1,2.029711386372872,SLOW_MODES,2,0,1,0.0,0.0,0.0,12.0
human,human,H0262,1,0.3735873657560173,PT,0,0,1,120.0,33.0,6.0,0.0
human,human,H0262,1,0.3735873657560173,CAR,1,1,1,29.0,0.0,3.65,0.0
human,human,H0262,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,24.0
human,human,H0263,1,0.3735873657560173,PT,0,0,1,120.0,16.0,0.0,0.0
human,human,H0263,1,0.3735873657560173,CAR,1,1,1,36.0,0.0,5.16,0.0
human,human,H0263,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,30.0
human,human,H0264,1,0.8584724543995766,PT,0,0,1,86.0,0.0,3.5,0.0
human,human,H0264,1,0.8584724543995766,CAR,1,1,1,24.0,0.0,2.65,0.0
human,human,H0264,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,19.0
human,human,H0265,1,0.8584724543995766,PT,0,1,1,108.0,5.0,7.4,0.0
human,human,H0265,1,0.8584724543995766,CAR,1,0,1,80.0,0.0,9.39,0.0
human,human,H0265,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,63.0
human,human,H0266,1,0.5414274486172608,PT,0,0,1,12.0,0.0,0.0,0.0
human,human,H0266,1,0.5414274486172608,CAR,1,0,1,2.0,0.0,0.26,0.0
human,human,H0266,1,0.5414274486172608,SLOW_MODES,2,1,1,0.0,0.0,0.0,0.6
human,human,H0267,1,0.5414274486172608,PT,0,0,1,12.0,0.0,0.0,0.0
human,human,H0267,1,0.5414274486172608,CAR,1,0,1,2.0,0.0,1.42,0.0
human,human,H0267,1,0.5414274486172608,SLOW_MODES,2,1,1,0.0,0.0,0.0,0.6
human,human,H0268,1,0.8584724543995766,PT,0,0,1,136.0,15.0,6.9,0.0
human,human,H0268,1,0.8584724543995766,CAR,1,1,1,59.0,0.0,6.03,0.0
human,human,H0268,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,37.5
human,human,H0269,1,0.6019450605361366,PT,0,0,1,124.0,14.0,10.6,0.0
human,human,H0269,1,0.6019450605361366,CAR,1,1,1,62.0,0.0,6.22,0.0
human,human,H0269,1,0.6019450605361366,SLOW_MODES,2,0,1,0.0,0.0,0.0,38.0
human,human,H0270,1,0.6019450605361366,PT,0,1,1,134.0,14.0,0.0,0.0
human,human,H0270,1,0.6019450605361366,CAR,1,0,1,70.0,0.0,7.94,0.0
human,human,H0270,1,0.6019450605361366,SLOW_MODES,2,0,1,0.0,0.0,0.0,54.0
human,human,H0271,1,0.2545934244605354,PT,0,0,1,227.0,64.0,23.2,0.0
human,human,H0271,1,0.2545934244605354,CAR,1,1,1,84.0,0.0,11.01,0.0
human,human,H0271,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,78.5
human,human,H0272,1,0.2545934244605354,PT,0,0,1,161.0,4.0,7.1,0.0
human,human,H0272,1,0.2545934244605354,CAR,1,1,1,55.0,0.0,5.85,0.0
human,human,H0272,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,30.0
human,human,H0273,1,0.2545934244605354,PT,0,0,1,160.0,27.0,10.4,0.0
human,human,H0273,1,0.2545934244605354,CAR,1,1,1,66.0,0.0,6.92,0.0
human,human,H0273,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,37.5
human,human,H0274,1,0.8584724543995766,PT,0,0,1,79.0,11.0,2.2,0.0
human,human,H0274,1,0.8584724543995766,CAR,1,1,1,22.0,0.0,2.29,0.0
human,human,H0274,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,12.0
human,human,H0275,1,0.8584724543995766,PT,0,0,1,76.0,3.0,2.7,0.0
human,human,H0275,1,0.8584724543995766,CAR,1,1,1,22.0,0.0,2.29,0.0
human,human,H0275,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,12.0
human,human,H0276,1,0.954424398357919,PT,0,0,1,24.0,0.0,0.0,0.0
human,human,H0276,1,0.954424398357919,CAR,1,1,1,2.0,0.0,0.49,0.0
human,human,H0276,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,2.0
human,human,H0277,1,0.954424398357919,PT,0,0,1,64.0,1.0,3.2,0.0
human,human,H0277,1,0.954424398357919,CAR,1,1,1,20.0,0.0,2.03,0.0
human,human,H0277,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,11.0
human,human,H0278,1,0.954424398357919,PT,0,0,1,74.0,12.0,3.2,0.0
human,human,H0278,1,0.954424398357919,CAR,1,1,1,20.0,0.0,2.03,0.0
human,human,H0278,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,11.0
human,human,H0279,1,0.2545934244605354,PT,0,0,1,31.0,0.0,2.2,0.0
human,human,H0279,1,0.2545934244605354,CAR,1,0,1,6.0,0.0,0.6,0.0
human,human,H0279,1,0.2545934244605354,SLOW_MODES,2,1,1,0.0,0.0,0.0,2.8
human,human,H0280,1,0.2545934244605354,PT,0,0,1,55.0,1.0,4.3,0.0
human,human,H0280,1,0.2545934244605354,CAR,1,1,1,18.0,0.0,2.01,0.0
human,human,H0280,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,11.4
human,human,H0281,1,0.2545934244605354,PT,0,0,1,31.0,0.0,6.4,0.0
human,human,H0281,1,0.2545934244605354,CAR,1,0,1,6.0,0.0,0.6,0.0
human,human,H0281,1,0.2545934244605354,SLOW_MODES,2,1,1,0.0,0.0,0.0,2.8
human,human,H0282,1,0.1798661531531291,PT,0,0,1,31.0,0.0,6.4,0.0
human,human,H0282,1,0.1798661531531291,CAR,1,0,1,5.0,0.0,0.57,0.0
human,human,H0282,1,0.1798661531531291,SLOW_MODES,2,1,1,0.0,0.0,0.0,3.1
human,human,H0283,1,0.2290902236010023,PT,0,1,1,214.0,12.0,16.6,0.0
human,human,H0283,1,0.2290902236010023,CAR,1,0,1,134.0,0.0,11.22,0.0
human,human,H0283,1,0.2290902236010023,SLOW_MODES,2,0,1,0.0,0.0,0.0,67.0
human,human,H0284,1,0.2545934244605354,PT,0,0,1,262.0,28.0,42.2,0.0
human,human,H0284,1,0.2545934244605354,CAR,1,1,1,161.0,0.0,27.5,0.0
human,human,H0284,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,205.0
human,human,H0285,1,0.954424398357919,PT,0,1,1,130.0,11.0,0.0,0.0
human,human,H0285,1,0.954424398357919,CAR,1,0,1,70.0,0.0,8.37,0.0
human,human,H0285,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,54.0
human,human,H0286,1,2.029711386372872,PT,0,1,1,113.0,12.0,7.4,0.0
human,human,H0286,1,2.029711386372872,CAR,1,0,1,69.0,0.0,7.98,0.0
human,human,H0286,1,2.029711386372872,SLOW_MODES,2,0,1,0.0,0.0,0.0,53.0
human,human,H0287,1,0.2290902236010023,PT,0,1,1,172.0,26.0,24.5,0.0
human,human,H0287,1,0.2290902236010023,CAR,1,0,1,60.0,0.0,6.1,0.0
human,human,H0287,1,0.2290902236010023,SLOW_MODES,2,0,1,0.0,0.0,0.0,40.0
human,human,H0288,1,0.8584724543995766,PT,0,0,1,98.0,0.0,5.4,0.0
human,human,H0288,1,0.8584724543995766,CAR,1,1,1,22.0,0.0,2.52,0.0
human,human,H0288,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,14.0
human,human,H0289,1,0.8584724543995766,PT,0,1,1,96.0,5.0,0.0,0.0
human,human,H0289,1,0.8584724543995766,CAR,1,0,1,72.0,0.0,8.13,0.0
human,human,H0289,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,53.0
human,human,H0290,1,0.954424398357919,PT,0,1,1,162.0,14.0,12.5,0.0
human,human,H0290,1,0.954424398357919,CAR,1,0,1,66.0,0.0,7.81,0.0
human,human,H0290,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,53.0
human,human,H0291,1,0.2545934244605354,PT,0,1,1,194.0,32.0,0.0,0.0
human,human,H0291,1,0.2545934244605354,CAR,1,0,1,77.0,0.0,10.23,0.0
human,human,H0291,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,74.0
human,human,H0292,1,0.954424398357919,PT,0,0,1,144.0,15.0,25.0,0.0
human,human,H0292,1,0.954424398357919,CAR,1,1,1,68.0,0.0,7.91,0.0
human,human,H0292,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,54.0
human,human,H0293,1,2.256576028779217,PT,0,0,1,113.0,15.0,23.4,0.0
human,human,H0293,1,2.256576028779217,CAR,1,1,1,50.0,0.0,5.2,0.0
human,human,H0293,1,2.256576028779217,SLOW_MODES,2,0,1,0.0,0.0,0.0,34.0
human,human,H0294,1,0.6019450605361366,PT,0,0,1,33.0,0.0,7.6,0.0
human,human,H0294,1,0.6019450605361366,CAR,1,1,1,14.0,0.0,1.35,0.0
human,human,H0294,1,0.6019450605361366,SLOW_MODES,2,0,1,0.0,0.0,0.0,8.0
human,human,H0295,1,0.7944811628173415,PT,0,1,1,181.0,25.0,11.7,0.0
human,human,H0295,1,0.7944811628173415,CAR,1,0,1,92.0,0.0,11.01,0.0
human,human,H0295,1,0.7944811628173415,SLOW_MODES,2,0,1,0.0,0.0,0.0,71.0
human,human,H0296,1,0.954424398357919,PT,0,0,1,127.0,19.0,22.0,0.0
human,human,H0296,1,0.954424398357919,CAR,1,1,1,62.0,0.0,6.96,0.0
human,human,H0296,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,47.0
human,human,H0297,1,0.2545934244605354,PT,0,1,1,137.0,0.0,0.0,0.0
human,human,H0297,1,0.2545934244605354,CAR,1,0,1,76.0,0.0,8.74,0.0
human,human,H0297,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,58.0
human,human,H0298,1,5.121759864312539,PT,0,1,1,71.0,8.0,0.0,0.0
human,human,H0298,1,5.121759864312539,CAR,1,0,0,26.0,0.0,2.64,0.0
human,human,H0298,1,5.121759864312539,SLOW_MODES,2,0,1,0.0,0.0,0.0,15.0
human,human,H0299,1,5.121759864312539,PT,0,1,1,73.0,0.0,0.0,0.0
human,human,H0299,1,5.121759864312539,CAR,1,0,0,26.0,0.0,2.64,0.0
human,human,H0299,1,5.121759864312539,SLOW_MODES,2,0,1,0.0,0.0,0.0,15.0
human,human,H0300,1,0.3360277669782562,PT,0,1,1,173.0,21.0,9.0,0.0
human,human,H0300,1,0.3360277669782562,CAR,1,0,1,77.0,0.0,7.54,0.0
human,human,H0300,1,0.3360277669782562,SLOW_MODES,2,0,1,0.0,0.0,0.0,48.0
human,human,H0301,1,0.954424398357919,PT,0,1,1,126.0,14.0,0.0,0.0
human,human,H0301,1,0.954424398357919,CAR,1,0,1,68.0,0.0,4.54,0.0
human,human,H0301,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,51.0
human,human,H0302,1,0.2290902236010023,PT,0,0,1,118.0,14.0,9.0,0.0
human,human,H0302,1,0.2290902236010023,CAR,1,1,1,40.0,0.0,4.04,0.0
