experiment_name,respondent_id,persona_id,task_id,task_index,presented_task_position,choice_label,chosen_alternative_id,chosen_alternative_name,is_valid_choice,female,gender_text,age_band,age_years,income_band,metropolis,metropolis_text,household_cars,accessible_bikes,pt_pass,pt_pass_text,maas_subscription,maas_text
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,40,P0040,SD01,1,6,D,private_car,Private Car,1,0,male,68_plus,76,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,41,P0041,SD02,2,1,B,bikesharing,Bike Sharing,1,1,female,30_39,37,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,41,P0041,SD01,1,2,D,private_car,Private Car,1,1,female,30_39,37,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,41,P0041,SD04,4,3,D,private_car,Private Car,1,1,female,30_39,37,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,41,P0041,SD06,6,4,D,private_car,Private Car,1,1,female,30_39,37,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,41,P0041,SD05,5,5,D,private_car,Private Car,1,1,female,30_39,37,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,41,P0041,SD03,3,6,D,private_car,Private Car,1,1,female,30_39,37,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,42,P0042,SD02,2,1,B,bikesharing,Bike Sharing,1,0,male,18_29,28,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,42,P0042,SD01,1,2,D,private_car,Private Car,1,0,male,18_29,28,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,42,P0042,SD06,6,3,D,private_car,Private Car,1,0,male,18_29,28,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,42,P0042,SD05,5,4,B,bikesharing,Bike Sharing,1,0,male,18_29,28,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,42,P0042,SD03,3,5,D,private_car,Private Car,1,0,male,18_29,28,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,42,P0042,SD04,4,6,D,private_car,Private Car,1,0,male,18_29,28,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,43,P0043,SD05,5,1,B,bikesharing,Bike Sharing,1,1,female,30_39,39,2000_3999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,43,P0043,SD03,3,2,D,private_car,Private Car,1,1,female,30_39,39,2000_3999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,43,P0043,SD04,4,3,D,private_car,Private Car,1,1,female,30_39,39,2000_3999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,43,P0043,SD06,6,4,D,private_car,Private Car,1,1,female,30_39,39,2000_3999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,43,P0043,SD01,1,5,D,private_car,Private Car,1,1,female,30_39,39,2000_3999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,43,P0043,SD02,2,6,D,private_car,Private Car,1,1,female,30_39,39,2000_3999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,44,P0044,SD03,3,1,A,e_scooter,E-Scooter Sharing,1,1,female,30_39,30,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,44,P0044,SD01,1,2,D,private_car,Private Car,1,1,female,30_39,30,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,44,P0044,SD04,4,3,D,private_car,Private Car,1,1,female,30_39,30,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,44,P0044,SD02,2,4,D,private_car,Private Car,1,1,female,30_39,30,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,44,P0044,SD06,6,5,D,private_car,Private Car,1,1,female,30_39,30,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,44,P0044,SD05,5,6,D,private_car,Private Car,1,1,female,30_39,30,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,45,P0045,SD01,1,1,B,bikesharing,Bike Sharing,1,1,female,50_59,57,2000_3999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,45,P0045,SD02,2,2,B,bikesharing,Bike Sharing,1,1,female,50_59,57,2000_3999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,45,P0045,SD03,3,3,D,private_car,Private Car,1,1,female,50_59,57,2000_3999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,45,P0045,SD06,6,4,D,private_car,Private Car,1,1,female,50_59,57,2000_3999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,45,P0045,SD04,4,5,D,private_car,Private Car,1,1,female,50_59,57,2000_3999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,45,P0045,SD05,5,6,D,private_car,Private Car,1,1,female,50_59,57,2000_3999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,46,P0046,SD03,3,1,A,e_scooter,E-Scooter Sharing,1,0,male,50_59,53,2000_3999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,46,P0046,SD02,2,2,D,private_car,Private Car,1,0,male,50_59,53,2000_3999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,46,P0046,SD04,4,3,D,private_car,Private Car,1,0,male,50_59,53,2000_3999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,46,P0046,SD05,5,4,D,private_car,Private Car,1,0,male,50_59,53,2000_3999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,46,P0046,SD01,1,5,D,private_car,Private Car,1,0,male,50_59,53,2000_3999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,46,P0046,SD06,6,6,D,private_car,Private Car,1,0,male,50_59,53,2000_3999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,47,P0047,SD06,6,1,B,bikesharing,Bike Sharing,1,0,male,60_67,62,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,47,P0047,SD02,2,2,D,private_car,Private Car,1,0,male,60_67,62,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,47,P0047,SD05,5,3,D,private_car,Private Car,1,0,male,60_67,62,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,47,P0047,SD04,4,4,D,private_car,Private Car,1,0,male,60_67,62,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,47,P0047,SD03,3,5,D,private_car,Private Car,1,0,male,60_67,62,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,47,P0047,SD01,1,6,D,private_car,Private Car,1,0,male,60_67,62,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,48,P0048,SD01,1,1,B,bikesharing,Bike Sharing,1,1,female,50_59,57,lt_500_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,48,P0048,SD06,6,2,B,bikesharing,Bike Sharing,1,1,female,50_59,57,lt_500_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,48,P0048,SD05,5,3,B,bikesharing,Bike Sharing,1,1,female,50_59,57,lt_500_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,48,P0048,SD02,2,4,B,bikesharing,Bike Sharing,1,1,female,50_59,57,lt_500_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,48,P0048,SD04,4,5,D,private_car,Private Car,1,1,female,50_59,57,lt_500_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,48,P0048,SD03,3,6,D,private_car,Private Car,1,1,female,50_59,57,lt_500_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,49,P0049,SD05,5,1,B,bikesharing,Bike Sharing,1,0,male,68_plus,69,2000_3999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,49,P0049,SD06,6,2,B,bikesharing,Bike Sharing,1,0,male,68_plus,69,2000_3999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,49,P0049,SD02,2,3,B,bikesharing,Bike Sharing,1,0,male,68_plus,69,2000_3999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,49,P0049,SD04,4,4,D,private_car,Private Car,1,0,male,68_plus,69,2000_3999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,49,P0049,SD01,1,5,D,private_car,Private Car,1,0,male,68_plus,69,2000_3999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,49,P0049,SD03,3,6,D,private_car,Private Car,1,0,male,68_plus,69,2000_3999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,50,P0050,SD01,1,1,D,private_car,Private Car,1,1,female,68_plus,74,2000_3999_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,50,P0050,SD06,6,2,D,private_car,Private Car,1,1,female,68_plus,74,2000_3999_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,50,P0050,SD04,4,3,D,private_car,Private Car,1,1,female,68_plus,74,2000_3999_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,50,P0050,SD02,2,4,D,private_car,Private Car,1,1,female,68_plus,74,2000_3999_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,50,P0050,SD03,3,5,D,private_car,Private Car,1,1,female,68_plus,74,2000_3999_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,50,P0050,SD05,5,6,D,private_car,Private Car,1,1,female,68_plus,74,2000_3999_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,51,P0051,SD05,5,1,B,bikesharing,Bike Sharing,1,1,female,50_59,58,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,51,P0051,SD06,6,2,B,bikesharing,Bike Sharing,1,1,female,50_59,58,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,51,P0051,SD01,1,3,D,private_car,Private Car,1,1,female,50_59,58,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,51,P0051,SD02,2,4,D,private_car,Private Car,1,1,female,50_59,58,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,51,P0051,SD03,3,5,D,private_car,Private Car,1,1,female,50_59,58,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,51,P0051,SD04,4,6,D,private_car,Private Car,1,1,female,50_59,58,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,52,P0052,SD02,2,1,D,private_car,Private Car,1,0,male,50_59,54,4000_plus_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,52,P0052,SD06,6,2,D,private_car,Private Car,1,0,male,50_59,54,4000_plus_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,52,P0052,SD05,5,3,D,private_car,Private Car,1,0,male,50_59,54,4000_plus_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,52,P0052,SD01,1,4,D,private_car,Private Car,1,0,male,50_59,54,4000_plus_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,52,P0052,SD03,3,5,D,private_car,Private Car,1,0,male,50_59,54,4000_plus_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,52,P0052,SD04,4,6,D,private_car,Private Car,1,0,male,50_59,54,4000_plus_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,53,P0053,SD02,2,1,C,walking,Walking,1,1,female,50_59,58,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,53,P0053,SD05,5,2,C,walking,Walking,1,1,female,50_59,58,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,53,P0053,SD01,1,3,D,private_car,Private Car,1,1,female,50_59,58,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,53,P0053,SD03,3,4,D,private_car,Private Car,1,1,female,50_59,58,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,53,P0053,SD06,6,5,D,private_car,Private Car,1,1,female,50_59,58,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,53,P0053,SD04,4,6,D,private_car,Private Car,1,1,female,50_59,58,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,54,P0054,SD04,4,1,B,bikesharing,Bike Sharing,1,1,female,60_67,61,2000_3999_eur,0,large city,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,54,P0054,SD02,2,2,C,walking,Walking,1,1,female,60_67,61,2000_3999_eur,0,large city,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,54,P0054,SD03,3,3,D,private_car,Private Car,1,1,female,60_67,61,2000_3999_eur,0,large city,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,54,P0054,SD06,6,4,D,private_car,Private Car,1,1,female,60_67,61,2000_3999_eur,0,large city,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,54,P0054,SD05,5,5,D,private_car,Private Car,1,1,female,60_67,61,2000_3999_eur,0,large city,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,54,P0054,SD01,1,6,D,private_car,Private Car,1,1,female,60_67,61,2000_3999_eur,0,large city,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,55,P0055,SD03,3,1,C,walking,Walking,1,0,male,60_67,67,500_1999_eur,0,large city,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,55,P0055,SD05,5,2,C,walking,Walking,1,0,male,60_67,67,500_1999_eur,0,large city,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,55,P0055,SD06,6,3,C,walking,Walking,1,0,male,60_67,67,500_1999_eur,0,large city,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,55,P0055,SD04,4,4,C,walking,Walking,1,0,male,60_67,67,500_1999_eur,0,large city,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,55,P0055,SD02,2,5,C,walking,Walking,1,0,male,60_67,67,500_1999_eur,0,large city,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,55,P0055,SD01,1,6,C,walking,Walking,1,0,male,60_67,67,500_1999_eur,0,large city,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,56,P0056,SD05,5,1,B,bikesharing,Bike Sharing,1,0,male,68_plus,68,500_1999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,56,P0056,SD06,6,2,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,56,P0056,SD02,2,3,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,56,P0056,SD04,4,4,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,56,P0056,SD03,3,5,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,56,P0056,SD01,1,6,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,57,P0057,SD06,6,1,B,bikesharing,Bike Sharing,1,1,female,60_67,65,2000_3999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,57,P0057,SD04,4,2,D,private_car,Private Car,1,1,female,60_67,65,2000_3999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,57,P0057,SD03,3,3,D,private_car,Private Car,1,1,female,60_67,65,2000_3999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,57,P0057,SD01,1,4,D,private_car,Private Car,1,1,female,60_67,65,2000_3999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,57,P0057,SD02,2,5,D,private_car,Private Car,1,1,female,60_67,65,2000_3999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,57,P0057,SD05,5,6,D,private_car,Private Car,1,1,female,60_67,65,2000_3999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,58,P0058,SD04,4,1,B,bikesharing,Bike Sharing,1,0,male,40_49,42,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,58,P0058,SD05,5,2,B,bikesharing,Bike Sharing,1,0,male,40_49,42,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,58,P0058,SD01,1,3,D,private_car,Private Car,1,0,male,40_49,42,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,58,P0058,SD02,2,4,D,private_car,Private Car,1,0,male,40_49,42,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,58,P0058,SD03,3,5,D,private_car,Private Car,1,0,male,40_49,42,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,58,P0058,SD06,6,6,D,private_car,Private Car,1,0,male,40_49,42,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,59,P0059,SD03,3,1,C,walking,Walking,1,1,female,68_plus,76,2000_3999_eur,1,metropolis,2,0,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,59,P0059,SD04,4,2,D,private_car,Private Car,1,1,female,68_plus,76,2000_3999_eur,1,metropolis,2,0,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,59,P0059,SD02,2,3,D,private_car,Private Car,1,1,female,68_plus,76,2000_3999_eur,1,metropolis,2,0,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,59,P0059,SD01,1,4,D,private_car,Private Car,1,1,female,68_plus,76,2000_3999_eur,1,metropolis,2,0,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,59,P0059,SD05,5,5,D,private_car,Private Car,1,1,female,68_plus,76,2000_3999_eur,1,metropolis,2,0,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,59,P0059,SD06,6,6,D,private_car,Private Car,1,1,female,68_plus,76,2000_3999_eur,1,metropolis,2,0,1,holds a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,60,P0060,SD02,2,1,C,walking,Walking,1,1,female,50_59,54,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,60,P0060,SD05,5,2,C,walking,Walking,1,1,female,50_59,54,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,60,P0060,SD06,6,3,D,private_car,Private Car,1,1,female,50_59,54,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,60,P0060,SD03,3,4,D,private_car,Private Car,1,1,female,50_59,54,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,60,P0060,SD04,4,5,D,private_car,Private Car,1,1,female,50_59,54,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
