respondent_id,source_observation_id,human_id,normalized_weight,Weight,LangCode,UrbRur,OccupStat,TripPurpose,Education,Region,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Envir02,Envir05,Envir06,Mobil10,Mobil11,Mobil16
H0993,1224,47120768,0.7518844977110388,0.0003213,2,1,9,3,3,5,69,male,65 or older,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,3,4,6,5,5
H0994,1225,47120775,2.0360086784578657,0.00087004,2,1,1,2,3,5,27,female,30 or younger,5000,around CHF 5000 per month,0,1,0,1,0,1,5.0,1,0,0,1,1,1,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,4,3,4,5,6,4,3
H0995,1226,47120849,0.8611359127752702,0.000367986,2,1,2,1,3,5,43,female,43 years old,5000,around CHF 5000 per month,0,1,1,0,0,0,5.0,0,1,0,1,2,2,1,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,1,4,4,3,3,4
H0996,1227,47120849,0.8611359127752702,0.000367986,2,1,2,3,3,5,43,female,43 years old,5000,around CHF 5000 per month,0,1,1,0,0,0,5.0,0,1,0,1,2,2,1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,1,4,4,3,3,4
H0997,1228,47120849,0.8611359127752702,0.000367986,2,1,2,3,3,5,43,female,43 years old,5000,around CHF 5000 per month,0,1,1,0,0,0,5.0,0,1,0,1,2,2,1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,1,4,4,3,3,4
H0998,1230,47120871,2.2635771809925926,0.000967286,2,1,1,1,3,5,39,male,39 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,8,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,4,3,4,4,2,4
H0999,1231,47120872,2.2635771809925926,0.000967286,2,1,1,1,3,5,39,male,39 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,8,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,4,3,4,4,2,4
H1000,1232,47120923,0.2298009887184065,9.82e-05,2,1,1,2,6,5,62,female,62 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,1,1,1,0,1,0,a mixed work-and-leisure trip,applied higher education,1,car is available for this trip,5,5,5,5,6,2,5
H1001,1233,47120924,0.2298009887184065,9.82e-05,2,1,1,2,6,5,62,female,62 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,1,1,1,0,1,0,a mixed work-and-leisure trip,applied higher education,1,car is available for this trip,5,5,5,5,6,2,5
H1002,1234,47120924,0.2298009887184065,9.82e-05,2,1,1,1,6,5,62,female,62 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,1,1,1,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,5,5,5,5,6,2,5
H1003,1235,47120924,0.2298009887184065,9.82e-05,2,1,1,3,6,5,62,female,62 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,1,1,1,0,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,5,5,5,5,6,2,5
H1004,1236,47120931,2.2635771809925926,0.000967286,2,1,1,1,3,5,38,male,38 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,2,4,4,2,4,2
H1005,1237,47120931,2.2635771809925926,0.000967286,2,1,1,1,3,5,38,male,38 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,2,4,4,2,4,2
H1006,1238,47120932,2.2635771809925926,0.000967286,2,1,1,1,3,5,38,male,38 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,2,4,4,2,4,2
H1007,1239,47120939,0.6038126284528191,0.000258025,2,1,1,3,4,5,36,male,36 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,0,1,4,3,1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,4,5,5,1,2,3
H1008,1240,47121036,0.8611359127752702,0.000367986,2,1,2,1,3,5,56,female,56 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,4,3,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,2,4,4,6,2,2
H1009,1241,47121039,0.8611359127752702,0.000367986,2,1,2,3,3,5,59,female,59 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,0,3,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,4,4,4,5,2,2,3
H1010,1242,47121116,0.9573855529584482,0.000409116,2,1,1,1,3,5,58,male,58 years old,5000,around CHF 5000 per month,0,1,0,0,1,0,5.0,0,0,0,2,2,3,-1,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,1,3,2,2,2
H1011,1243,47122013,0.8611359127752702,0.000367986,2,1,6,3,3,5,42,female,42 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,1,0,1,6,6,3,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,-1,3,4,5,2,4,2
H1012,1244,47122013,0.8611359127752702,0.000367986,2,1,6,3,3,5,42,female,42 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,1,0,1,6,6,3,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,-1,3,4,5,2,4,2
H1013,1245,47130034,0.6038126284528191,0.000258025,2,1,8,1,5,5,20,male,30 or younger,9000,around CHF 9000 per month,0,0,0,0,0,1,9.0,0,0,0,1,7,4,0,1,0,a work-related trip,high school education,0,car is not available for this trip,5,4,5,5,6,1,4
H1014,1246,47130065,0.543107257288418,0.000232084,2,1,2,1,4,5,37,female,37 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,1,6,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,5,5,4,5,2,2,2
H1015,1247,47130066,0.2553833146722722,0.000109132,2,1,1,1,6,5,40,male,40 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,1,0,0,1,6,4,2,1,0,a work-related trip,applied higher education,1,car is available for this trip,5,4,4,5,1,2,4
H1016,1248,47130066,0.2553833146722722,0.000109132,2,1,1,3,6,5,40,male,40 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,1,0,0,1,6,4,2,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,5,4,4,5,1,2,4
H1017,1250,47130281,0.8611359127752702,0.000367986,2,1,6,1,3,5,55,female,55 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,0,3,2,3,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,2,4,4,6,4,4
H1018,1251,47130281,0.8611359127752702,0.000367986,2,1,6,3,3,5,55,female,55 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,0,3,2,3,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,2,4,4,6,4,4
H1019,1252,47130286,0.9573855529584482,0.000409116,2,1,1,3,3,5,60,male,60 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,1,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,1,1,3,6,5,4
H1020,1253,47130332,0.2005493353683038,8.57e-05,2,1,9,3,6,5,72,male,65 or older,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,3,4,4,0,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,6,6,6,3,3,5,6
H1021,1254,47130345,1.2842482077570314,0.000548793,2,1,1,1,3,5,19,female,30 or younger,7000,around CHF 7000 per month,0,1,0,0,0,1,7.0,1,0,0,2,2,3,1,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,1,3,3,6,4,5
H1022,1255,47130345,1.2842482077570314,0.000548793,2,1,1,3,3,5,19,female,30 or younger,7000,around CHF 7000 per month,0,1,0,0,0,1,7.0,1,0,0,2,2,3,1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,1,3,3,6,4,5
H1023,1258,47130387,0.7518844977110388,0.0003213,2,1,9,3,3,5,68,male,65 or older,3250,around CHF 3250 per month,0,1,0,0,1,0,3.25,0,0,0,1,0,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,2,2,4,-1,4,4
H1024,1259,47130387,0.7518844977110388,0.0003213,2,1,9,1,3,5,68,male,65 or older,3250,around CHF 3250 per month,0,1,0,0,1,0,3.25,0,0,0,1,0,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,2,2,4,-1,4,4
H1025,1260,47130407,0.8611359127752702,0.000367986,2,1,2,1,3,5,51,female,51 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,2,2,0,1,0,a work-related trip,vocational or secondary education,0,car is not available for this trip,6,6,4,4,3,4,4
H1026,1261,47130441,0.1804241978634332,7.71e-05,2,1,-1,-1,-1,5,-1,traveler,30 or younger,-1,unknown income,0,0,0,0,0,1,-0.001,0,0,0,-1,-1,-1,-1,0,1,a trip with unreported purpose,education not reported,1,car is available for this trip,-2,-2,-2,-2,-2,-2,-2
H1027,1262,47130442,0.543107257288418,0.000232084,2,1,1,2,6,5,37,female,37 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,1,0,a mixed work-and-leisure trip,applied higher education,1,car is available for this trip,4,3,4,4,6,4,1
H1028,1263,47130471,0.543107257288418,0.000232084,2,1,1,2,5,5,30,female,30 or younger,9000,around CHF 9000 per month,0,0,0,0,0,1,9.0,0,0,1,2,2,2,0,1,0,a mixed work-and-leisure trip,high school education,1,car is available for this trip,3,4,4,5,5,2,5
H1029,1264,47130471,0.543107257288418,0.000232084,2,1,1,1,5,5,30,female,30 or younger,9000,around CHF 9000 per month,0,0,0,0,0,1,9.0,0,0,1,2,2,2,0,1,0,a work-related trip,high school education,1,car is available for this trip,3,4,4,5,5,2,5
H1030,1265,47130533,0.6038126284528191,0.000258025,2,1,1,1,6,5,32,male,32 years old,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,1,0,1,3,5,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,4,3,3,4,4,5,5
H1031,1266,47130611,0.9573855529584482,0.000409116,2,1,1,3,3,5,44,male,44 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,2,7,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,4,5,5,1,4,1
H1032,1267,47130611,0.9573855529584482,0.000409116,2,1,1,3,3,5,44,male,44 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,2,7,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,4,5,5,1,4,1
H1033,1269,47130685,0.2005493353683038,8.57e-05,2,1,9,3,4,5,72,male,65 or older,5000,around CHF 5000 per month,0,0,1,0,0,0,5.0,0,0,0,1,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,3,3,6,5,5
H1034,1270,47130729,0.9573855529584482,0.000409116,2,1,2,1,3,5,59,male,59 years old,3250,around CHF 3250 per month,0,1,0,0,1,0,3.25,1,1,0,1,2,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,5,5,5,5,6,2,3
H1035,1271,47130823,0.1804241978634332,7.71e-05,2,1,9,3,6,5,73,female,65 or older,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,1,0,0,1,1,1,0,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,2,2,2,4,6,5,4
H1036,1272,50260039,3.444981255835199,0.001472131,2,1,4,3,2,5,47,female,47 years old,3250,around CHF 3250 per month,0,1,0,0,0,0,3.25,0,0,0,1,0,2,0,0,1,a leisure-related trip,compulsory education,0,car is not available for this trip,6,2,3,3,6,3,2
H1037,1273,50260039,3.444981255835199,0.001472131,2,1,4,-1,2,5,47,female,47 years old,3250,around CHF 3250 per month,0,1,0,0,0,0,3.25,0,0,0,1,0,2,0,0,1,a trip with unreported purpose,compulsory education,0,car is not available for this trip,6,2,3,3,6,3,2
H1038,1274,50260077,0.7518844977110388,0.0003213,2,1,9,3,3,5,72,male,65 or older,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,3,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,4,3,5,3,3,3
H1039,1275,50260087,0.8611359127752702,0.000367986,2,1,6,3,3,5,54,female,54 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,0,0,0,1,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,2,5,5,6,4,1
H1040,1276,50260131,17.720323980974673,0.00757236,2,1,5,1,1,5,28,male,30 or younger,3250,around CHF 3250 per month,0,1,0,0,0,1,3.25,1,0,0,2,1,3,0,1,0,a work-related trip,compulsory education,0,car is not available for this trip,1,4,2,2,6,3,6
H1041,1278,50260144,2.2635771809925926,0.000967286,2,1,1,2,3,5,35,male,35 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,1,2,1,2,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,1,2,1,5,6,4,5
H1042,1279,50260165,5.1376504081954355,0.002195453,2,1,8,2,2,5,19,female,30 or younger,7000,around CHF 7000 per month,0,1,0,1,0,1,7.0,1,0,0,2,3,4,1,1,0,a mixed work-and-leisure trip,compulsory education,0,car is not available for this trip,1,2,3,3,3,3,5
H1043,1280,50260165,5.1376504081954355,0.002195453,2,1,8,2,2,5,19,female,30 or younger,7000,around CHF 7000 per month,0,1,0,1,0,1,7.0,1,0,0,2,3,4,1,1,0,a mixed work-and-leisure trip,compulsory education,0,car is not available for this trip,1,2,3,3,3,3,5
H1044,1281,50260166,0.9573855529584482,0.000409116,2,1,1,2,3,5,53,male,53 years old,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,1,0,0,2,3,4,1,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,2,4,3,4,1,4,3
H1045,1282,50260181,0.2553833146722722,0.000109132,2,1,1,-1,6,5,53,male,53 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,1,3,3,0,0,1,a trip with unreported purpose,applied higher education,1,car is available for this trip,5,4,5,5,6,1,3
H1046,1283,50260183,0.8611359127752702,0.000367986,2,1,2,1,3,5,50,female,50 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,0,1,1,3,3,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,5,4,5,5,6,1,1
H1047,1284,50260275,0.2298009887184065,9.82e-05,2,1,2,1,5,5,53,female,53 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,0,3,2,-1,-1,1,0,a work-related trip,high school education,1,car is available for this trip,4,3,2,4,2,4,4
H1048,1285,50260276,0.2943067346860529,0.000125765,2,1,2,2,8,5,65,male,65 or older,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,1,0,1,2,3,3,-1,1,0,a mixed work-and-leisure trip,university education,1,car is available for this trip,3,2,4,5,6,5,4
H1049,1287,50270016,0.7518844977110388,0.0003213,2,1,9,3,3,5,76,male,65 or older,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,0,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,2,6,6,6,6,4
H1050,1288,50270029,3.830035979742342,0.001636675,2,1,1,1,2,5,49,male,49 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,3,2,0,1,0,a work-related trip,compulsory education,1,car is available for this trip,5,5,3,3,2,2,3
H1051,1289,50270030,0.8611359127752702,0.000367986,2,1,2,1,3,5,49,female,49 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,3,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,4,5,3,3,3,4,3
H1052,1290,50270088,0.2298009887184065,9.82e-05,2,1,1,1,6,5,57,female,57 years old,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,0,0,0,1,1,1,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,4,5,4,5,6,3,6
H1053,1291,50270151,0.9573855529584482,0.000409116,2,1,1,1,3,5,54,male,54 years old,9000,around CHF 9000 per month,0,1,1,0,0,0,9.0,1,0,0,1,3,3,1,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,4,4,4,4,2,2,3
H1054,1292,50270163,0.7518844977110388,0.0003213,2,1,2,1,3,5,65,male,65 or older,15000,around CHF 15000 per month,0,1,0,0,0,0,15.0,0,0,0,1,0,3,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,4,2,2,2,6,5,2
H1055,1293,50270164,0.8611359127752702,0.000367986,2,1,9,1,3,5,64,female,64 years old,15000,around CHF 15000 per month,0,1,0,0,0,0,15.0,0,0,0,1,0,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,-1,-1,-1,-1,-1,4,3
H1056,1294,50270166,0.6038126284528191,0.000258025,2,1,-1,3,-1,5,-1,traveler,30 or younger,-1,unknown income,0,0,0,0,0,1,-0.001,0,0,0,-1,-1,-1,-1,0,1,a leisure-related trip,education not reported,1,car is available for this trip,1,3,3,5,4,5,4
H1057,1295,50270194,0.3747464412665672,0.000160139,2,1,1,1,8,5,40,male,40 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,1,1,4,1,0,1,0,a work-related trip,university education,1,car is available for this trip,1,1,1,1,6,2,4
H1058,1298,50270271,0.9573855529584482,0.000409116,2,1,7,3,3,5,54,male,54 years old,3250,around CHF 3250 per month,0,1,0,0,1,0,3.25,0,0,0,1,1,1,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,3,3,4,6,2,4
H1059,1299,50270287,0.337070311751635,0.000144039,2,1,2,1,8,5,53,female,53 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,0,1,3,3,0,1,0,a work-related trip,university education,1,car is available for this trip,3,6,3,4,2,2,3
H1060,1300,50270288,0.543107257288418,0.000232084,2,1,8,3,5,5,24,female,30 or younger,15000,around CHF 15000 per month,0,0,0,0,0,1,15.0,0,0,0,0,3,4,0,0,1,a leisure-related trip,high school education,1,car is available for this trip,3,4,3,4,6,4,5
H1061,1301,50270317,0.3747464412665672,0.000160139,2,1,1,3,7,5,46,male,46 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,1,0,2,2,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,2,1,3,5,3,5,5
H1062,1302,50270318,0.3747464412665672,0.000160139,2,1,1,3,7,5,46,male,46 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,1,0,2,2,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,2,1,3,5,3,5,5
H1063,1303,50270408,0.7518844977110388,0.0003213,2,1,9,1,3,5,70,male,65 or older,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,0,2,1,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,3,3,4,4
H1064,1305,50270415,0.2943067346860529,0.000125765,2,1,9,3,7,5,67,male,65 or older,5000,around CHF 5000 per month,1,0,0,1,0,0,5.0,0,0,0,1,3,1,0,0,1,a leisure-related trip,university education,1,car is available for this trip,2,2,4,4,6,4,4
H1065,1306,50270426,2.2635771809925926,0.000967286,2,1,1,3,3,5,38,male,38 years old,15000,around CHF 15000 per month,0,1,1,0,0,0,15.0,1,0,0,2,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,2,3,6,1,4
H1066,1307,50270426,2.2635771809925926,0.000967286,2,1,1,3,3,5,38,male,38 years old,15000,around CHF 15000 per month,0,1,1,0,0,0,15.0,1,0,0,2,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,2,3,6,1,4
H1067,1308,50270435,0.2553833146722722,0.000109132,2,1,1,-1,4,5,42,male,42 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,0,2,5,4,2,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,3,4,3,4,3,4,3
H1068,1309,50270436,0.2553833146722722,0.000109132,2,1,1,3,4,5,42,male,42 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,0,2,5,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,4,3,4,3,4,3
H1069,1310,50270436,0.2553833146722722,0.000109132,2,1,1,3,4,5,42,male,42 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,0,2,5,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,4,3,4,3,4,3
H1070,1311,50270436,0.2553833146722722,0.000109132,2,1,1,-1,4,5,42,male,42 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,0,2,5,4,2,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,3,4,3,4,3,4,3
H1071,1312,50270439,2.0360086784578657,0.00087004,2,1,2,3,3,5,33,female,33 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,1,2,5,3,1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,2,3,3,4,4,3
H1072,1313,50270475,0.3747464412665672,0.000160139,2,1,1,1,7,5,59,male,59 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,1,0,1,2,2,0,1,0,a work-related trip,university education,1,car is available for this trip,4,2,4,5,2,2,4
H1073,1314,50270477,0.796946084663805,0.000340556,2,1,2,3,7,5,35,female,35 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,1,0,0,0,10,3,1,0,1,a leisure-related trip,university education,1,car is available for this trip,5,5,4,5,1,2,2
H1074,1315,50270478,0.8860232194455376,0.000378621,2,1,2,3,8,5,39,male,39 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,1,0,1,0,10,3,1,0,1,a leisure-related trip,university education,1,car is available for this trip,5,4,4,5,3,2,3
H1075,1316,50270501,0.2943067346860529,0.000125765,2,1,1,1,7,5,65,male,65 or older,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,1,0,3,2,2,0,1,0,a work-related trip,university education,1,car is available for this trip,4,2,4,5,2,3,4
H1076,1317,50270502,0.2298009887184065,9.82e-05,2,1,1,1,5,5,63,female,63 years old,5000,around CHF 5000 per month,0,0,0,1,0,0,5.0,1,0,1,3,2,2,0,1,0,a work-related trip,high school education,1,car is available for this trip,5,3,4,4,4,4,2
H1077,1318,50270516,0.2553833146722722,0.000109132,2,1,1,2,6,5,41,male,41 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,0,0,1,1,1,1,0,1,0,a mixed work-and-leisure trip,applied higher education,1,car is available for this trip,1,5,2,2,6,5,4
H1078,1319,50270533,0.2553833146722722,0.000109132,2,1,1,3,6,5,40,male,40 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,0,2,4,4,2,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,4,2,4,5,3,4,4
H1079,1320,50270533,0.2553833146722722,0.000109132,2,1,1,1,6,5,40,male,40 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,0,2,4,4,2,1,0,a work-related trip,applied higher education,1,car is available for this trip,4,2,4,5,3,4,4
H1080,1321,50270601,2.0360086784578657,0.00087004,2,1,1,2,3,5,32,female,32 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,1,1,1,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,1,4,3,3,6,5,5
H1081,1322,50270601,2.0360086784578657,0.00087004,2,1,1,3,3,5,32,female,32 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,1,1,1,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,4,3,3,6,5,5
H1082,1323,50270611,2.0360086784578657,0.00087004,2,1,2,1,3,5,38,female,38 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,2,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,3,3,4,6,4,3
H1083,1326,50270631,0.2943067346860529,0.000125765,2,1,2,1,7,5,65,male,65 or older,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,1,1,2,0,1,0,a work-related trip,university education,1,car is available for this trip,5,4,4,5,1,2,4
H1084,1327,50270638,0.9573855529584482,0.000409116,2,1,1,1,3,5,61,male,61 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,2,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,3,5,6,5,4
H1085,1328,50270639,0.2553833146722722,0.000109132,2,1,1,1,4,5,50,male,50 years old,8418,around CHF 8418 per month,0,0,0,1,0,0,8.418,0,0,0,1,3,3,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,6,2,3,3,4,4
H1086,1331,50270667,0.8611359127752702,0.000367986,2,1,9,3,3,5,63,female,63 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,0,0,0,1,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,2,2,3,6,5,4
H1087,1332,50270668,0.8611359127752702,0.000367986,2,1,9,3,3,5,63,female,63 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,0,0,0,1,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,2,2,3,6,5,4
H1088,1333,50270775,0.2005493353683038,8.57e-05,2,1,2,1,6,5,66,male,65 or older,7000,around CHF 7000 per month,1,0,1,0,0,0,7.0,1,0,1,2,1,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,1,6,6,3,6,5,6
H1089,1334,50270804,0.2298009887184065,9.82e-05,2,1,9,-1,6,5,-1,female,30 or younger,7000,around CHF 7000 per month,1,0,0,0,0,1,7.0,0,0,0,2,1,2,-1,0,1,a trip with unreported purpose,applied higher education,1,car is available for this trip,5,3,5,5,4,4,4
H1090,1335,50270844,0.6947595289166903,0.000296889,2,1,9,-1,8,5,84,male,65 or older,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,0,2,0,0,1,a trip with unreported purpose,university education,1,car is available for this trip,1,2,1,4,6,4,3
H1091,1336,50760031,0.2298009887184065,9.82e-05,2,1,1,1,6,5,51,female,51 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,1,2,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,1,5,3,3,6,5,5
H1092,1337,50760043,0.9573855529584482,0.000409116,2,1,1,2,3,5,61,male,61 years old,5000,around CHF 5000 per month,0,1,0,0,1,0,5.0,0,0,0,1,2,2,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,2,1,4,4,5,4,2
H1093,1338,50760054,0.2005493353683038,8.57e-05,2,1,9,1,4,5,70,male,65 or older,5000,around CHF 5000 per month,0,0,0,0,0,0,5.0,0,0,0,1,3,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,4,4,1,4,5,4,4
