respondent_id,persona_id,female,gender_text,age_band,age_years,income_band,metropolis,metropolis_text,household_cars,accessible_bikes,pt_pass,pt_pass_text,maas_subscription,maas_text
733,P0733,0,male,60_67,61,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
734,P0734,0,male,40_49,45,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
735,P0735,1,female,18_29,23,2000_3999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
736,P0736,1,female,60_67,64,2000_3999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
737,P0737,1,female,40_49,47,500_1999_eur,0,large city,3,1,1,holds a public transport pass,0,does not have a MaaS subscription
738,P0738,1,female,50_59,56,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
739,P0739,0,male,30_39,38,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
740,P0740,0,male,50_59,52,2000_3999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
741,P0741,1,female,40_49,45,4000_plus_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription
742,P0742,1,female,40_49,45,4000_plus_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
743,P0743,0,male,50_59,50,4000_plus_eur,1,metropolis,2,5,1,holds a public transport pass,0,does not have a MaaS subscription
744,P0744,0,male,68_plus,72,2000_3999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
745,P0745,0,male,18_29,19,500_1999_eur,1,metropolis,3,0,1,holds a public transport pass,0,does not have a MaaS subscription
746,P0746,0,male,40_49,44,4000_plus_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
747,P0747,0,male,40_49,46,4000_plus_eur,1,metropolis,1,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
748,P0748,0,male,30_39,33,500_1999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
749,P0749,1,female,30_39,31,2000_3999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
750,P0750,0,male,68_plus,68,500_1999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
751,P0751,0,male,50_59,57,500_1999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
752,P0752,1,female,40_49,45,500_1999_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
753,P0753,1,female,50_59,59,2000_3999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
754,P0754,0,male,40_49,46,500_1999_eur,0,large city,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
755,P0755,1,female,68_plus,69,4000_plus_eur,0,large city,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription
756,P0756,1,female,68_plus,75,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
757,P0757,1,female,18_29,24,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
758,P0758,1,female,50_59,52,lt_500_eur,0,large city,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
759,P0759,0,male,68_plus,79,2000_3999_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
760,P0760,1,female,60_67,63,2000_3999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
761,P0761,0,male,60_67,60,4000_plus_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
762,P0762,1,female,18_29,27,500_1999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
763,P0763,1,female,60_67,66,500_1999_eur,0,large city,3,3,1,holds a public transport pass,0,does not have a MaaS subscription
764,P0764,1,female,68_plus,77,500_1999_eur,0,large city,0,5,1,holds a public transport pass,0,does not have a MaaS subscription
765,P0765,1,female,18_29,25,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
766,P0766,1,female,68_plus,71,500_1999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
767,P0767,0,male,60_67,61,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
768,P0768,0,male,30_39,32,4000_plus_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
769,P0769,0,male,50_59,50,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
770,P0770,1,female,40_49,42,500_1999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
771,P0771,0,male,40_49,41,2000_3999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
772,P0772,0,male,68_plus,69,4000_plus_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
773,P0773,0,male,68_plus,79,4000_plus_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
774,P0774,0,male,18_29,25,2000_3999_eur,0,large city,1,0,1,holds a public transport pass,0,does not have a MaaS subscription
775,P0775,0,male,68_plus,75,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription
776,P0776,0,male,40_49,42,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
777,P0777,0,male,68_plus,71,4000_plus_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
778,P0778,0,male,60_67,62,4000_plus_eur,1,metropolis,3,4,1,holds a public transport pass,0,does not have a MaaS subscription
779,P0779,0,male,50_59,57,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
780,P0780,1,female,40_49,44,4000_plus_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
781,P0781,1,female,40_49,44,2000_3999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
782,P0782,1,female,40_49,43,2000_3999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
783,P0783,1,female,50_59,56,2000_3999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
784,P0784,0,male,50_59,51,2000_3999_eur,0,large city,2,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
785,P0785,0,male,60_67,64,4000_plus_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
786,P0786,0,male,50_59,59,4000_plus_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
787,P0787,1,female,30_39,38,2000_3999_eur,0,large city,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
788,P0788,0,male,50_59,56,4000_plus_eur,0,large city,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
789,P0789,0,male,30_39,31,2000_3999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
790,P0790,0,male,40_49,43,500_1999_eur,0,large city,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
791,P0791,0,male,30_39,39,2000_3999_eur,0,large city,0,1,1,holds a public transport pass,1,has an active MaaS subscription
792,P0792,0,male,40_49,41,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,1,has an active MaaS subscription
793,P0793,0,male,68_plus,73,2000_3999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
794,P0794,0,male,40_49,41,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
795,P0795,0,male,50_59,52,2000_3999_eur,1,metropolis,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
796,P0796,1,female,18_29,20,4000_plus_eur,1,metropolis,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
797,P0797,0,male,30_39,39,500_1999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
798,P0798,1,female,60_67,60,2000_3999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
799,P0799,1,female,50_59,55,500_1999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
800,P0800,0,male,30_39,32,4000_plus_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
801,P0801,1,female,68_plus,68,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
802,P0802,0,male,50_59,58,500_1999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
803,P0803,1,female,60_67,67,2000_3999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
804,P0804,0,male,60_67,60,4000_plus_eur,0,large city,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription
805,P0805,0,male,60_67,60,2000_3999_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription
806,P0806,1,female,68_plus,73,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
807,P0807,1,female,60_67,60,500_1999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
808,P0808,1,female,30_39,33,4000_plus_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
809,P0809,0,male,60_67,62,500_1999_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
810,P0810,1,female,50_59,57,2000_3999_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
811,P0811,1,female,30_39,32,2000_3999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
812,P0812,0,male,50_59,58,500_1999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
813,P0813,0,male,40_49,48,500_1999_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
814,P0814,1,female,60_67,61,4000_plus_eur,1,metropolis,3,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
815,P0815,1,female,68_plus,71,4000_plus_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
816,P0816,0,male,40_49,41,2000_3999_eur,0,large city,2,4,1,holds a public transport pass,0,does not have a MaaS subscription
817,P0817,1,female,40_49,44,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
818,P0818,1,female,40_49,45,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,1,has an active MaaS subscription
819,P0819,0,male,18_29,19,4000_plus_eur,1,metropolis,2,0,1,holds a public transport pass,0,does not have a MaaS subscription
820,P0820,0,male,18_29,19,500_1999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
821,P0821,1,female,40_49,43,2000_3999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
822,P0822,1,female,68_plus,72,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
823,P0823,0,male,50_59,52,2000_3999_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
824,P0824,1,female,30_39,31,500_1999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
825,P0825,0,male,60_67,65,500_1999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
826,P0826,1,female,68_plus,71,4000_plus_eur,1,metropolis,3,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
827,P0827,1,female,40_49,49,2000_3999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
828,P0828,0,male,40_49,45,2000_3999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
829,P0829,0,male,40_49,41,2000_3999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
830,P0830,1,female,30_39,33,2000_3999_eur,0,large city,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
831,P0831,1,female,40_49,42,2000_3999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
832,P0832,0,male,40_49,45,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
833,P0833,0,male,68_plus,76,4000_plus_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
834,P0834,1,female,50_59,54,2000_3999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
835,P0835,1,female,68_plus,75,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
836,P0836,1,female,60_67,67,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
837,P0837,1,female,40_49,41,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
838,P0838,1,female,30_39,38,2000_3999_eur,1,metropolis,3,1,1,holds a public transport pass,0,does not have a MaaS subscription
839,P0839,1,female,60_67,65,4000_plus_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
840,P0840,1,female,68_plus,68,2000_3999_eur,0,large city,3,1,1,holds a public transport pass,0,does not have a MaaS subscription
841,P0841,0,male,50_59,54,4000_plus_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
842,P0842,0,male,40_49,45,2000_3999_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
843,P0843,1,female,68_plus,72,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
844,P0844,1,female,18_29,22,2000_3999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
845,P0845,0,male,60_67,62,500_1999_eur,1,metropolis,4,3,1,holds a public transport pass,0,does not have a MaaS subscription
846,P0846,1,female,60_67,66,4000_plus_eur,0,large city,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
847,P0847,1,female,30_39,35,2000_3999_eur,1,metropolis,3,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
848,P0848,1,female,50_59,55,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
849,P0849,0,male,30_39,30,4000_plus_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
850,P0850,1,female,50_59,55,4000_plus_eur,1,metropolis,3,3,1,holds a public transport pass,0,does not have a MaaS subscription
851,P0851,0,male,60_67,64,2000_3999_eur,0,large city,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription
852,P0852,0,male,60_67,63,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
853,P0853,1,female,60_67,65,4000_plus_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
854,P0854,0,male,30_39,34,4000_plus_eur,1,metropolis,3,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
855,P0855,0,male,40_49,42,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
856,P0856,1,female,30_39,35,2000_3999_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
857,P0857,0,male,30_39,30,500_1999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
858,P0858,1,female,40_49,43,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
859,P0859,0,male,60_67,65,2000_3999_eur,0,large city,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
860,P0860,0,male,60_67,60,2000_3999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
861,P0861,1,female,60_67,65,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
862,P0862,0,male,50_59,57,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
863,P0863,0,male,50_59,56,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
864,P0864,0,male,68_plus,78,500_1999_eur,0,large city,0,1,1,holds a public transport pass,1,has an active MaaS subscription
865,P0865,1,female,18_29,23,500_1999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
866,P0866,0,male,30_39,32,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
867,P0867,1,female,50_59,51,500_1999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
868,P0868,1,female,60_67,65,4000_plus_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
869,P0869,0,male,30_39,37,500_1999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
870,P0870,0,male,30_39,31,500_1999_eur,1,metropolis,4,3,1,holds a public transport pass,0,does not have a MaaS subscription
871,P0871,0,male,18_29,23,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
872,P0872,1,female,68_plus,80,4000_plus_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
873,P0873,1,female,50_59,50,500_1999_eur,0,large city,1,0,1,holds a public transport pass,0,does not have a MaaS subscription
874,P0874,1,female,40_49,43,2000_3999_eur,1,metropolis,2,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
875,P0875,0,male,30_39,31,500_1999_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
876,P0876,0,male,30_39,33,4000_plus_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
877,P0877,1,female,68_plus,80,2000_3999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
878,P0878,0,male,60_67,63,2000_3999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
879,P0879,1,female,30_39,37,4000_plus_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
880,P0880,0,male,40_49,41,4000_plus_eur,1,metropolis,2,0,1,holds a public transport pass,0,does not have a MaaS subscription
881,P0881,1,female,60_67,64,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass,1,has an active MaaS subscription
882,P0882,1,female,50_59,57,4000_plus_eur,1,metropolis,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
883,P0883,0,male,30_39,35,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
884,P0884,0,male,60_67,67,2000_3999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
885,P0885,1,female,60_67,61,2000_3999_eur,0,large city,0,5,1,holds a public transport pass,0,does not have a MaaS subscription
886,P0886,0,male,40_49,48,500_1999_eur,1,metropolis,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
887,P0887,1,female,18_29,27,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
888,P0888,0,male,50_59,56,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
889,P0889,0,male,40_49,42,500_1999_eur,1,metropolis,3,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
890,P0890,1,female,50_59,57,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
891,P0891,1,female,40_49,49,4000_plus_eur,1,metropolis,1,0,0,does not hold a public transport pass,1,has an active MaaS subscription
892,P0892,0,male,50_59,52,2000_3999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
893,P0893,1,female,40_49,41,500_1999_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
894,P0894,0,male,18_29,18,2000_3999_eur,1,metropolis,3,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
895,P0895,1,female,18_29,24,4000_plus_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
896,P0896,0,male,68_plus,77,4000_plus_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
897,P0897,0,male,30_39,30,500_1999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
898,P0898,0,male,68_plus,70,2000_3999_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
899,P0899,0,male,68_plus,71,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
900,P0900,0,male,40_49,42,500_1999_eur,1,metropolis,0,4,1,holds a public transport pass,0,does not have a MaaS subscription
901,P0901,1,female,40_49,47,2000_3999_eur,1,metropolis,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
902,P0902,1,female,40_49,49,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
903,P0903,0,male,40_49,44,500_1999_eur,0,large city,1,3,1,holds a public transport pass,1,has an active MaaS subscription
904,P0904,1,female,40_49,47,2000_3999_eur,1,metropolis,4,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
905,P0905,0,male,40_49,40,500_1999_eur,0,large city,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
906,P0906,1,female,68_plus,80,4000_plus_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
907,P0907,0,male,68_plus,80,2000_3999_eur,0,large city,2,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
908,P0908,0,male,60_67,61,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
909,P0909,0,male,50_59,50,500_1999_eur,1,metropolis,1,4,0,does not hold a public transport pass,1,has an active MaaS subscription
910,P0910,0,male,30_39,31,2000_3999_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
911,P0911,0,male,30_39,38,4000_plus_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
912,P0912,1,female,60_67,62,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
913,P0913,0,male,50_59,53,2000_3999_eur,1,metropolis,3,2,1,holds a public transport pass,0,does not have a MaaS subscription
914,P0914,0,male,40_49,44,4000_plus_eur,1,metropolis,3,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
915,P0915,0,male,30_39,38,2000_3999_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
916,P0916,0,male,40_49,48,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,1,has an active MaaS subscription
917,P0917,0,male,40_49,45,2000_3999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
918,P0918,0,male,40_49,44,2000_3999_eur,0,large city,3,3,1,holds a public transport pass,0,does not have a MaaS subscription
919,P0919,1,female,18_29,28,2000_3999_eur,0,large city,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
920,P0920,0,male,60_67,63,2000_3999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
921,P0921,0,male,60_67,67,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
922,P0922,1,female,50_59,59,500_1999_eur,1,metropolis,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
923,P0923,0,male,40_49,46,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
924,P0924,0,male,60_67,67,500_1999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
925,P0925,1,female,18_29,22,2000_3999_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
926,P0926,0,male,30_39,37,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription
927,P0927,0,male,50_59,51,500_1999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
928,P0928,1,female,60_67,67,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
929,P0929,0,male,68_plus,74,4000_plus_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
930,P0930,0,male,50_59,51,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
931,P0931,0,male,18_29,22,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
932,P0932,0,male,68_plus,79,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
933,P0933,0,male,60_67,60,2000_3999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
934,P0934,1,female,60_67,67,2000_3999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
935,P0935,1,female,68_plus,69,500_1999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
936,P0936,1,female,60_67,67,4000_plus_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
937,P0937,1,female,30_39,35,2000_3999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
938,P0938,0,male,18_29,27,2000_3999_eur,1,metropolis,2,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
939,P0939,0,male,40_49,43,4000_plus_eur,1,metropolis,1,0,1,holds a public transport pass,0,does not have a MaaS subscription
940,P0940,0,male,68_plus,72,500_1999_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
941,P0941,0,male,40_49,47,2000_3999_eur,0,large city,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
942,P0942,0,male,30_39,37,500_1999_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
943,P0943,0,male,18_29,29,4000_plus_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
944,P0944,1,female,68_plus,77,2000_3999_eur,1,metropolis,0,5,1,holds a public transport pass,0,does not have a MaaS subscription
945,P0945,0,male,50_59,57,4000_plus_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
946,P0946,1,female,50_59,59,2000_3999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
947,P0947,0,male,40_49,40,2000_3999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
948,P0948,0,male,68_plus,72,4000_plus_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
949,P0949,0,male,50_59,52,2000_3999_eur,0,large city,0,3,0,does not hold a public transport pass,1,has an active MaaS subscription
950,P0950,1,female,30_39,34,4000_plus_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
951,P0951,1,female,30_39,36,500_1999_eur,0,large city,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
952,P0952,1,female,40_49,44,500_1999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
953,P0953,0,male,60_67,63,500_1999_eur,0,large city,4,3,1,holds a public transport pass,0,does not have a MaaS subscription
954,P0954,1,female,30_39,37,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
955,P0955,0,male,40_49,49,2000_3999_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
956,P0956,1,female,18_29,27,500_1999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
957,P0957,1,female,40_49,49,2000_3999_eur,1,metropolis,1,0,1,holds a public transport pass,0,does not have a MaaS subscription
958,P0958,0,male,30_39,32,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
959,P0959,0,male,60_67,60,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
