respondent_id,human_id,TimePT,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,TimeCar_scaled,CostCarCHF_scaled,distance_km_scaled,CAR_AVAILABLE,pt_proxy,car_proxy,slow_proxy,complexity_score,complexity_rank,scenario_id
H0292,42271394,144,15,25.0,68,7.91,54.0,0.72,0.25,2.5,0.34,0.791,10.8,1,3.4699999999999998,1.131,10.8,0.29949086552860144,0.2019774011299435,S0292
H0293,42271422,113,15,23.4,50,5.2,34.0,0.565,0.25,2.34,0.25,0.52,6.8,1,3.155,0.77,6.8,0.29542097488921715,0.19350282485875706,S0293
H0294,42280110,33,0,7.6,14,1.35,8.0,0.165,0.0,0.76,0.07,0.135,1.6,1,0.925,0.20500000000000002,1.6,0.5970149253731343,0.6299435028248588,S0294
H0295,42280369,181,25,11.7,92,11.01,71.0,0.905,0.4166666666666667,1.17,0.46,1.101,14.2,1,2.4916666666666667,1.561,14.2,0.5179558011049723,0.5211864406779662,S0295
H0296,42280523,127,19,22.0,62,6.96,47.0,0.635,0.3166666666666666,2.2,0.31,0.696,9.4,1,3.151666666666667,1.006,9.4,0.31789763696089857,0.2231638418079096,S0296
H0297,42280539,137,0,0.0,76,8.74,58.0,0.685,0.0,0.0,0.38,0.874,11.6,1,0.685,1.254,11.6,0.6373486297004461,0.6793785310734464,S0297
H0298,42280540,71,8,0.0,26,2.64,15.0,0.355,0.1333333333333333,0.0,0.13,0.264,3.0,0,0.4883333333333333,1000000.0,3.0,0.28476506881822494,0.17372881355932204,S0298
H0299,42280540,73,0,0.0,26,2.64,15.0,0.365,0.0,0.0,0.13,0.264,3.0,0,0.365,1000000.0,3.0,0.27510316368638243,0.16242937853107345,S0299
H0300,42280588,173,21,9.0,77,7.54,48.0,0.865,0.35,0.9,0.385,0.754,9.6,1,2.1149999999999998,1.139,9.6,0.5060728744939272,0.501412429378531,S0300
H0301,42280650,126,14,0.0,68,4.54,51.0,0.63,0.2333333333333333,0.0,0.34,0.454,10.2,1,0.8633333333333333,0.794,10.2,0.9351620947630923,0.9646892655367232,S0301
H0302,42330479,118,14,9.0,40,4.04,28.0,0.59,0.2333333333333333,0.9,0.2,0.404,5.6,1,1.7233333333333332,0.6040000000000001,5.6,0.47184649260773837,0.4491525423728814,S0302
H0303,42340021,130,0,11.6,39,4.1,23.2,0.65,0.0,1.16,0.195,0.41,4.64,1,1.81,0.605,4.64,0.4535147392290249,0.4166666666666667,S0303
H0304,42340130,56,0,17.6,18,1.81,11.0,0.28,0.0,1.7600000000000002,0.09,0.181,2.2,1,2.04,0.271,2.2,0.8620689655172413,0.9110169491525424,S0304
H0305,42340223,50,0,8.4,6,2.03,6.1,0.25,0.0,0.8400000000000001,0.03,0.2029999999999999,1.22,1,1.09,0.2329999999999999,1.22,0.8849557522123894,0.9265536723163842,S0305
H0306,42340325,177,6,10.0,53,5.3,33.5,0.885,0.1,1.0,0.265,0.53,6.7,1,1.9849999999999999,0.795,6.7,0.4566210045662101,0.422316384180791,S0306
H0307,42340423,203,3,0.0,87,10.52,68.0,1.015,0.05,0.0,0.435,1.052,13.6,1,1.065,1.487,13.6,0.7032348804500702,0.7655367231638418,S0307
H0308,44630015,232,38,0.0,104,19.46,148.0,1.16,0.6333333333333333,0.0,0.52,1.946,29.6,1,1.7933333333333332,2.466,29.6,0.5978477481068154,0.632768361581921,S0308
H0309,44630037,227,27,35.0,108,20.12,156.0,1.135,0.45,3.5,0.54,2.012,31.2,1,5.085,2.552,31.2,0.28304557033682426,0.17231638418079095,S0309
H0310,44630038,106,11,8.0,40,3.78,22.0,0.53,0.1833333333333333,0.8,0.2,0.378,4.4,1,1.5133333333333334,0.5780000000000001,4.4,0.5167068549776094,0.5169491525423728,S0310
H0311,44630231,206,27,0.0,119,20.26,148.0,1.03,0.45,0.0,0.595,2.026,29.6,0,1.48,1000000.0,29.6,0.03434065934065934,0.002824858757062147,S0311
H0312,44630344,100,1,11.4,50,5.75,37.0,0.5,0.0166666666666666,1.14,0.25,0.575,7.4,1,1.6566666666666665,0.825,7.4,0.5459508644222021,0.556497175141243,S0312
H0313,44630344,82,24,7.6,22,2.21,13.0,0.41,0.4,0.76,0.11,0.221,2.6,1,1.57,0.331,2.6,0.4926108374384236,0.4759887005649718,S0313
H0314,44630465,181,77,15.8,93,14.72,109.0,0.905,1.2833333333333334,1.58,0.465,1.472,21.8,1,3.7683333333333335,1.937,21.8,0.3531904874028726,0.2725988700564972,S0314
H0315,44630507,194,32,17.4,63,8.56,60.0,0.97,0.5333333333333333,1.7399999999999998,0.315,0.8560000000000001,12.0,1,3.243333333333333,1.171,12.0,0.3254855158945427,0.2387005649717514,S0315
H0316,44630670,172,14,8.8,52,6.42,43.0,0.86,0.2333333333333333,0.8800000000000001,0.26,0.642,8.6,1,1.9733333333333334,0.902,8.6,0.48278081750885093,0.4632768361581921,S0316
H0317,44630671,158,26,17.6,52,6.42,43.0,0.79,0.4333333333333333,1.7600000000000002,0.26,0.642,8.6,1,2.9833333333333334,0.902,8.6,0.3245348334054522,0.23587570621468926,S0317
H0318,44640015,113,0,0.0,46,6.66,47.0,0.565,0.0,0.0,0.23,0.666,9.4,1,0.565,0.896,9.4,0.7513148009015778,0.8149717514124294,S0318
H0319,44640016,48,0,0.0,30,2.95,16.0,0.24,0.0,0.0,0.15,0.295,3.2,1,0.24,0.44499999999999995,3.2,0.8298755186721991,0.8771186440677966,S0319
H0320,44640117,123,14,9.6,44,6.61,46.0,0.615,0.2333333333333333,0.96,0.22,0.661,9.2,1,1.8083333333333331,0.881,9.2,0.5188516084399862,0.5233050847457628,S0320
H0321,44640165,114,25,0.0,46,7.42,52.0,0.57,0.4166666666666667,0.0,0.23,0.742,10.4,1,0.9866666666666666,0.972,10.4,0.985545335085414,0.9929378531073446,S0321
H0322,44640256,81,5,0.0,41,6.08,42.0,0.405,0.0833333333333333,0.0,0.205,0.608,8.4,1,0.48833333333333334,0.813,8.4,0.754906894816306,0.8163841807909604,S0322
H0323,44640299,162,17,0.0,86,11.55,84.0,0.81,0.2833333333333333,0.0,0.43,1.155,16.8,1,1.0933333333333333,1.585,16.8,0.6703910614525139,0.7231638418079096,S0323
H0324,44640310,29,0,2.6,2,0.49,1.0,0.145,0.0,0.26,0.01,0.049,0.2,1,0.405,0.059000000000000004,0.2,0.8764241893076249,0.9173728813559322,S0324
H0325,44640310,29,0,2.6,2,0.49,1.0,0.145,0.0,0.26,0.01,0.049,0.2,1,0.405,0.059000000000000004,0.2,0.8764241893076249,0.9173728813559322,S0325
H0326,44640315,271,42,62.0,308,55.11,419.0,1.355,0.7,6.2,1.54,5.511,83.8,1,8.254999999999999,7.051,83.8,0.4537205081669694,0.4180790960451977,S0326
H0327,44640316,87,3,0.0,45,7.11,51.0,0.435,0.05,0.0,0.225,0.7110000000000001,10.2,0,0.485,1000000.0,10.2,0.09332711152589827,0.01694915254237288,S0327
H0328,44640349,55,0,5.0,26,2.54,14.5,0.275,0.0,0.5,0.13,0.254,2.9,0,0.775,1000000.0,2.9,0.32,0.2288135593220339,S0328
H0329,44640350,114,21,9.6,40,6.15,42.0,0.57,0.35,0.96,0.2,0.615,8.4,0,1.88,1000000.0,8.4,0.13297872340425532,0.031073446327683617,S0329
H0330,44640437,35,0,3.8,12,1.46,6.5,0.175,0.0,0.38,0.06,0.146,1.3,1,0.5549999999999999,0.206,1.3,0.7412898443291327,0.8107344632768362,S0330
H0331,44640446,47,0,5.0,26,2.51,15.0,0.235,0.0,0.5,0.13,0.251,3.0,1,0.735,0.381,3.0,0.7385524372230428,0.8036723163841808,S0331
H0332,44640461,150,24,22.0,46,6.91,50.0,0.75,0.4,2.2,0.23,0.6910000000000001,10.0,1,3.35,0.921,10.0,0.29163021289005536,0.1850282485875706,S0332
H0333,44640462,240,56,0.0,121,24.53,187.0,1.2,0.9333333333333332,0.0,0.605,2.4530000000000003,37.4,0,2.1333333333333333,1000000.0,37.4,0.027573529411764705,0.0014124293785310734,S0333
H0334,44640508,253,16,28.2,80,10.56,74.5,1.265,0.2666666666666666,2.82,0.4,1.056,14.9,1,4.351666666666667,1.456,14.9,0.2566954736031488,0.1370056497175141,S0334
H0335,44640516,137,12,10.3,42,6.53,46.0,0.685,0.2,1.03,0.21,0.653,9.2,1,1.915,0.863,9.2,0.4873294346978557,0.4689265536723164,S0335
H0336,44640542,358,62,57.0,120,15.48,114.0,1.79,1.0333333333333334,5.7,0.6,1.548,22.8,1,8.523333333333333,2.148,22.8,0.13558709210883124,0.03248587570621469,S0336
H0337,44640655,358,51,43.1,178,30.74,223.0,1.79,0.85,4.3100000000000005,0.89,3.074,44.6,1,6.950000000000001,3.964,44.6,0.2508780732563973,0.12994350282485875,S0337
H0338,44670012,265,72,33.8,78,10.06,73.0,1.325,1.2,3.38,0.39,1.006,14.6,1,5.904999999999999,1.396,14.6,0.1815211472136504,0.07203389830508475,S0338
H0339,44670197,144,29,19.2,43,6.51,47.0,0.72,0.4833333333333333,1.92,0.215,0.651,9.4,1,3.123333333333333,0.866,9.4,0.3069995906672125,0.2062146892655367,S0339
H0340,44670208,122,0,6.8,31,3.15,18.5,0.61,0.0,0.6799999999999999,0.155,0.315,3.7,1,1.29,0.47,3.7,0.5494505494505494,0.5649717514124294,S0340
H0341,44670291,209,14,24.4,54,7.08,50.5,1.045,0.2333333333333333,2.44,0.27,0.708,10.1,1,3.7183333333333333,0.978,10.1,0.26735585063719813,0.15677966101694915,S0341
H0342,44670292,181,27,12.4,46,4.61,32.0,0.905,0.45,1.24,0.23,0.461,6.4,1,2.5949999999999998,0.6910000000000001,6.4,0.34435261707988984,0.2627118644067797,S0342
H0343,44670377,80,2,8.4,46,4.77,32.0,0.4,0.0333333333333333,0.8400000000000001,0.23,0.477,6.4,1,1.2733333333333334,0.707,6.4,0.6384337092998509,0.6822033898305084,S0343
H0344,44670378,130,9,0.0,70,9.5,65.0,0.65,0.15,0.0,0.35,0.95,13.0,1,0.8,1.2999999999999998,13.0,0.6666666666666667,0.7189265536723164,S0344
H0345,44690034,85,2,7.4,58,6.29,40.0,0.425,0.0333333333333333,0.74,0.29,0.629,8.0,1,1.1983333333333333,0.919,8.0,0.7816571130797291,0.847457627118644,S0345
H0346,44690050,44,0,10.6,24,2.38,16.0,0.22,0.0,1.06,0.12,0.238,3.2,1,1.28,0.358,3.2,0.5202913631633714,0.5282485875706214,S0346
H0347,44690187,322,84,31.6,98,10.27,75.0,1.61,1.4,3.16,0.49,1.027,15.0,1,6.17,1.517,15.0,0.1768972227136034,0.06497175141242938,S0347
H0348,44690188,316,93,31.6,85,9.0,65.0,1.58,1.55,3.16,0.425,0.9,13.0,1,6.29,1.325,13.0,0.16764459346186086,0.05790960451977401,S0348
H0349,44690328,233,39,22.5,50,5.16,32.7,1.165,0.65,2.25,0.25,0.516,6.540000000000001,1,4.0649999999999995,0.766,6.540000000000001,0.28776978417266175,0.1807909604519774,S0349
H0350,44692020,142,32,28.8,34,3.5,24.0,0.71,0.5333333333333333,2.88,0.17,0.35,4.8,1,4.123333333333333,0.52,4.8,0.5964214711729622,0.6285310734463276,S0350
H0351,47120261,254,41,0.0,84,14.66,109.0,1.27,0.6833333333333333,0.0,0.42,1.466,21.8,0,1.9533333333333334,1000000.0,21.8,0.04796929964822513,0.005649717514124294,S0351
H0352,47120308,199,17,28.8,66,8.71,58.5,0.995,0.2833333333333333,2.88,0.33,0.8710000000000001,11.7,1,4.158333333333333,1.201,11.7,0.2526954177897574,0.1327683615819209,S0352
H0353,47120343,525,55,64.6,219,32.23,234.5,2.625,0.9166666666666666,6.459999999999999,1.095,3.223,46.9,1,10.001666666666665,4.318,46.9,0.14961847289412003,0.04096045197740113,S0353
H0354,47120437,105,20,0.0,33,5.37,40.5,0.525,0.3333333333333333,0.0,0.165,0.537,8.1,1,0.8583333333333334,0.7020000000000001,8.1,0.8648025367541078,0.9138418079096046,S0354
H0355,47120490,181,13,15.8,52,6.88,51.5,0.905,0.2166666666666666,1.58,0.26,0.688,10.3,1,2.7016666666666667,0.948,10.3,0.3631521607553565,0.2895480225988701,S0355
H0356,47120549,201,28,7.5,40,4.92,33.5,1.005,0.4666666666666667,0.75,0.2,0.492,6.7,1,2.2216666666666667,0.692,6.7,0.39530899986823037,0.3319209039548023,S0356
H0357,47120623,30,0,0.0,30,0.0,3.0,0.15,0.0,0.0,0.15,0.0,0.6,1,0.15,0.15,0.6,1.0,1.0,S0357
H0358,47120643,69,0,7.6,16,1.68,12.0,0.345,0.0,0.76,0.08,0.1679999999999999,2.4,1,1.105,0.2479999999999999,2.4,0.5385029617662896,0.5480225988700564,S0358
H0359,47120643,69,0,7.6,16,1.69,12.0,0.345,0.0,0.76,0.08,0.1689999999999999,2.4,1,1.105,0.2489999999999999,2.4,0.5387931034482758,0.5494350282485876,S0359
H0360,47120775,153,16,13.0,62,7.75,53.5,0.765,0.2666666666666666,1.3,0.31,0.775,10.7,1,2.331666666666667,1.085,10.7,0.4451038575667655,0.4060734463276836,S0360
H0361,47120871,185,24,0.0,51,5.75,42.0,0.925,0.4,0.0,0.255,0.575,8.4,1,1.3250000000000002,0.83,8.4,0.6688963210702341,0.7217514124293786,S0361
H0362,47120872,106,12,0.0,51,7.14,51.0,0.53,0.2,0.0,0.255,0.714,10.2,1,0.73,0.969,10.2,0.8071025020177564,0.8601694915254238,S0362
H0363,47120923,115,52,2.8,24,2.48,17.0,0.575,0.8666666666666667,0.2799999999999999,0.12,0.248,3.4,1,1.7216666666666667,0.368,3.4,0.42486899872539297,0.3757062146892655,S0363
H0364,47120924,115,50,2.8,24,2.48,17.0,0.575,0.8333333333333334,0.2799999999999999,0.12,0.248,3.4,1,1.688333333333333,0.368,3.4,0.43097256141359,0.384180790960452,S0364
H0365,47120924,92,29,2.8,24,2.48,17.0,0.46,0.4833333333333333,0.2799999999999999,0.12,0.248,3.4,1,1.2233333333333332,0.368,3.4,0.5389867049946101,0.5508474576271186,S0365
H0366,47120931,144,36,2.8,34,4.66,34.0,0.72,0.6,0.2799999999999999,0.17,0.466,6.8,1,1.5999999999999996,0.636,6.8,0.5091649694501019,0.5042372881355932,S0366
H0367,47120931,130,17,5.1,53,7.42,53.0,0.65,0.2833333333333333,0.51,0.265,0.742,10.6,1,1.4433333333333334,1.0070000000000001,10.6,0.6962172197725691,0.7528248587570622,S0367
H0368,47120932,160,30,2.8,34,4.66,34.0,0.8,0.5,0.2799999999999999,0.17,0.466,6.8,1,1.58,0.636,6.8,0.51440329218107,0.5155367231638418,S0368
H0369,47130034,222,26,0.0,105,15.59,114.7,1.11,0.4333333333333333,0.0,0.525,1.559,22.94,0,1.5433333333333334,1000000.0,22.94,0.04464950141390087,0.00423728813559322,S0369
H0370,47130065,117,39,3.8,29,3.01,22.0,0.585,0.65,0.38,0.145,0.301,4.4,1,1.6149999999999998,0.44599999999999995,4.4,0.4610419548178885,0.4322033898305085,S0370
H0371,47130066,54,0,2.2,22,2.44,18.5,0.27,0.0,0.22,0.11,0.244,3.7,1,0.49,0.354,3.7,0.880281690140845,0.9209039548022598,S0371
H0372,47130345,89,7,5.1,42,5.43,40.0,0.445,0.1166666666666666,0.51,0.21,0.5429999999999999,8.0,1,1.0716666666666668,0.7529999999999999,8.0,0.7583417593528816,0.8177966101694916,S0372
H0373,47130442,18,0,2.2,2,0.36,1.2,0.09,0.0,0.22,0.01,0.036,0.24,1,0.31,0.046,0.24,0.9345794392523364,0.9625706214689266,S0373
H0374,47130471,53,0,2.2,21,2.48,18.5,0.265,0.0,0.22,0.105,0.248,3.7,1,0.485,0.353,3.7,0.8833922261484098,0.923728813559322,S0374
H0375,47130533,204,60,15.0,54,5.39,36.0,1.02,1.0,1.5,0.27,0.5389999999999999,7.2,1,3.52,0.8089999999999999,7.2,0.26946914578280784,0.15819209039548024,S0375
H0376,47130729,117,15,0.0,73,11.31,81.0,0.585,0.25,0.0,0.365,1.131,16.2,1,0.835,1.496,16.2,0.6020469596628537,0.6398305084745762,S0376
H0377,50260144,127,8,4.4,33,4.06,29.0,0.635,0.1333333333333333,0.44,0.165,0.4059999999999999,5.8,1,1.2083333333333333,0.571,5.8,0.6107491856677525,0.6497175141242938,S0377
H0378,50260165,70,14,0.0,26,2.75,21.0,0.35,0.2333333333333333,0.0,0.13,0.275,4.2,0,0.5833333333333333,1000000.0,4.2,0.21660649819494582,0.1016949152542373,S0378
H0379,50260165,75,18,0.0,26,2.75,21.0,0.375,0.3,0.0,0.13,0.275,4.2,0,0.675,1000000.0,4.2,0.22099447513812154,0.10310734463276836,S0379
H0380,50260166,192,36,49.8,87,14.34,106.0,0.96,0.6,4.98,0.435,1.434,21.2,1,6.540000000000001,1.869,21.2,0.17633574325515777,0.0635593220338983,S0380
H0381,50260181,177,22,0.0,64,10.49,75.5,0.885,0.3666666666666666,0.0,0.32,1.049,15.1,1,1.2516666666666665,1.369,15.1,0.8949880668257755,0.9350282485875706,S0381
H0382,50260183,202,30,0.0,142,25.99,193.0,1.01,0.5,0.0,0.71,2.599,38.6,1,1.51,3.309,38.6,0.3572704537334762,0.2782485875706215,S0382
H0383,50260275,96,18,4.4,27,2.98,19.0,0.48,0.3,0.44,0.135,0.298,3.8,1,1.22,0.433,3.8,0.5595970900951315,0.5790960451977402,S0383
H0384,50260276,84,0,7.3,30,3.31,20.0,0.42,0.0,0.73,0.15,0.331,4.0,1,1.15,0.481,4.0,0.5991611743559018,0.634180790960452,S0384
H0385,50270029,109,51,5.3,20,2.32,12.0,0.545,0.85,0.53,0.1,0.2319999999999999,2.4,1,1.925,0.3319999999999999,2.4,0.6779661016949153,0.7330508474576272,S0385
H0386,50270030,45,0,0.0,16,2.49,19.0,0.225,0.0,0.0,0.08,0.249,3.8,1,0.225,0.329,3.8,0.9057971014492753,0.9392655367231638,S0386
H0387,50270088,72,0,0.0,24,2.68,19.1,0.36,0.0,0.0,0.12,0.268,3.82,1,0.36,0.388,3.82,0.9727626459143969,0.9858757062146892,S0387
H0388,50270151,51,0,4.0,15,1.73,11.5,0.255,0.0,0.4,0.075,0.173,2.3,1,0.655,0.248,2.3,0.7107320540156361,0.7768361581920904,S0388
H0389,50270194,186,25,13.0,99,16.18,125.0,0.93,0.4166666666666667,1.3,0.495,1.618,25.0,1,2.6466666666666665,2.113,25.0,0.6520321669202348,0.6963276836158192,S0389
H0390,50270287,104,9,13.8,43,7.8,59.5,0.52,0.15,1.38,0.215,0.78,11.9,1,2.05,0.995,11.9,0.4866180048661801,0.4668079096045198,S0390
H0391,50270435,215,13,0.0,148,30.39,232.8,1.075,0.2166666666666666,0.0,0.74,3.039,46.56,1,1.2916666666666665,3.779,46.56,0.28675205505639456,0.1765536723163842,S0391
H0392,50270436,50,0,0.0,11,1.62,10.0,0.25,0.0,0.0,0.055,0.162,2.0,1,0.25,0.217,2.0,0.9680542110358181,0.9788135593220338,S0392
H0393,50270475,174,56,17.6,48,7.85,58.0,0.87,0.9333333333333332,1.7600000000000002,0.24,0.7849999999999999,11.6,1,3.5633333333333335,1.025,11.6,0.2826189354686764,0.16807909604519775,S0393
H0394,50270501,119,2,13.9,53,8.96,68.0,0.595,0.0333333333333333,1.39,0.265,0.8960000000000001,13.6,1,2.018333333333333,1.161,13.6,0.5384063173007897,0.5466101694915254,S0394
H0395,50270502,127,2,0.0,84,13.87,103.0,0.635,0.0333333333333333,0.0,0.42,1.387,20.6,1,0.6683333333333333,1.807,20.6,0.46758104738154616,0.4392655367231638,S0395
H0396,50270516,204,22,0.0,136,29.12,228.0,1.02,0.3666666666666666,0.0,0.68,2.912,45.6,1,1.3866666666666667,3.592,45.6,0.3119800332778702,0.2132768361581921,S0396
H0397,50270533,235,67,17.5,85,12.55,93.0,1.175,1.1166666666666667,1.75,0.425,1.255,18.6,1,4.041666666666667,1.68,18.6,0.2974714923153197,0.1977401129943503,S0397
H0398,50270601,277,38,47.7,98,14.33,101.5,1.385,0.6333333333333333,4.7700000000000005,0.49,1.433,20.3,1,6.788333333333334,1.923,20.3,0.17049329393043872,0.062146892655367235,S0398
H0399,50270611,265,55,44.8,74,11.98,90.0,1.325,0.9166666666666666,4.48,0.37,1.198,18.0,1,6.721666666666668,1.568,18.0,0.16250473972157517,0.05367231638418079,S0399
H0400,50270631,81,0,4.0,19,2.01,14.5,0.405,0.0,0.4,0.095,0.2009999999999999,2.9,1,0.805,0.29599999999999993,2.9,0.6626905235255135,0.7090395480225988,S0400
H0401,50270638,67,2,9.3,16,2.14,15.5,0.335,0.0333333333333333,0.93,0.08,0.214,3.1,1,1.2983333333333333,0.294,3.1,0.49891900881423584,0.4901129943502825,S0401
H0402,50270639,94,11,0.0,46,4.7,31.0,0.47,0.1833333333333333,0.0,0.23,0.47,6.2,1,0.6533333333333333,0.7,6.2,0.9554140127388535,0.9731638418079096,S0402
H0403,50270844,229,62,27.5,63,9.23,64.5,1.145,1.0333333333333334,2.75,0.315,0.923,12.9,1,4.928333333333334,1.238,12.9,0.2132044630800938,0.10028248587570622,S0403
H0404,50760031,139,0,0.0,69,11.76,86.0,0.695,0.0,0.0,0.345,1.176,17.2,1,0.695,1.521,17.2,0.547645125958379,0.5607344632768362,S0404
H0405,50760043,127,6,0.0,41,4.46,30.0,0.635,0.1,0.0,0.205,0.446,6.0,1,0.735,0.651,6.0,0.9225092250922509,0.9548022598870056,S0405
H0406,50760116,174,21,40.6,50,8.91,69.0,0.87,0.35,4.0600000000000005,0.25,0.891,13.8,1,5.28,1.141,13.8,0.1945903872348706,0.08333333333333333,S0406
H0407,50760137,334,20,47.6,75,11.85,86.0,1.67,0.3333333333333333,4.76,0.375,1.185,17.2,1,6.763333333333334,1.56,17.2,0.16120365394948952,0.05084745762711865,S0407
H0408,50760209,143,42,8.8,37,4.77,35.0,0.715,0.7,0.8800000000000001,0.185,0.477,7.0,1,2.295,0.6619999999999999,7.0,0.379794910748196,0.3093220338983051,S0408
H0409,50760210,119,42,8.8,36,4.6,35.0,0.595,0.7,0.8800000000000001,0.18,0.4599999999999999,7.0,1,2.175,0.6399999999999999,7.0,0.3944773175542406,0.3290960451977401,S0409
H0410,50760247,166,5,25.4,66,7.49,48.8,0.83,0.0833333333333333,2.54,0.33,0.749,9.76,1,3.453333333333333,1.079,9.76,0.2963548355230663,0.19491525423728814,S0410
H0411,50760334,57,9,8.0,7,0.83,5.5,0.285,0.15,0.8,0.035,0.0829999999999999,1.1,1,1.2349999999999999,0.1179999999999999,1.1,0.8810572687224671,0.922316384180791,S0411
H0412,50760337,240,42,44.2,72,14.04,107.0,1.2,0.7,4.42,0.36,1.404,21.4,1,6.32,1.7639999999999998,21.4,0.17998560115190781,0.06638418079096045,S0412
H0413,50760357,356,60,73.4,116,18.61,147.0,1.78,1.0,7.340000000000001,0.58,1.861,29.4,1,10.120000000000001,2.441,29.4,0.11522064754003915,0.02401129943502825,S0413
H0414,50760358,85,1,5.2,26,2.95,17.5,0.425,0.0166666666666666,0.52,0.13,0.295,3.5,0,0.9616666666666667,1000000.0,3.5,0.28261893546867645,0.1694915254237288,S0414
H0415,50760429,107,26,11.0,45,8.4,65.0,0.535,0.4333333333333333,1.1,0.225,0.8400000000000001,13.0,1,2.0683333333333334,1.0650000000000002,13.0,0.49916805324459246,0.4915254237288136,S0415
H0416,50760456,125,25,14.3,25,4.34,32.0,0.625,0.4166666666666667,1.4300000000000002,0.125,0.434,6.4,1,2.4716666666666667,0.5589999999999999,6.4,0.3433279926756695,0.2612994350282486,S0416
H0417,50760485,525,54,0.0,277,52.49,391.0,2.625,0.9,0.0,1.385,5.2490000000000006,78.2,1,3.525,6.634,78.2,0.24336821611097592,0.12005649717514125,S0417
H0418,50780010,140,4,0.0,67,11.48,84.0,0.7,0.0666666666666666,0.0,0.335,1.148,16.8,1,0.7666666666666666,1.4829999999999999,16.8,0.5826374053214216,0.6115819209039548,S0418
H0419,50780087,154,15,0.0,57,10.32,76.0,0.77,0.25,0.0,0.285,1.032,15.2,1,1.02,1.317,15.2,0.7710100231303008,0.8375706214689266,S0419
H0420,50780404,154,9,19.4,56,10.36,78.0,0.77,0.15,1.94,0.28,1.036,15.6,1,2.86,1.316,15.6,0.3930817610062894,0.327683615819209,S0420
H0421,50780405,202,19,0.0,130,27.14,211.0,1.01,0.3166666666666666,0.0,0.65,2.714,42.2,1,1.3266666666666667,3.364,42.2,0.3292361720807726,0.2457627118644068,S0421
H0422,52720229,214,36,5.0,108,16.24,124.0,1.07,0.6,0.5,0.54,1.624,24.8,1,2.17,2.164,24.8,0.9940357852882706,0.9957627118644068,S0422
H0423,52720287,97,10,4.4,42,4.5,38.0,0.485,0.1666666666666666,0.44,0.21,0.45,7.6,1,1.0916666666666666,0.66,7.6,0.6984866123399301,0.7542372881355932,S0423
H0424,52720371,345,64,43.6,99,12.07,91.0,1.725,1.0666666666666669,4.36,0.495,1.207,18.2,1,7.151666666666667,1.702,18.2,0.1550467724430203,0.04519774011299435,S0424
H0425,52720511,168,26,26.4,76,11.22,87.0,0.84,0.4333333333333333,2.64,0.38,1.122,17.4,1,3.913333333333333,1.5020000000000002,17.4,0.293140512018761,0.1864406779661017,S0425
H0426,52720539,118,41,19.8,26,2.58,19.0,0.59,0.6833333333333333,1.98,0.13,0.258,3.8,1,3.2533333333333334,0.388,3.8,0.6465517241379312,0.692090395480226,S0426
H0427,52720539,118,34,21.4,26,2.58,19.0,0.59,0.5666666666666667,2.14,0.13,0.258,3.8,1,3.296666666666667,0.388,3.8,0.665188470066519,0.7146892655367232,S0427
H0428,52720540,156,5,15.0,59,6.0,44.0,0.78,0.0833333333333333,1.5,0.295,0.6,8.8,1,2.3633333333333333,0.895,8.8,0.4051316677920324,0.3418079096045198,S0428
H0429,52720549,140,18,27.6,69,8.21,61.0,0.7,0.3,2.76,0.345,0.8210000000000001,12.2,1,3.76,1.166,12.2,0.2782415136338342,0.16666666666666666,S0429
H0430,52720563,404,127,29.0,121,14.57,106.0,2.02,2.1166666666666667,2.9,0.605,1.457,21.2,1,7.036666666666667,2.0620000000000003,21.2,0.1673733541620174,0.05649717514124294,S0430
H0431,52720571,274,38,23.5,125,17.78,130.1,1.37,0.6333333333333333,2.35,0.625,1.778,26.02,1,4.3533333333333335,2.403,26.02,0.3389447520054231,0.2528248587570621,S0431
H0432,52720639,67,0,0.0,22,2.35,19.0,0.335,0.0,0.0,0.11,0.235,3.8,1,0.335,0.345,3.8,0.9900990099009901,0.9943502824858758,S0432
H0433,52720665,118,6,0.0,56,5.7,39.0,0.59,0.1,0.0,0.28,0.5700000000000001,7.8,1,0.69,0.8500000000000001,7.8,0.8620689655172413,0.9110169491525424,S0433
H0434,52730004,250,16,19.6,88,11.18,73.3,1.25,0.2666666666666666,1.96,0.44,1.118,14.66,1,3.4766666666666666,1.558,14.66,0.3426222019186843,0.259180790960452,S0434
H0435,52730081,161,46,12.0,42,4.36,34.0,0.805,0.7666666666666667,1.2,0.21,0.436,6.8,1,2.7716666666666665,0.646,6.8,0.31993174789378265,0.2274011299435028,S0435
H0436,52730183,99,8,13.8,29,3.11,23.5,0.495,0.1333333333333333,1.38,0.145,0.311,4.7,1,2.0083333333333333,0.45599999999999996,4.7,0.3917983544469113,0.326271186440678,S0436
H0437,52730184,44,0,3.6,6,0.72,5.0,0.22,0.0,0.36,0.03,0.072,1.0,1,0.58,0.102,1.0,0.7042253521126761,0.768361581920904,S0437
H0438,53060149,120,5,7.0,46,4.74,31.5,0.6,0.0833333333333333,0.7,0.23,0.474,6.3,0,1.3833333333333333,1000000.0,6.3,0.16901408450704228,0.059322033898305086,S0438
