human_respondent_id,human_id,normalized_weight,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,TimePT,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,respondent_id,Envir01,Envir05,LifSty01,LifSty07,Mobil05,Mobil12,choice_code,choice_label,chosen_alternative_name,Choice
H0354,47120437,3.4343260688387685,45,female,45 years old,3250,around CHF 3250 per month,0,1,1,0,0,0,3.25,0,0,1,0,3,1,0,1,0,a work trip,not high education,1,car is available for this trip,105,20,0.0,33,5.37,40.5,0.525,0.165,0.3333333333333333,0.0,0.537,8.1,AI0354,4,5,3,2,3,2,1,B,CAR,1
H0355,47120490,0.2545934244605354,49,male,49 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,0,2,5,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,181,13,15.8,52,6.88,51.5,0.905,0.26,0.2166666666666666,1.58,0.688,10.3,AI0355,4,3,2,3,3,5,1,B,CAR,1
H0356,47120549,0.2290902236010023,54,female,54 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,0,2,4,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,201,28,7.5,40,4.92,33.5,1.005,0.2,0.4666666666666667,0.75,0.492,6.7,AI0356,4,4,2,3,3,5,1,B,CAR,1
H0357,47120623,0.954424398357919,50,male,50 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,0,0,0,2,4,4,0,0,1,a non-work trip,not high education,1,car is available for this trip,30,0,0.0,30,0.0,3.0,0.15,0.15,0.0,0.0,0.0,0.6,AI0357,4,3,2,2,3,5,1,B,CAR,1
H0358,47120643,0.954424398357919,60,male,60 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,2,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,69,0,7.6,16,1.68,12.0,0.345,0.08,0.0,0.76,0.1679999999999999,2.4,AI0358,4,3,2,2,3,5,1,B,CAR,1
H0359,47120643,0.954424398357919,60,male,60 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,2,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,69,0,7.6,16,1.69,12.0,0.345,0.08,0.0,0.76,0.1689999999999999,2.4,AI0359,4,3,2,2,3,5,1,B,CAR,1
H0360,47120775,2.029711386372872,27,female,30 or younger,5000,around CHF 5000 per month,0,1,0,1,0,1,5.0,1,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,153,16,13.0,62,7.75,53.5,0.765,0.31,0.2666666666666666,1.3,0.775,10.7,AI0360,4,3,2,3,3,5,1,B,CAR,1
H0361,47120871,2.256576028779217,39,male,39 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,8,4,2,1,0,a work trip,not high education,1,car is available for this trip,185,24,0.0,51,5.75,42.0,0.925,0.255,0.4,0.0,0.575,8.4,AI0361,4,3,2,2,3,2,1,B,CAR,1
H0362,47120872,2.256576028779217,39,male,39 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,8,4,2,1,0,a work trip,not high education,1,car is available for this trip,106,12,0.0,51,7.14,51.0,0.53,0.255,0.2,0.0,0.714,10.2,AI0362,4,3,2,2,3,5,1,B,CAR,1
H0363,47120923,0.2290902236010023,62,female,62 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,115,52,2.8,24,2.48,17.0,0.575,0.12,0.8666666666666667,0.2799999999999999,0.248,3.4,AI0363,4,5,5,5,3,4,1,B,CAR,1
H0364,47120924,0.2290902236010023,62,female,62 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,115,50,2.8,24,2.48,17.0,0.575,0.12,0.8333333333333334,0.2799999999999999,0.248,3.4,AI0364,4,5,3,5,3,2,1,B,CAR,1
H0365,47120924,0.2290902236010023,62,female,62 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,1,1,1,0,1,0,a work trip,high education,1,car is available for this trip,92,29,2.8,24,2.48,17.0,0.46,0.12,0.4833333333333333,0.2799999999999999,0.248,3.4,AI0365,4,5,5,5,3,4,1,B,CAR,1
H0366,47120931,2.256576028779217,38,male,38 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,144,36,2.8,34,4.66,34.0,0.72,0.17,0.6,0.2799999999999999,0.466,6.8,AI0366,4,4,2,3,3,5,1,B,CAR,1
H0367,47120931,2.256576028779217,38,male,38 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,130,17,5.1,53,7.42,53.0,0.65,0.265,0.2833333333333333,0.51,0.742,10.6,AI0367,4,4,2,3,3,5,1,B,CAR,1
H0368,47120932,2.256576028779217,38,male,38 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,160,30,2.8,34,4.66,34.0,0.8,0.17,0.5,0.2799999999999999,0.466,6.8,AI0368,4,3,2,3,3,5,1,B,CAR,1
H0369,47130034,0.6019450605361366,20,male,30 or younger,9000,around CHF 9000 per month,0,0,0,0,0,1,9.0,0,0,0,1,7,4,0,1,0,a work trip,not high education,0,car is not available for this trip,222,26,0.0,105,15.59,114.7,1.11,0.525,0.4333333333333333,0.0,1.559,22.94,AI0369,4,5,2,2,3,1,0,A,PT,0
H0370,47130065,0.5414274486172608,37,female,37 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,0,1,6,4,2,1,0,a work trip,not high education,1,car is available for this trip,117,39,3.8,29,3.01,22.0,0.585,0.145,0.65,0.38,0.301,4.4,AI0370,4,4,2,3,3,5,1,B,CAR,1
H0371,47130066,0.2545934244605354,40,male,40 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,1,0,0,1,6,4,2,1,0,a work trip,high education,1,car is available for this trip,54,0,2.2,22,2.44,18.5,0.27,0.11,0.0,0.22,0.244,3.7,AI0371,4,5,3,5,3,4,1,B,CAR,1
H0372,47130345,1.2802760802511697,19,female,30 or younger,7000,around CHF 7000 per month,0,1,0,0,0,1,7.0,1,0,0,2,2,3,1,1,0,a work trip,not high education,1,car is available for this trip,89,7,5.1,42,5.43,40.0,0.445,0.21,0.1166666666666666,0.51,0.5429999999999999,8.0,AI0372,4,4,2,3,3,5,1,B,CAR,1
H0373,47130442,0.5414274486172608,37,female,37 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,18,0,2.2,2,0.36,1.2,0.09,0.01,0.0,0.22,0.036,0.24,AI0373,4,5,5,5,3,5,1,B,CAR,1
H0374,47130471,0.5414274486172608,30,female,30 or younger,9000,around CHF 9000 per month,0,0,0,0,0,1,9.0,0,0,1,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,53,0,2.2,21,2.48,18.5,0.265,0.105,0.0,0.22,0.248,3.7,AI0374,4,4,2,3,3,5,1,B,CAR,1
H0375,47130533,0.6019450605361366,32,male,32 years old,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,1,0,1,3,5,2,0,1,0,a work trip,high education,1,car is available for this trip,204,60,15.0,54,5.39,36.0,1.02,0.27,1.0,1.5,0.5389999999999999,7.2,AI0375,4,5,5,5,3,5,1,B,CAR,1
H0376,47130729,0.954424398357919,59,male,59 years old,3250,around CHF 3250 per month,0,1,0,0,1,0,3.25,1,1,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,117,15,0.0,73,11.31,81.0,0.585,0.365,0.25,0.0,1.131,16.2,AI0376,4,3,2,3,3,2,1,B,CAR,1
H0377,50260144,2.256576028779217,35,male,35 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,1,2,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,127,8,4.4,33,4.06,29.0,0.635,0.165,0.1333333333333333,0.44,0.4059999999999999,5.8,AI0377,4,3,2,3,3,5,1,B,CAR,1
H0378,50260165,5.121759864312539,19,female,30 or younger,7000,around CHF 7000 per month,0,1,0,1,0,1,7.0,1,0,0,2,3,4,1,0,1,a non-work trip,not high education,0,car is not available for this trip,70,14,0.0,26,2.75,21.0,0.35,0.13,0.2333333333333333,0.0,0.275,4.2,AI0378,4,5,2,2,3,1,0,A,PT,0
H0379,50260165,5.121759864312539,19,female,30 or younger,7000,around CHF 7000 per month,0,1,0,1,0,1,7.0,1,0,0,2,3,4,1,0,1,a non-work trip,not high education,0,car is not available for this trip,75,18,0.0,26,2.75,21.0,0.375,0.13,0.3,0.0,0.275,4.2,AI0379,4,4,3,3,3,2,0,A,PT,0
H0380,50260166,0.954424398357919,53,male,53 years old,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,1,0,0,2,3,4,1,0,1,a non-work trip,not high education,1,car is available for this trip,192,36,49.8,87,14.34,106.0,0.96,0.435,0.6,4.98,1.434,21.2,AI0380,4,3,2,3,3,5,1,B,CAR,1
H0381,50260181,0.2545934244605354,53,male,53 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,1,3,3,0,0,1,a non-work trip,high education,1,car is available for this trip,177,22,0.0,64,10.49,75.5,0.885,0.32,0.3666666666666666,0.0,1.049,15.1,AI0381,4,5,3,5,3,4,1,B,CAR,1
H0382,50260183,0.8584724543995766,50,female,50 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,0,1,1,3,3,0,1,0,a work trip,not high education,1,car is available for this trip,202,30,0.0,142,25.99,193.0,1.01,0.71,0.5,0.0,2.599,38.6,AI0382,4,3,3,3,3,4,1,B,CAR,1
H0383,50260275,0.2290902236010023,53,female,53 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,0,3,2,-1,-1,1,0,a work trip,not high education,1,car is available for this trip,96,18,4.4,27,2.98,19.0,0.48,0.135,0.3,0.44,0.298,3.8,AI0383,4,4,2,3,3,5,1,B,CAR,1
H0384,50260276,0.2933964559183305,65,male,65 or older,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,1,0,1,2,3,3,-1,0,1,a non-work trip,high education,1,car is available for this trip,84,0,7.3,30,3.31,20.0,0.42,0.15,0.0,0.73,0.331,4.0,AI0384,4,5,5,5,3,5,1,B,CAR,1
H0385,50270029,3.818189834136154,49,male,49 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,109,51,5.3,20,2.32,12.0,0.545,0.1,0.85,0.53,0.2319999999999999,2.4,AI0385,4,4,2,3,3,3,1,B,CAR,1
H0386,50270030,0.8584724543995766,49,female,49 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,45,0,0.0,16,2.49,19.0,0.225,0.08,0.0,0.0,0.249,3.8,AI0386,4,4,2,3,3,5,1,B,CAR,1
H0387,50270088,0.2290902236010023,57,female,57 years old,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,0,0,0,1,1,1,0,1,0,a work trip,high education,1,car is available for this trip,72,0,0.0,24,2.68,19.1,0.36,0.12,0.0,0.0,0.268,3.82,AI0387,4,5,3,5,3,2,1,B,CAR,1
H0388,50270151,0.954424398357919,54,male,54 years old,9000,around CHF 9000 per month,0,1,1,0,0,0,9.0,1,0,0,1,3,3,1,1,0,a work trip,not high education,1,car is available for this trip,51,0,4.0,15,1.73,11.5,0.255,0.075,0.0,0.4,0.173,2.3,AI0388,4,4,2,3,3,5,1,B,CAR,1
H0389,50270194,0.3735873657560173,40,male,40 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,1,1,4,1,0,1,0,a work trip,high education,1,car is available for this trip,186,25,13.0,99,16.18,125.0,0.93,0.495,0.4166666666666667,1.3,1.618,25.0,AI0389,4,5,5,5,3,5,1,B,CAR,1
H0390,50270287,0.3360277669782562,53,female,53 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,0,1,3,3,0,1,0,a work trip,high education,1,car is available for this trip,104,9,13.8,43,7.8,59.5,0.52,0.215,0.15,1.38,0.78,11.9,AI0390,4,5,5,5,3,4,1,B,CAR,1
H0391,50270435,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,0,2,5,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,215,13,0.0,148,30.39,232.8,1.075,0.74,0.2166666666666666,0.0,3.039,46.56,AI0391,4,3,2,5,3,5,1,B,CAR,1
H0392,50270436,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,0,2,5,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,50,0,0.0,11,1.62,10.0,0.25,0.055,0.0,0.0,0.162,2.0,AI0392,4,3,2,5,3,5,1,B,CAR,1
H0393,50270475,0.3735873657560173,59,male,59 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,1,0,1,2,2,0,1,0,a work trip,high education,1,car is available for this trip,174,56,17.6,48,7.85,58.0,0.87,0.24,0.9333333333333332,1.7600000000000002,0.7849999999999999,11.6,AI0393,4,5,3,5,3,2,1,B,CAR,1
H0394,50270501,0.2933964559183305,65,male,65 or older,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,1,0,3,2,2,0,1,0,a work trip,high education,1,car is available for this trip,119,2,13.9,53,8.96,68.0,0.595,0.265,0.0333333333333333,1.39,0.8960000000000001,13.6,AI0394,4,5,5,5,3,5,1,B,CAR,1
H0395,50270502,0.2290902236010023,63,female,63 years old,5000,around CHF 5000 per month,0,0,0,1,0,0,5.0,1,0,1,3,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,127,2,0.0,84,13.87,103.0,0.635,0.42,0.0333333333333333,0.0,1.387,20.6,AI0395,4,4,2,3,3,5,1,B,CAR,1
H0396,50270516,0.2545934244605354,41,male,41 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,0,0,1,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,204,22,0.0,136,29.12,228.0,1.02,0.68,0.3666666666666666,0.0,2.912,45.6,AI0396,4,5,5,5,3,5,1,B,CAR,1
H0397,50270533,0.2545934244605354,40,male,40 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,0,2,4,4,2,1,0,a work trip,high education,1,car is available for this trip,235,67,17.5,85,12.55,93.0,1.175,0.425,1.1166666666666667,1.75,1.255,18.6,AI0397,4,5,5,5,3,5,1,B,CAR,1
H0398,50270601,2.029711386372872,32,female,32 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,277,38,47.7,98,14.33,101.5,1.385,0.49,0.6333333333333333,4.7700000000000005,1.433,20.3,AI0398,4,3,2,2,3,5,1,B,CAR,1
H0399,50270611,2.029711386372872,38,female,38 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,265,55,44.8,74,11.98,90.0,1.325,0.37,0.9166666666666666,4.48,1.198,18.0,AI0399,4,4,4,4,4,4,1,B,CAR,1
H0400,50270631,0.2933964559183305,65,male,65 or older,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,1,1,2,0,1,0,a work trip,high education,1,car is available for this trip,81,0,4.0,19,2.01,14.5,0.405,0.095,0.0,0.4,0.2009999999999999,2.9,AI0400,4,5,5,5,3,5,1,B,CAR,1
H0401,50270638,0.954424398357919,61,male,61 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,67,2,9.3,16,2.14,15.5,0.335,0.08,0.0333333333333333,0.93,0.214,3.1,AI0401,4,3,2,3,3,2,1,B,CAR,1
H0402,50270639,0.2545934244605354,50,male,50 years old,8418,around CHF 8418 per month,0,0,0,1,0,0,8.418,0,0,0,1,3,3,0,1,0,a work trip,not high education,1,car is available for this trip,94,11,0.0,46,4.7,31.0,0.47,0.23,0.1833333333333333,0.0,0.47,6.2,AI0402,4,5,2,2,3,3,1,B,CAR,1
H0403,50270844,0.6926106659335842,84,male,65 or older,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,229,62,27.5,63,9.23,64.5,1.145,0.315,1.0333333333333334,2.75,0.923,12.9,AI0403,4,5,4,5,3,5,1,B,CAR,1
H0404,50760031,0.2290902236010023,51,female,51 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,1,2,2,0,1,0,a work trip,high education,1,car is available for this trip,139,0,0.0,69,11.76,86.0,0.695,0.345,0.0,0.0,1.176,17.2,AI0404,4,5,5,5,3,5,1,B,CAR,1
H0405,50760043,0.954424398357919,61,male,61 years old,5000,around CHF 5000 per month,0,1,0,0,1,0,5.0,0,0,0,1,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,127,6,0.0,41,4.46,30.0,0.635,0.205,0.1,0.0,0.446,6.0,AI0405,4,3,2,3,3,2,1,B,CAR,1
H0406,50760116,2.029711386372872,39,female,39 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,0,2,0,1,0,a work trip,not high education,1,car is available for this trip,174,21,40.6,50,8.91,69.0,0.87,0.25,0.35,4.0600000000000005,0.891,13.8,AI0406,4,4,2,3,3,2,1,B,CAR,1
H0407,50760137,2.029711386372872,38,female,38 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,1,2,5,5,3,0,1,a non-work trip,not high education,1,car is available for this trip,334,20,47.6,75,11.85,86.0,1.67,0.375,0.3333333333333333,4.76,1.185,17.2,AI0407,4,4,2,3,3,5,1,B,CAR,1
H0408,50760209,0.5414274486172608,32,female,32 years old,7000,around CHF 7000 per month,0,0,1,0,0,0,7.0,1,0,0,1,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,143,42,8.8,37,4.77,35.0,0.715,0.185,0.7,0.8800000000000001,0.477,7.0,AI0408,4,4,2,3,3,5,1,B,CAR,1
H0409,50760210,0.5414274486172608,32,female,32 years old,7000,around CHF 7000 per month,0,0,1,0,0,0,7.0,1,0,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,119,42,8.8,36,4.6,35.0,0.595,0.18,0.7,0.8800000000000001,0.4599999999999999,7.0,AI0409,4,4,2,3,3,5,1,B,CAR,1
H0410,50760247,0.8584724543995766,58,female,58 years old,7384,around CHF 7384 per month,0,1,0,1,0,0,7.384,1,0,1,-1,-1,-1,-1,0,1,a non-work trip,not high education,1,car is available for this trip,166,5,25.4,66,7.49,48.8,0.83,0.33,0.0833333333333333,2.54,0.749,9.76,AI0410,4,3,2,2,3,5,1,B,CAR,1
H0411,50760334,0.8584724543995766,42,female,42 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,57,9,8.0,7,0.83,5.5,0.285,0.035,0.15,0.8,0.0829999999999999,1.1,AI0411,4,4,2,3,3,5,1,B,CAR,1
H0412,50760337,0.5414274486172608,34,female,34 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,240,42,44.2,72,14.04,107.0,1.2,0.36,0.7,4.42,1.404,21.4,AI0412,4,4,2,3,3,5,1,B,CAR,1
H0413,50760357,0.3735873657560173,49,male,49 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,2,4,3,0,0,1,a non-work trip,high education,1,car is available for this trip,356,60,73.4,116,18.61,147.0,1.78,0.58,1.0,7.340000000000001,1.861,29.4,AI0413,4,5,5,5,5,5,1,B,CAR,1
H0414,50760358,8.119879017681459,-1,female,30 or younger,15000,around CHF 15000 per month,0,1,0,0,0,1,15.0,1,0,0,2,4,4,0,0,1,a non-work trip,not high education,0,car is not available for this trip,85,1,5.2,26,2.95,17.5,0.425,0.13,0.0166666666666666,0.52,0.295,3.5,AI0414,4,5,2,3,3,2,0,A,PT,0
H0415,50760429,0.2545934244605354,49,male,49 years old,9000,around CHF 9000 per month,0,0,1,0,0,0,9.0,0,0,0,1,5,4,0,1,0,a work trip,not high education,1,car is available for this trip,107,26,11.0,45,8.4,65.0,0.535,0.225,0.4333333333333333,1.1,0.8400000000000001,13.0,AI0415,4,3,2,2,3,5,1,B,CAR,1
H0416,50760456,0.8584724543995766,51,female,51 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,1,4,5,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,125,25,14.3,25,4.34,32.0,0.625,0.125,0.4166666666666667,1.4300000000000002,0.434,6.4,AI0416,4,4,2,3,3,5,1,B,CAR,1
H0417,50760485,0.954424398357919,44,male,44 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,1,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,525,54,0.0,277,52.49,391.0,2.625,1.385,0.9,0.0,5.2490000000000006,78.2,AI0417,4,3,2,3,3,5,1,B,CAR,1
H0418,50780010,0.7495589495214057,70,male,65 or older,15000,around CHF 15000 per month,0,1,0,0,0,0,15.0,0,0,1,2,2,4,0,1,0,a work trip,not high education,1,car is available for this trip,140,4,0.0,67,11.48,84.0,0.7,0.335,0.0666666666666666,0.0,1.148,16.8,AI0418,4,3,2,2,3,5,1,B,CAR,1
H0419,50780087,0.2290902236010023,60,female,60 years old,5000,around CHF 5000 per month,0,0,0,1,0,0,5.0,0,0,0,1,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,154,15,0.0,57,10.32,76.0,0.77,0.285,0.25,0.0,1.032,15.2,AI0419,4,5,2,2,3,3,1,B,CAR,1
H0420,50780404,0.3735873657560173,56,male,56 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,0,2,2,2,0,1,0,a work trip,high education,1,car is available for this trip,154,9,19.4,56,10.36,78.0,0.77,0.28,0.15,1.94,1.036,15.6,AI0420,4,5,3,5,3,4,1,B,CAR,1
H0421,50780405,0.2545934244605354,60,male,60 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,0,1,3,4,1,0,1,a non-work trip,high education,1,car is available for this trip,202,19,0.0,130,27.14,211.0,1.01,0.65,0.3166666666666666,0.0,2.714,42.2,AI0421,4,5,3,5,3,4,1,B,CAR,1
H0422,52720229,0.2545934244605354,64,male,64 years old,15000,around CHF 15000 per month,0,0,1,0,0,0,15.0,0,0,1,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,214,36,5.0,108,16.24,124.0,1.07,0.54,0.6,0.5,1.624,24.8,AI0422,4,3,2,2,3,5,1,B,CAR,1
H0423,52720287,0.954424398357919,59,male,59 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,0,0,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,97,10,4.4,42,4.5,38.0,0.485,0.21,0.1666666666666666,0.44,0.45,7.6,AI0423,4,3,2,3,3,4,1,B,CAR,1
H0424,52720371,0.2545934244605354,44,male,44 years old,7000,around CHF 7000 per month,0,0,0,0,1,0,7.0,0,0,0,1,2,1,0,1,0,a work trip,not high education,1,car is available for this trip,345,64,43.6,99,12.07,91.0,1.725,0.495,1.0666666666666669,4.36,1.207,18.2,AI0424,4,4,2,3,3,2,1,B,CAR,1
H0425,52720511,2.256576028779217,37,male,37 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,1,0,2,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,168,26,26.4,76,11.22,87.0,0.84,0.38,0.4333333333333333,2.64,1.122,17.4,AI0425,4,4,2,3,3,3,1,B,CAR,1
H0426,52720539,0.954424398357919,60,male,60 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,1,2,2,2,-1,0,1,a non-work trip,not high education,1,car is available for this trip,118,41,19.8,26,2.58,19.0,0.59,0.13,0.6833333333333333,1.98,0.258,3.8,AI0426,4,3,2,3,3,5,1,B,CAR,1
H0427,52720539,0.954424398357919,60,male,60 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,1,2,2,2,-1,1,0,a work trip,not high education,1,car is available for this trip,118,34,21.4,26,2.58,19.0,0.59,0.13,0.5666666666666667,2.14,0.258,3.8,AI0427,4,3,2,2,3,5,1,B,CAR,1
H0428,52720540,0.8584724543995766,60,female,60 years old,2000,around CHF 2000 per month,0,1,0,1,0,0,2.0,1,0,1,2,2,2,-1,0,1,a non-work trip,not high education,1,car is available for this trip,156,5,15.0,59,6.0,44.0,0.78,0.295,0.0833333333333333,1.5,0.6,8.8,AI0428,4,4,2,3,3,2,1,B,CAR,1
H0429,52720549,0.954424398357919,62,male,62 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,1,2,0,1,0,a work trip,not high education,1,car is available for this trip,140,18,27.6,69,8.21,61.0,0.7,0.345,0.3,2.76,0.8210000000000001,12.2,AI0429,4,3,2,2,3,5,1,B,CAR,1
H0430,52720563,0.2545934244605354,44,male,44 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,0,2,7,4,1,0,1,a non-work trip,high education,1,car is available for this trip,404,127,29.0,121,14.57,106.0,2.02,0.605,2.1166666666666667,2.9,1.457,21.2,AI0430,4,5,3,5,3,4,1,B,CAR,1
H0431,52720571,0.3735873657560173,43,male,43 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,0,2,6,6,4,0,1,a non-work trip,high education,1,car is available for this trip,274,38,23.5,125,17.78,130.1,1.37,0.625,0.6333333333333333,2.35,1.778,26.02,AI0431,4,4,4,4,4,4,1,B,CAR,1
H0432,52720639,0.6019450605361366,21,male,30 or younger,15000,around CHF 15000 per month,0,0,0,1,0,1,15.0,0,0,0,1,4,5,0,1,0,a work trip,not high education,1,car is available for this trip,67,0,0.0,22,2.35,19.0,0.335,0.11,0.0,0.0,0.235,3.8,AI0432,4,3,2,3,3,2,1,B,CAR,1
H0433,52720665,0.5414274486172608,25,female,30 or younger,15000,around CHF 15000 per month,0,0,0,1,0,1,15.0,0,0,0,3,8,6,-1,1,0,a work trip,not high education,1,car is available for this trip,118,6,0.0,56,5.7,39.0,0.59,0.28,0.1,0.0,0.5700000000000001,7.8,AI0433,4,5,2,3,3,2,1,B,CAR,1
H0434,52730004,0.954424398357919,55,male,55 years old,5000,around CHF 5000 per month,0,1,1,0,0,0,5.0,1,0,1,4,4,2,0,1,0,a work trip,not high education,1,car is available for this trip,250,16,19.6,88,11.18,73.3,1.25,0.44,0.2666666666666666,1.96,1.118,14.66,AI0434,4,3,2,3,3,4,1,B,CAR,1
