ID,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,InVehicleTime,ModeToSchool,ReportedDuration,CoderegionCAR,age,Weight,normalized_weight,human_id,CAR_AVAILABLE,PT_AVAILABLE,SLOW_AVAILABLE,ScaledIncome,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,high_education,low_education,top_manager,employees,artisans,age_30_less,car_oriented_parents,city_center_as_kid,childSuburb,work_trip,other_trip
44690034,3,2,85,24,2,14.8,4.39,58,3,1,1,0,3,0,1,2,1,1,3,0,1,2,6.0,20,-1,2,-1,1,6,8,-1,9321,5,1,2,2,1,2,-1,7.4,6.29,4,4,2,2,5,5,4,3,5,4,6,5,5,4,6,2,3,1,6,6,6,6,6,2,5,5,5,2,5,5,4,5,4,2,5,4,4,2,4,4,2,4,5,4,6,6,1,4,2,2,4,2,2,4,1,7,1,2,4,3,5,2,-1,4,4,1,5,40.0,0,59,3,74,5,-1,9.82e-05,0.2290902236010023,44690034,1,1,1,9.321,0.425,0.29,0.0333333333333333,0.74,0.629,8.0,0,0,0,0,0,1,0,0,0,1,0
44690050,2,0,44,20,0,10.6,1.66,24,3,1,3,0,3,2,2,1,1,1,3,0,1,1,6.0,15,1,1,1960,1,3,1,1,2000,3,2,2,2,2,2,1,10.6,2.38,1,2,3,3,3,4,3,4,3,3,3,4,4,5,4,3,3,5,5,5,3,4,4,4,2,1,6,1,6,1,6,4,3,3,1,4,2,1,1,5,2,2,2,5,5,5,5,3,3,3,6,6,2,5,1,7,1,2,4,3,4,2,4,-1,-1,1,5,16.0,1,24,4,30,5,50,0.000409116,0.954424398357919,44690050,1,1,1,2.0,0.22,0.12,0.0,1.06,0.238,3.2,0,1,1,0,0,0,1,0,1,1,0
44690187,9,9,322,48,84,31.6,7.17,98,2,0,2,0,2,0,1,2,1,1,2,2,1,1,5.0,4,5,1,1968,1,2,1,6,9000,4,2,2,2,2,2,1,31.6,10.27,4,2,1,2,4,4,4,3,2,3,2,3,5,4,3,6,4,2,5,4,2,4,4,4,2,1,4,1,4,1,5,3,4,1,3,2,3,1,1,5,4,1,4,5,5,4,2,3,1,3,2,4,3,4,-1,7,1,2,4,3,6,3,4,1,2,1,5,75.0,1,190,6,53,5,42,0.000109132,0.2545934244605354,44690187,1,1,1,9.0,1.61,0.49,1.4,3.16,1.027,15.0,0,0,0,1,0,0,1,0,0,0,1
44690188,9,9,316,49,93,31.6,6.28,85,2,0,2,0,2,0,1,1,1,1,2,2,1,1,5.0,4,5,2,1977,1,2,2,1,9000,3,2,2,2,2,2,1,31.6,9.0,2,2,3,2,3,4,4,3,1,4,1,2,5,1,3,6,4,1,5,2,4,3,4,4,2,3,2,4,4,2,4,1,2,1,1,2,4,1,1,5,4,2,4,5,5,3,1,5,1,1,1,5,5,2,-1,7,1,2,4,3,5,3,3,2,2,2,5,65.0,1,174,5,53,5,33,0.00087004,2.029711386372872,44690188,1,1,1,9.0,1.58,0.425,1.55,3.16,0.9,13.0,0,1,1,0,0,0,1,0,0,0,1
44690328,4,6,233,35,39,45.0,3.6,50,2,0,2,0,2,0,1,2,1,1,2,0,1,1,4.0,38,5,2,1945,1,2,9,8,9000,2,1,2,2,2,2,1,22.5,5.16,4,3,5,3,3,4,6,3,3,5,4,6,5,4,4,6,4,4,4,4,4,4,5,4,3,3,6,4,4,4,6,4,4,6,4,6,6,6,6,4,6,6,4,5,6,6,3,4,6,4,4,6,3,4,-1,7,1,2,4,3,5,5,1,2,2,1,5,32.7,1,159,4,75,5,65,0.00115614,2.697152455336688,44690328,1,1,1,9.0,1.165,0.25,0.65,2.25,0.516,6.540000000000001,0,1,0,0,0,0,0,0,0,0,1
44692020,1,4,142,40,32,28.8,2.44,34,3,1,1,0,2,0,1,2,1,2,1,0,2,2,4.0,3,3,2,1984,1,3,2,6,5000,3,2,2,2,2,2,1,28.8,3.5,2,6,6,3,3,3,3,3,1,5,1,3,5,6,3,4,4,1,5,3,4,4,4,3,6,6,6,6,4,6,1,6,6,3,6,4,4,1,1,5,1,5,4,4,1,6,6,5,3,6,6,4,4,4,1,7,1,2,4,3,5,2,4,2,3,3,5,24.0,1,70,4,40,5,26,0.00087004,2.029711386372872,44692020,1,1,1,5.0,0.71,0.17,0.5333333333333333,2.88,0.35,4.8,0,1,0,1,0,1,1,0,0,1,0
47120261,1,5,254,86,41,43.4,10.23,84,2,0,0,0,3,0,2,0,1,2,2,0,1,2,4.0,1,5,2,1977,1,5,2,6,9000,7,2,2,1,2,2,3,0.0,14.66,5,4,1,2,4,5,3,4,3,6,1,2,4,1,6,6,2,6,6,6,6,4,6,3,4,5,6,2,5,5,1,4,3,2,4,2,3,1,2,5,4,1,5,4,3,6,1,6,1,2,2,3,4,4,1,7,1,2,3,3,5,2,3,2,2,1,5,109.0,0,127,5,175,5,33,0.000340556,0.7944811628173415,47120261,0,1,1,9.0,1.27,0.42,0.6833333333333333,0.0,1.466,21.8,1,0,0,1,0,0,1,0,0,1,0
47120308,1,4,199,92,17,28.8,6.08,66,2,0,1,1,2,0,1,1,1,1,2,0,1,1,6.0,8,4,2,1957,1,5,2,6,7000,3,2,2,2,2,2,2,28.8,8.71,2,4,2,1,4,5,1,2,1,5,4,5,1,2,4,2,4,1,5,1,5,4,5,5,3,3,3,4,5,4,1,3,5,1,3,3,3,1,2,5,2,2,5,5,4,3,1,5,1,1,2,4,3,4,-1,7,1,2,3,3,5,5,1,2,2,4,5,58.5,1,90,5,95,5,53,0.000367986,0.8584724543995766,47120308,1,1,1,7.0,0.995,0.33,0.2833333333333333,2.88,0.8710000000000001,11.7,0,1,0,1,0,0,0,0,0,0,1
47120343,1,12,525,159,55,64.6,22.49,219,6,0,2,1,6,0,8,1,1,1,6,2,1,1,7.0,21,5,1,1961,1,3,1,3,9000,3,2,2,2,2,2,1,64.6,32.23,1,1,3,3,4,5,6,3,5,5,4,5,5,4,4,6,4,1,5,2,2,3,3,3,3,3,2,4,5,2,2,3,4,3,2,3,2,1,4,5,2,1,4,2,2,3,1,5,3,3,4,3,4,4,1,7,1,2,3,3,4,6,-1,3,3,4,5,234.5,1,311,4,260,5,49,0.000409116,0.954424398357919,47120343,1,1,1,9.0,2.625,1.095,0.9166666666666666,6.459999999999999,3.223,46.9,0,1,0,0,0,0,0,0,1,1,0
47120437,1,3,105,28,20,16.6,3.75,33,1,0,0,0,3,0,2,0,1,2,1,0,2,2,3.0,11,2,2,1965,1,1,2,1,3250,2,2,2,1,2,2,1,0.0,5.37,4,2,2,1,4,5,5,4,3,3,4,5,4,3,3,3,5,1,1,3,3,3,4,3,5,4,3,4,4,5,1,4,5,2,5,3,5,1,1,5,3,3,3,3,5,3,3,4,1,3,3,3,3,4,1,7,1,2,3,3,4,2,2,4,4,3,5,40.5,0,57,4,81,5,45,0.001472131,3.4343260688387685,47120437,1,1,1,3.25,0.525,0.165,0.3333333333333333,0.0,0.537,8.1,0,1,1,0,0,0,0,0,1,1,0
47120490,1,3,181,97,13,15.8,4.8,52,2,0,2,1,5,0,2,2,1,2,2,1,1,1,6.0,12,5,1,1961,1,2,1,3,9000,4,2,2,2,2,2,2,15.8,6.88,3,3,3,3,4,4,4,2,1,5,3,2,4,4,4,6,4,1,2,3,5,4,3,4,2,1,3,2,4,3,1,1,1,2,2,4,1,1,1,4,2,3,4,5,5,3,1,5,2,3,3,4,4,4,2,7,1,2,3,3,5,4,3,2,2,4,5,51.5,1,71,4,116,5,49,0.000109132,0.2545934244605354,47120490,1,1,1,9.0,0.905,0.26,0.2166666666666666,1.58,0.688,10.3,0,0,0,0,0,0,1,0,0,0,1
47120549,1,3,201,129,28,15.0,3.43,40,2,0,2,0,4,0,1,2,1,2,3,0,1,1,6.0,1,5,2,1956,1,5,2,6,9000,4,1,2,2,2,2,1,7.5,4.92,3,4,2,2,4,4,3,2,2,4,4,4,3,1,4,6,5,1,4,2,4,3,4,2,4,4,2,4,4,5,1,3,4,2,3,4,2,1,2,5,3,3,4,4,4,1,1,5,1,3,2,3,4,3,2,7,1,2,3,3,5,4,1,2,-1,3,5,33.5,1,44,5,44,5,54,9.82e-05,0.2290902236010023,47120549,1,1,1,9.0,1.005,0.2,0.4666666666666667,0.75,0.492,6.7,0,0,0,1,0,0,0,0,0,0,1
47120623,1,0,30,30,0,0.0,0.0,30,4,0,2,0,4,0,3,1,1,1,4,0,2,1,4.0,17,6,1,1960,1,3,1,6,15000,3,2,2,2,2,2,2,0.0,0.0,5,4,2,2,3,5,5,2,4,5,4,6,4,2,5,2,4,2,4,4,5,3,4,2,4,4,4,3,4,4,2,3,4,2,4,4,3,1,2,5,2,3,4,4,4,3,2,4,2,3,2,3,4,4,-1,7,1,2,3,3,5,6,1,2,2,4,5,3.0,2,0,3,30,5,50,0.000409116,0.954424398357919,47120623,1,1,1,15.0,0.15,0.15,0.0,0.0,0.0,0.6,0,1,0,1,0,0,0,0,0,0,1
47120643,1,0,69,44,0,7.6,1.17,16,2,0,2,1,3,0,1,1,1,1,2,0,1,1,5.0,33,3,1,1950,1,2,1,6,5000,3,2,2,2,2,2,1,7.6,1.68,1,4,1,3,3,5,3,3,3,3,3,4,4,2,5,3,4,2,4,3,4,3,2,2,4,2,4,4,4,2,2,4,3,2,2,4,3,1,1,5,2,2,4,3,2,2,2,5,2,4,2,4,4,4,2,7,1,2,3,3,5,2,1,2,3,1,5,12.0,1,25,4,20,5,60,0.000409116,0.954424398357919,47120643,1,1,1,5.0,0.345,0.08,0.0,0.76,0.1679999999999999,2.4,0,1,0,1,0,0,0,0,0,0,1
47120643,1,0,69,44,0,7.6,1.18,16,2,0,2,1,3,0,1,1,1,1,2,0,1,1,5.0,33,3,1,1950,1,2,1,6,5000,3,2,2,2,2,2,1,7.6,1.69,1,4,1,3,3,5,3,3,3,3,3,4,4,2,5,3,4,2,4,3,4,3,2,2,4,2,4,4,4,2,2,4,3,2,2,4,3,1,1,5,2,2,4,3,2,2,2,5,2,4,2,4,4,4,1,7,1,2,3,3,5,2,1,2,3,1,5,12.0,1,25,4,20,5,60,0.000409116,0.954424398357919,47120643,1,1,1,5.0,0.345,0.08,0.0,0.76,0.1689999999999999,2.4,0,1,0,1,0,0,0,0,0,1,0
47120775,1,4,153,83,16,13.0,5.41,62,1,0,1,1,1,0,1,1,1,2,1,0,2,2,2.5,2,3,2,1983,1,1,1,6,5000,3,2,2,2,2,2,1,13.0,7.75,4,3,2,2,4,5,3,2,2,5,3,4,4,1,4,6,4,2,5,4,4,3,5,3,3,1,4,2,4,3,2,1,5,2,2,4,4,3,3,4,4,3,4,4,5,5,2,5,1,3,1,5,5,1,2,7,1,2,3,3,5,3,3,-1,-1,1,5,53.5,1,54,3,75,5,27,0.00087004,2.029711386372872,47120775,1,1,1,5.0,0.765,0.31,0.2666666666666666,1.3,0.775,10.7,0,1,0,1,0,1,1,0,0,0,1
47120871,2,4,185,32,24,9.6,4.01,51,4,2,2,0,8,4,2,1,1,2,2,0,1,1,5.5,5,3,1,1971,1,3,1,6,5000,3,2,2,1,2,2,1,0.0,5.75,1,4,3,2,3,4,5,2,4,5,5,2,3,1,5,4,2,3,5,2,4,4,4,4,4,5,2,1,4,4,3,4,4,2,4,4,4,1,1,5,1,5,5,4,3,4,1,5,4,2,3,4,4,5,1,7,1,2,3,3,5,2,4,2,2,4,5,42.0,0,129,3,223,5,39,0.000967286,2.256576028779217,47120871,1,1,1,5.0,0.925,0.255,0.4,0.0,0.575,8.4,0,1,0,1,0,0,1,0,0,1,0
47120872,2,2,106,48,12,14.8,4.98,51,4,2,2,0,8,4,2,1,1,2,2,0,1,1,5.5,5,3,1,1971,1,3,1,6,5000,3,2,2,1,2,2,1,0.0,7.14,1,4,3,2,3,4,5,2,4,5,5,2,3,1,5,4,2,3,5,2,4,4,4,4,4,5,2,1,4,4,3,4,4,2,4,4,4,1,1,5,1,5,5,4,3,4,1,5,4,2,3,4,4,5,1,7,1,2,3,3,5,2,4,2,2,4,5,51.0,0,46,3,58,5,39,0.000967286,2.256576028779217,47120872,1,1,1,5.0,0.53,0.255,0.2,0.0,0.714,10.2,0,1,0,1,0,0,1,0,0,1,0
47120923,1,2,115,30,52,5.6,1.73,24,1,0,1,0,1,0,1,0,1,1,0,0,2,2,3.0,7,4,2,1948,1,1,1,2,7000,6,1,2,2,2,2,1,2.8,2.48,5,5,1,1,5,5,4,3,4,5,4,4,5,3,4,6,2,1,2,2,4,5,3,2,5,2,2,1,5,5,1,2,2,1,6,2,4,1,1,5,3,2,2,3,1,4,1,5,1,3,2,4,5,4,2,7,1,2,3,3,5,2,1,2,1,1,5,17.0,1,33,4,40,5,62,9.82e-05,0.2290902236010023,47120923,1,1,1,7.0,0.575,0.12,0.8666666666666667,0.2799999999999999,0.248,3.4,1,0,0,0,0,0,0,0,0,0,1
47120924,1,2,115,30,50,5.6,1.73,24,1,0,1,0,1,0,1,0,1,1,0,0,2,2,3.0,7,4,2,1948,1,1,1,2,7000,6,1,2,2,2,2,1,2.8,2.48,5,5,1,1,5,5,4,3,4,5,4,4,5,3,4,6,2,1,2,2,4,5,3,2,5,2,2,1,5,5,1,2,2,1,6,2,4,1,1,5,3,2,2,3,1,4,1,5,1,3,2,4,5,4,2,7,1,2,3,3,5,2,1,2,1,1,5,17.0,2,35,-1,50,5,62,9.82e-05,0.2290902236010023,47120924,1,1,1,7.0,0.575,0.12,0.8333333333333334,0.2799999999999999,0.248,3.4,1,0,0,0,0,0,0,0,0,0,1
47120924,1,2,92,30,29,5.6,1.73,24,1,0,1,0,1,0,1,0,1,1,0,0,2,2,3.0,7,4,2,1948,1,1,1,2,7000,6,1,2,2,2,2,1,2.8,2.48,5,5,1,1,5,5,4,3,4,5,4,4,5,3,4,6,2,1,2,2,4,5,3,2,5,2,2,1,5,5,1,2,2,1,6,2,4,1,1,5,3,2,2,3,1,4,1,5,1,3,2,4,5,4,1,7,1,2,3,3,5,2,1,2,1,1,5,17.0,1,33,-1,40,5,62,9.82e-05,0.2290902236010023,47120924,1,1,1,7.0,0.46,0.12,0.4833333333333333,0.2799999999999999,0.248,3.4,1,0,0,0,0,0,0,0,0,1,0
47120931,1,4,144,48,36,5.6,3.25,34,4,2,2,0,4,2,1,1,1,1,2,1,1,1,6.0,7,4,1,1972,1,3,1,6,7000,3,1,2,2,2,2,1,2.8,4.66,2,2,2,3,4,4,4,3,2,4,3,4,4,2,4,2,4,2,4,2,3,2,2,3,4,2,2,2,5,3,2,4,2,3,2,4,3,2,2,4,2,3,4,4,3,3,3,4,3,2,2,4,4,4,1,7,1,2,3,3,5,2,3,2,2,3,5,34.0,1,60,4,42,5,38,0.000967286,2.256576028779217,47120931,1,1,1,7.0,0.72,0.17,0.6,0.2799999999999999,0.466,6.8,0,1,0,1,0,0,1,0,0,1,0
47120931,3,3,130,35,17,10.2,5.18,53,4,2,2,0,4,2,1,1,1,1,2,1,1,1,6.0,7,4,1,1972,1,3,1,6,7000,3,1,2,2,2,2,1,5.1,7.42,2,2,2,3,4,4,4,3,2,4,3,4,4,2,4,2,4,2,4,2,3,2,2,3,4,2,2,2,5,3,2,4,2,3,2,4,3,2,2,4,2,3,4,4,3,3,3,4,3,2,2,4,4,4,1,7,1,2,3,3,5,2,3,2,2,3,5,53.0,1,78,4,65,5,38,0.000967286,2.256576028779217,47120931,1,1,1,7.0,0.65,0.265,0.2833333333333333,0.51,0.742,10.6,0,1,0,1,0,0,1,0,0,1,0
47120932,1,4,160,54,30,5.6,3.25,34,4,2,2,0,4,2,1,1,1,1,2,1,1,1,6.0,7,4,1,1972,1,3,1,6,7000,3,1,2,2,2,2,1,2.8,4.66,3,2,2,3,4,4,4,3,2,4,3,4,4,2,4,2,4,2,4,2,3,2,2,3,4,2,2,2,5,3,2,4,2,3,2,4,3,2,2,4,2,3,4,4,3,3,3,4,3,2,2,4,4,4,1,7,1,2,3,3,5,2,3,2,2,3,5,34.0,1,76,4,55,5,38,0.000967286,2.256576028779217,47120932,1,1,1,7.0,0.8,0.17,0.5,0.2799999999999999,0.466,6.8,0,1,0,1,0,0,1,0,0,1,0
47130034,3,6,222,57,26,56.1,10.88,105,4,0,1,0,7,0,3,1,1,1,4,0,1,2,9.0,20,5,1,1990,1,6,8,2,9000,5,2,2,1,2,2,3,0.0,15.59,5,4,1,2,5,5,4,2,2,6,1,2,4,2,6,6,1,1,6,1,6,4,1,1,5,5,3,2,5,5,1,4,4,2,4,4,3,2,4,4,2,4,4,3,6,4,2,5,2,2,2,2,5,3,1,7,1,2,3,3,5,3,3,3,3,1,5,114.7,0,139,4,215,5,20,0.000258025,0.6019450605361366,47130034,0,1,1,9.0,1.11,0.525,0.4333333333333333,0.0,1.559,22.94,0,0,0,0,0,1,0,0,0,1,0
47130065,1,3,117,41,39,7.6,2.1,29,4,2,1,0,6,2,1,1,1,1,1,1,1,1,6.0,6,5,2,1973,1,3,2,6,9000,4,1,2,2,2,2,2,3.8,3.01,5,5,2,2,4,5,4,6,4,5,5,2,4,2,4,2,2,1,4,2,4,2,4,2,4,3,2,3,4,3,1,4,4,1,3,5,3,1,1,5,3,1,4,4,6,2,2,4,2,1,3,2,2,4,1,7,1,2,3,3,5,2,3,2,2,4,5,22.0,1,37,4,30,5,37,0.000232084,0.5414274486172608,47130065,1,1,1,9.0,0.585,0.145,0.65,0.38,0.301,4.4,0,0,0,1,0,0,1,0,0,1,0
47130066,1,0,54,25,0,2.2,1.7,22,4,2,1,0,6,2,1,1,1,1,1,1,1,1,6.0,6,5,1,1970,1,3,1,1,9000,6,1,2,2,2,1,1,2.2,2.44,5,4,5,2,4,5,4,2,2,2,3,4,5,3,4,1,2,1,5,3,4,4,3,2,5,5,4,2,5,5,1,5,5,2,4,5,4,1,1,5,4,2,3,4,4,2,3,4,3,2,4,4,3,5,1,7,1,2,3,3,5,2,2,1,1,1,5,18.5,1,29,4,24,5,40,0.000109132,0.2545934244605354,47130066,1,1,1,9.0,0.27,0.11,0.0,0.22,0.244,3.7,1,0,1,0,0,0,1,0,0,1,0
47130345,1,1,89,29,7,10.2,3.79,42,3,1,2,0,2,1,1,1,1,2,3,0,2,2,4.0,0,4,2,1991,1,6,1,-1,7000,3,1,2,2,2,2,1,5.1,5.43,1,1,3,3,3,3,4,1,1,5,2,4,4,2,4,6,4,3,4,2,5,5,4,1,4,4,4,5,5,3,2,3,3,3,3,5,4,3,4,5,2,2,4,2,4,3,3,4,2,3,3,4,2,4,1,7,1,2,3,3,5,2,4,1,1,4,5,40.0,1,53,4,60,5,19,0.000548793,1.2802760802511697,47130345,1,1,1,7.0,0.445,0.21,0.1166666666666666,0.51,0.5429999999999999,8.0,0,1,0,0,0,1,1,0,0,1,0
47130442,1,0,18,25,0,4.4,0.25,2,1,0,1,0,1,0,1,1,1,1,1,0,2,2,4.0,8,4,2,1973,1,1,1,2,7000,6,1,2,2,2,2,1,2.2,0.36,4,3,2,3,4,4,3,6,3,1,1,2,5,3,4,6,4,1,5,4,1,1,4,2,5,6,3,3,5,5,2,6,2,1,2,2,2,1,1,5,4,1,2,3,4,3,1,5,1,2,2,2,4,5,2,7,1,2,3,3,5,3,4,2,2,3,5,1.2,2,-1,5,20,5,37,0.000232084,0.5414274486172608,47130442,1,1,1,7.0,0.09,0.01,0.0,0.22,0.036,0.24,1,0,0,0,0,0,1,0,0,0,1
47130471,1,0,53,25,0,4.4,1.73,21,2,0,2,0,2,0,1,1,1,1,2,0,1,2,5.0,3,5,2,1980,1,7,1,3,9000,5,1,2,2,2,2,1,2.2,2.48,3,4,4,1,4,5,5,1,1,5,2,2,5,5,2,5,2,2,5,1,2,5,6,4,2,6,5,2,5,5,-1,1,5,2,3,1,3,1,2,6,4,1,4,4,3,3,4,1,1,1,4,2,2,5,2,7,1,2,3,3,3,2,3,3,2,3,5,18.5,1,28,3,30,5,30,0.000232084,0.5414274486172608,47130471,1,1,1,9.0,0.265,0.105,0.0,0.22,0.248,3.7,0,0,0,0,0,1,0,0,1,0,1
47130533,1,6,204,56,60,15.0,3.76,54,2,0,3,1,5,0,2,1,1,2,2,0,1,1,4.0,5,3,1,1978,1,7,1,3,5000,6,2,2,2,2,2,1,15.0,5.39,4,3,4,2,3,4,4,3,3,5,6,4,4,3,3,4,5,2,5,4,3,5,4,4,6,6,4,2,4,3,2,6,3,3,2,3,4,3,3,3,2,3,4,5,3,3,2,4,2,3,2,4,4,3,1,7,1,2,3,3,4,2,4,2,2,3,5,36.0,1,88,4,61,5,32,0.000258025,0.6019450605361366,47130533,1,1,1,5.0,1.02,0.27,1.0,1.5,0.5389999999999999,7.2,1,0,0,0,0,0,1,0,1,1,0
47130729,1,4,117,31,15,35.6,7.89,73,2,0,1,0,2,0,1,1,1,1,1,1,1,1,3.0,9,2,1,1951,1,2,2,5,3250,3,2,2,1,2,2,2,0.0,11.31,5,5,1,1,5,5,3,3,4,6,6,2,5,3,5,6,2,1,4,6,6,3,3,3,4,4,3,3,4,4,2,5,3,2,4,2,4,2,2,4,3,2,4,3,3,6,1,4,2,3,2,4,2,3,1,7,1,2,3,3,2,2,3,2,2,3,5,81.0,0,71,4,95,5,59,0.000409116,0.954424398357919,47130729,1,1,1,3.25,0.585,0.365,0.25,0.0,1.131,16.2,0,1,0,0,1,0,1,1,0,1,0
50260144,1,2,127,41,8,4.4,2.83,33,2,0,2,0,1,0,3,1,1,1,2,0,2,2,3.0,9,4,1,1975,1,7,1,6,7000,3,2,2,2,2,2,1,4.4,4.06,1,2,4,1,1,5,4,1,2,5,1,2,5,1,2,6,4,3,5,3,4,5,5,1,4,6,4,1,5,2,1,6,2,2,2,5,3,1,1,5,3,3,5,4,3,2,1,2,1,3,2,4,5,5,2,8,1,2,2,4,4,2,3,1,2,2,5,29.0,1,78,6,55,5,35,0.000967286,2.256576028779217,50260144,1,1,1,7.0,0.635,0.165,0.1333333333333333,0.44,0.4059999999999999,5.8,0,1,0,1,0,0,1,0,1,0,1
50260165,1,3,70,24,14,7.2,1.92,26,4,1,2,1,3,1,4,4,1,1,4,2,1,1,7.0,16,4,2,1991,-1,6,8,6,7000,2,2,2,1,2,2,3,0.0,2.75,1,2,2,3,3,3,2,4,2,3,5,5,3,2,3,3,3,3,3,3,4,5,3,2,5,5,4,2,5,4,4,4,1,3,4,4,3,4,2,2,2,4,4,4,5,3,4,4,1,3,2,4,5,1,2,8,1,2,2,4,5,2,4,1,2,1,5,21.0,0,32,3,48,5,19,0.002195453,5.121759864312539,50260165,0,1,1,7.0,0.35,0.13,0.2333333333333333,0.0,0.275,4.2,0,1,0,1,0,1,1,0,0,0,1
50260165,1,3,75,24,18,10.0,1.92,26,4,1,2,1,3,1,4,4,1,1,4,2,1,1,7.0,16,4,2,1991,-1,6,8,6,7000,2,2,2,1,2,2,3,0.0,2.75,1,2,2,3,3,3,2,4,2,3,5,5,3,2,3,3,3,3,3,3,4,5,3,2,5,5,4,2,5,4,4,4,1,3,4,4,3,4,2,2,2,4,4,4,5,3,4,4,1,3,2,4,5,1,2,8,1,2,2,4,5,2,4,1,2,1,5,21.0,0,33,3,62,5,19,0.002195453,5.121759864312539,50260165,0,1,1,7.0,0.375,0.13,0.3,0.0,0.275,4.2,0,1,0,1,0,1,1,0,0,0,1
50260166,2,4,192,56,36,49.8,10.01,87,4,1,2,1,3,1,4,4,1,1,4,2,1,1,7.0,23,4,1,1957,1,3,1,5,7000,3,2,2,2,2,2,1,49.8,14.34,2,4,2,1,3,4,3,3,4,3,3,5,5,1,3,1,4,3,3,3,3,3,1,3,4,2,3,1,4,4,1,1,4,2,5,3,3,1,1,5,1,5,5,3,3,3,3,5,3,3,3,3,3,1,2,8,1,2,2,4,5,2,4,2,1,4,5,106.0,1,100,4,150,5,53,0.000409116,0.954424398357919,50260166,1,1,1,7.0,0.96,0.435,0.6,4.98,1.434,21.2,0,1,0,0,1,0,1,0,0,0,1
50260181,1,3,177,61,22,38.2,7.32,64,3,0,1,0,3,0,3,2,1,2,3,1,1,1,6.0,8,6,1,1957,1,5,1,2,15000,6,2,2,1,2,2,2,0.0,10.49,5,4,1,2,5,5,5,2,4,6,6,1,5,2,5,6,1,1,6,6,6,3,1,1,5,5,6,2,4,5,1,5,4,1,5,3,3,1,2,5,5,1,5,4,4,6,6,6,2,1,4,4,1,5,-1,8,1,2,2,4,4,4,3,2,-1,1,5,75.5,0,94,5,168,5,53,0.000109132,0.2545934244605354,50260181,1,1,1,15.0,0.885,0.32,0.3666666666666666,0.0,1.049,15.1,1,0,0,0,0,0,1,0,1,0,1
50260183,1,4,202,48,30,74.6,18.14,142,3,0,1,0,3,0,3,2,1,2,3,1,1,1,6.0,-1,6,2,1960,1,7,2,6,15000,3,2,2,1,2,2,1,0.0,25.99,5,4,2,6,5,5,2,5,3,6,3,1,5,1,5,6,1,1,4,1,3,1,1,1,5,5,5,2,5,2,1,4,5,2,5,2,5,1,1,5,2,2,3,5,3,3,1,5,1,1,2,4,5,5,1,8,1,2,2,4,4,2,4,1,2,4,5,193.0,0,124,4,207,5,50,0.000367986,0.8584724543995766,50260183,1,1,1,15.0,1.01,0.71,0.5,0.0,2.599,38.6,0,1,0,1,0,0,1,0,1,1,0
50260275,1,3,96,30,18,8.8,2.08,27,-1,-1,3,-1,2,-1,3,-1,1,1,1,1,1,1,5.0,15,5,2,1957,1,3,2,8,9000,5,1,2,2,2,2,1,4.4,2.98,4,3,3,2,2,4,4,3,6,4,3,4,4,2,3,2,4,1,2,2,4,4,4,2,4,2,2,4,4,3,2,4,3,2,4,3,3,1,1,4,2,2,4,4,4,2,1,4,2,2,4,3,3,3,1,8,1,2,2,4,5,2,3,-1,3,4,5,19.0,1,48,4,27,5,53,9.82e-05,0.2290902236010023,50260275,1,1,1,9.0,0.48,0.135,0.3,0.44,0.298,3.8,0,0,0,0,0,0,1,0,0,1,0
